id_achat;date_achat;id_produit;quantité;id_fournisseur;prix_unitaire;délai_livraison_jours
PO004055;23/04/2024;P00445;74;S012;67.89;14
PO004056;25/11/2024;P00068;82;S012;192.56;12
PO004057;16/05/2024;P00265;53;S048;117.44;11
PO004058;23/05/2024;P00052;89;S033;224.52;2
PO004059;13/01/2024;P00940;61;S009;203.53;6
PO004060;26/10/2024;P00132;18;S028;50.42;2
PO004061;03/07/2024;P00370;23;S047;174.99;2
PO004062;23/05/2024;P00691;80;S027;11.97;14
PO004063;21/02/2024;P00778;73;S041;235.07;14
PO004064;09/01/2024;P00023;89;S012;95.92;13
PO004065;01/08/2024;P00377;61;S004;127.69;12
PO004066;11/12/2024;P00203;42;S035;12.2;4
PO004067;28/03/2024;P00018;68;S021;268.74;3
PO004068;12/12/2024;P00324;12;S040;45.03;6
PO004069;25/03/2024;P00798;54;S027;122.58;7
PO004070;31/03/2024;P00777;45;S021;242.73;13
PO004071;24/05/2024;P00251;78;S039;29.65;4
PO004072;16/05/2024;P00561;69;S010;298.45;2
PO004073;19/06/2024;P00553;34;S024;155.46;2
PO004074;15/02/2024;P00694;36;S001;257.52;5
PO004075;30/10/2024;P00809;16;S014;275.34;6
PO004076;13/08/2024;P00280;31;S034;84.53;2
PO004077;24/11/2024;P00737;99;S050;263.27;5
PO004078;19/08/2024;P00496;94;S006;277.17;5
PO004079;02/04/2024;P00931;34;S019;296.6;10
PO004080;26/11/2024;P00723;66;S027;163.02;3
PO004081;18/01/2024;P00364;41;S023;28.04;7
PO004082;31/08/2024;P00925;62;S036;131.51;10
PO004083;24/11/2024;P00915;28;S005;71.18;14
PO004084;09/11/2024;P00270;83;S044;133.97;13
PO004085;05/08/2024;P00456;45;S010;146.83;4
PO004086;09/02/2024;P00251;23;S012;94.59;11
PO004087;01/01/2024;P00696;86;S016;165.2;12
PO004088;02/12/2024;P00845;66;S039;248.2;13
PO004089;10/12/2024;P00703;33;S045;97.91;4
PO004090;13/12/2024;P00854;27;S009;89.61;10
PO004091;28/01/2024;P00869;72;S008;295.66;4
PO004092;13/02/2024;P00212;14;S023;267.0;14
PO004093;08/03/2024;P00108;56;S008;103.38;12
PO004094;16/04/2024;P00905;17;S040;293.31;14
PO004095;19/02/2024;P00441;80;S046;32.14;10
PO004096;18/09/2024;P00138;12;S026;268.05;8
PO004097;12/07/2024;P00745;77;S045;181.74;13
PO004098;10/01/2024;P00436;81;S018;163.31;7
PO004099;06/02/2024;P00494;34;S039;142.18;9
PO004100;10/03/2024;P00366;27;S019;195.71;3
PO004101;21/01/2024;P00398;15;S006;125.81;5
PO004102;01/01/2024;P00498;45;S029;259.43;11
PO004103;27/04/2024;P00732;92;S035;81.33;14
PO004104;19/05/2024;P00037;90;S032;55.87;6
PO004105;25/05/2024;P00425;74;S006;38.32;9
PO004106;31/08/2024;P00176;77;S024;168.96;10
PO004107;24/12/2024;P00498;41;S036;150.0;14
PO004108;24/03/2024;P00789;33;S011;142.68;7
PO004109;17/12/2024;P00479;87;S009;77.17;4
PO004110;13/04/2024;P00041;39;S022;95.63;13
PO004111;30/12/2024;P00654;55;S034;83.01;10
PO004112;08/07/2024;P00062;16;S002;270.94;9
PO004113;02/09/2024;P00575;88;S046;219.66;3
PO004114;12/07/2024;P00991;32;S050;138.13;6
PO004115;01/01/2024;P00976;94;S038;214.85;11
PO004116;31/01/2024;P00179;69;S020;223.45;4
PO004117;18/12/2024;P00805;52;S009;288.78;5
PO004118;10/12/2024;P00404;72;S035;11.84;6
PO004119;03/05/2024;P00342;34;S024;79.22;2
PO004120;11/10/2024;P00851;38;S005;139.23;7
PO004121;24/01/2024;P00313;53;S033;147.04;9
PO004122;11/04/2024;P00791;63;S019;78.66;11
PO004123;12/10/2024;P00999;84;S044;193.41;9
PO004124;15/05/2024;P00783;73;S024;176.95;12
PO004125;18/03/2024;P00426;59;S049;261.43;13
PO004126;25/05/2024;P00355;73;S016;227.48;4
PO004127;08/08/2024;P00626;72;S025;291.49;8
PO004128;21/05/2024;P00825;43;S036;128.65;5
PO004129;31/05/2024;P00937;86;S050;268.69;9
PO004130;07/03/2024;P00883;46;S041;113.19;8
PO004131;28/01/2024;P00160;67;S049;150.49;12
PO004132;09/04/2024;P00340;21;S017;272.91;5
PO004133;17/09/2024;P00450;96;S021;83.19;4
PO004134;31/03/2024;P00273;24;S018;124.16;9
PO004135;23/03/2024;P00821;48;S046;61.38;3
PO004136;12/07/2024;P00597;76;S015;137.12;8
PO004137;14/03/2024;P00801;26;S018;121.51;11
PO004138;24/06/2024;P00629;22;S030;220.02;10
PO004139;16/11/2024;P00900;29;S030;253.17;3
PO004140;14/08/2024;P00672;51;S038;161.18;12
PO004141;28/01/2024;P00157;64;S047;284.89;13
PO004142;24/11/2024;P00414;52;S016;256.47;14
PO004143;15/04/2024;P00290;95;S021;19.49;14
PO004144;18/10/2024;P00251;85;S023;11.5;9
PO004145;04/03/2024;P00833;60;S010;252.15;2
PO004146;22/03/2024;P00561;74;S036;156.29;8
PO004147;27/02/2024;P00331;14;S027;206.13;14
PO004148;01/07/2024;P00469;58;S021;276.64;4
PO004149;05/10/2024;P00392;36;S009;76.37;11
PO004150;27/01/2024;P00121;53;S049;52.19;13
PO004151;04/05/2024;P00050;51;S040;297.22;10
PO004152;04/05/2024;P00652;37;S024;76.84;3
PO004153;11/03/2024;P00772;56;S043;240.66;4
PO004154;03/12/2024;P00572;15;S001;136.73;9
PO004155;22/11/2024;P00057;72;S049;201.71;12
PO004156;26/07/2024;P00018;64;S045;265.63;8
PO004157;22/04/2024;P00116;24;S018;286.05;10
PO004158;30/11/2024;P00807;85;S020;125.01;10
PO004159;02/11/2024;P00397;47;S045;47.5;13
PO004160;15/04/2024;P00060;29;S008;275.12;11
PO004161;20/02/2024;P00822;85;S034;30.66;7
PO004162;21/07/2024;P00543;42;S023;131.82;3
PO004163;27/09/2024;P00607;33;S006;95.32;5
PO004164;03/04/2024;P00573;27;S014;231.12;11
PO004165;24/12/2024;P00513;95;S036;13.59;10
PO004166;02/03/2024;P00048;25;S025;245.77;14
PO004167;20/05/2024;P00939;54;S008;128.55;14
PO004168;10/01/2024;P00722;11;S046;151.82;10
PO004169;24/04/2024;P00968;61;S012;166.08;7
PO004170;20/02/2024;P00211;66;S022;157.83;7
PO004171;20/09/2024;P00253;65;S001;233.35;3
PO004172;19/05/2024;P00118;28;S027;179.48;12
PO004173;22/02/2024;P00255;79;S043;197.04;6
PO004174;29/09/2024;P00759;66;S008;223.52;5
PO004175;01/08/2024;P00606;87;S021;73.19;14
PO004176;21/12/2024;P00052;97;S011;263.9;2
PO004177;11/01/2024;P00534;59;S047;292.38;12
PO004178;06/01/2024;P00887;20;S009;294.14;14
PO004179;14/10/2024;P00772;58;S044;252.31;2
PO004180;10/07/2024;P00009;81;S024;20.54;10
PO004181;02/07/2024;P00879;31;S034;131.14;3
PO004182;19/06/2024;P00306;73;S016;32.22;7
PO004183;29/01/2024;P00829;34;S005;201.47;5
PO004184;08/02/2024;P00917;87;S041;86.75;5
PO004185;14/06/2024;P00397;18;S005;27.96;2
PO004186;07/06/2024;P00761;49;S003;173.12;9
PO004187;24/12/2024;P00942;37;S034;89.05;9
PO004188;24/05/2024;P00816;26;S046;270.3;5
PO004189;27/08/2024;P00374;24;S005;185.69;6
PO004190;07/01/2024;P00497;73;S019;142.44;12
PO004191;15/07/2024;P00996;48;S028;178.11;8
PO004192;23/11/2024;P00649;62;S049;284.83;2
PO004193;30/10/2024;P00352;50;S041;11.29;5
PO004194;08/02/2024;P00565;85;S002;160.46;12
PO004195;09/02/2024;P00220;84;S001;210.57;11
PO004196;08/01/2024;P00351;35;S033;40.14;3
PO004197;30/04/2024;P00423;77;S005;126.87;7
PO004198;17/09/2024;P00640;87;S038;62.04;8
PO004199;12/06/2024;P00281;97;S032;296.21;13
PO004200;29/08/2024;P00151;91;S048;268.61;5
PO004201;28/06/2024;P00724;14;S022;58.94;14
PO004202;24/04/2024;P00870;29;S028;192.76;7
PO004203;17/02/2024;P00796;85;S022;83.92;14
PO004204;03/10/2024;P00562;38;S032;29.96;7
PO004205;17/05/2024;P00948;20;S046;30.8;3
PO004206;18/06/2024;P00170;79;S005;197.92;14
PO004207;07/04/2024;P00424;25;S006;154.61;6
PO004208;21/02/2024;P00036;76;S025;236.83;7
PO004209;13/05/2024;P00091;81;S048;246.26;9
PO004210;31/10/2024;P00397;31;S021;217.43;11
PO004211;19/11/2024;P00319;81;S007;78.57;4
PO004212;11/05/2024;P00949;54;S048;235.78;8
PO004213;13/01/2024;P00863;44;S013;102.27;14
PO004214;12/08/2024;P00934;70;S025;158.89;5
PO004215;29/04/2024;P00614;73;S018;133.91;4
PO004216;16/06/2024;P00864;50;S034;30.95;8
PO004217;11/04/2024;P00661;45;S035;200.29;11
PO004218;05/12/2024;P00068;48;S025;96.29;4
PO004219;12/03/2024;P00724;90;S001;253.24;10
PO004220;21/11/2024;P00553;46;S005;69.65;5
PO004221;29/02/2024;P00930;78;S011;280.14;9
PO004222;18/08/2024;P00058;37;S017;291.26;3
PO004223;08/11/2024;P00825;71;S027;133.92;10
PO004224;03/10/2024;P00643;15;S023;290.71;4
PO004225;18/12/2024;P00437;64;S018;263.35;4
PO004226;11/12/2024;P00456;64;S034;279.83;5
PO004227;15/10/2024;P00977;60;S013;177.07;2
PO004228;06/10/2024;P00257;65;S044;126.71;14
PO004229;24/07/2024;P00134;62;S012;24.99;11
PO004230;03/11/2024;P00287;76;S014;182.7;4
PO004231;14/10/2024;P00309;37;S006;116.55;13
PO004232;10/10/2024;P00920;61;S011;176.33;2
PO004233;07/02/2024;P00904;88;S040;101.81;11
PO004234;30/08/2024;P00565;28;S028;232.88;4
PO004235;09/04/2024;P00032;59;S006;219.8;14
PO004236;09/08/2024;P00860;58;S007;34.64;5
PO004237;27/01/2024;P00960;69;S049;259.89;6
PO004238;17/11/2024;P00906;54;S029;150.16;14
PO004239;12/10/2024;P00884;57;S025;206.84;12
PO004240;20/11/2024;P00402;28;S002;180.25;14
PO004241;27/09/2024;P00031;84;S023;184.14;11
PO004242;25/09/2024;P00202;94;S003;285.27;12
PO004243;30/04/2024;P00105;79;S016;163.57;14
PO004244;11/04/2024;P00947;42;S023;259.87;5
PO004245;14/01/2024;P00412;61;S046;65.03;8
PO004246;08/10/2024;P00706;33;S033;276.23;12
PO004247;03/03/2024;P00737;10;S017;97.96;10
PO004248;25/08/2024;P00938;81;S027;289.37;6
PO004249;27/09/2024;P00733;81;S029;108.42;6
PO004250;28/12/2024;P00964;60;S008;268.67;13
PO004251;07/05/2024;P00344;10;S039;52.17;14
PO004252;11/07/2024;P00784;90;S024;69.73;4
PO004253;19/05/2024;P00017;31;S041;21.31;5
PO004254;14/01/2024;P00183;37;S018;78.27;7
PO004255;28/09/2024;P00518;45;S006;82.35;9
PO004256;04/11/2024;P00977;99;S021;44.22;14
PO004257;05/11/2024;P00530;98;S049;196.65;12
PO004258;23/12/2024;P00298;70;S019;246.23;9
PO004259;05/03/2024;P00269;49;S035;116.35;5
PO004260;03/01/2024;P00665;22;S040;46.83;12
PO004261;08/07/2024;P00752;91;S041;140.94;5
PO004262;29/12/2024;P00239;34;S009;73.16;11
PO004263;01/10/2024;P00722;60;S047;119.83;2
PO004264;08/02/2024;P00851;61;S021;86.98;12
PO004265;28/10/2024;P00692;59;S032;144.23;12
PO004266;01/03/2024;P00537;30;S018;88.65;10
PO004267;14/06/2024;P00653;39;S001;94.51;2
PO004268;05/03/2024;P00371;25;S014;17.03;6
PO004269;14/11/2024;P00335;44;S030;253.23;6
PO004270;19/06/2024;P00272;20;S008;91.68;2
PO004271;10/08/2024;P00554;80;S015;214.05;5
PO004272;21/12/2024;P00774;88;S027;121.06;8
PO004273;23/11/2024;P00034;36;S040;82.27;10
PO004274;13/07/2024;P00207;99;S015;199.98;12
PO004275;14/07/2024;P00081;98;S028;61.08;8
PO004276;29/10/2024;P00056;59;S009;281.72;12
PO004277;23/01/2024;P00643;94;S005;87.11;3
PO004278;26/03/2024;P00026;89;S020;25.2;6
PO004279;09/04/2024;P00482;58;S017;226.21;12
PO004280;12/06/2024;P00758;92;S025;53.8;6
PO004281;18/12/2024;P00587;74;S046;241.92;7
PO004282;15/03/2024;P00755;48;S012;35.38;12
PO004283;30/06/2024;P00524;97;S043;226.03;14
PO004284;05/09/2024;P00537;44;S042;83.1;12
PO004285;16/02/2024;P00072;29;S045;231.19;4
PO004286;14/09/2024;P00006;79;S038;111.38;9
PO004287;28/06/2024;P00509;57;S040;292.42;8
PO004288;13/07/2024;P00320;81;S001;129.76;9
PO004289;18/04/2024;P00066;33;S034;197.55;11
PO004290;21/02/2024;P00609;21;S002;29.87;9
PO004291;26/03/2024;P00250;82;S037;150.32;10
PO004292;12/04/2024;P00502;67;S047;243.92;11
PO004293;11/10/2024;P00590;59;S048;283.66;12
PO004294;20/11/2024;P00968;45;S045;111.18;9
PO004295;23/04/2024;P00775;68;S026;149.32;9
PO004296;01/04/2024;P00800;27;S007;39.05;13
PO004297;02/09/2024;P00692;60;S030;116.11;13
PO004298;03/04/2024;P00482;36;S027;174.22;14
PO004299;29/12/2024;P00219;69;S020;166.12;4
PO004300;05/08/2024;P00673;24;S047;196.94;4
PO004301;04/11/2024;P00305;78;S040;258.72;14
PO004302;02/10/2024;P00473;17;S031;149.82;7
PO004303;25/11/2024;P00540;52;S034;284.28;4
PO004304;04/10/2024;P00862;36;S047;218.1;3
PO004305;29/01/2024;P00421;83;S046;119.37;11
PO004306;28/07/2024;P00350;51;S036;10.38;5
PO004307;23/10/2024;P00057;18;S042;118.71;13
PO004308;03/01/2024;P00978;20;S026;56.27;9
PO004309;09/02/2024;P00236;15;S027;53.88;8
PO004310;28/03/2024;P00732;30;S017;115.08;6
PO004311;05/09/2024;P00926;42;S021;139.12;10
PO004312;18/08/2024;P00026;42;S037;240.86;8
PO004313;22/07/2024;P00948;92;S033;228.85;12
PO004314;19/10/2024;P00234;62;S003;147.47;13
PO004315;18/12/2024;P00770;97;S006;267.57;3
PO004316;21/07/2024;P00947;84;S040;280.28;14
PO004317;02/08/2024;P00205;40;S013;191.64;14
PO004318;10/10/2024;P00029;69;S049;197.42;9
PO004319;22/10/2024;P00924;94;S042;214.03;9
PO004320;19/02/2024;P00645;58;S013;78.24;6
PO004321;10/05/2024;P00602;58;S012;170.96;7
PO004322;07/09/2024;P00986;47;S009;253.79;5
PO004323;12/04/2024;P00928;20;S031;240.56;10
PO004324;13/07/2024;P00702;28;S003;172.39;6
PO004325;06/06/2024;P00498;96;S002;175.24;5
PO004326;05/04/2024;P00517;78;S027;212.79;6
PO004327;16/02/2024;P00712;95;S037;22.91;10
PO004328;12/02/2024;P00627;44;S005;287.03;10
PO004329;12/11/2024;P00731;32;S023;242.35;10
PO004330;03/08/2024;P00774;81;S023;79.7;5
PO004331;04/12/2024;P00073;51;S047;119.6;5
PO004332;26/08/2024;P00337;16;S043;131.82;8
PO004333;19/03/2024;P00323;27;S010;163.9;4
PO004334;24/10/2024;P00727;49;S034;272.2;2
PO004335;13/09/2024;P00776;70;S029;70.86;3
PO004336;06/12/2024;P00617;46;S019;127.49;9
PO004337;29/12/2024;P00403;80;S040;154.28;6
PO004338;25/01/2024;P00272;37;S008;145.07;7
PO004339;25/04/2024;P00117;24;S029;119.53;2
PO004340;17/05/2024;P00483;89;S028;141.99;11
PO004341;26/04/2024;P00108;33;S027;232.81;8
PO004342;13/02/2024;P00334;68;S029;193.92;3
PO004343;30/12/2024;P00251;62;S010;242.09;2
PO004344;10/01/2024;P00803;29;S001;10.95;2
PO004345;10/04/2024;P00266;70;S044;153.4;11
PO004346;25/11/2024;P00238;43;S006;20.77;14
PO004347;03/07/2024;P00330;37;S014;155.66;5
PO004348;04/04/2024;P00442;54;S037;196.33;2
PO004349;19/09/2024;P00310;35;S013;65.2;13
PO004350;18/04/2024;P00055;37;S023;209.17;3
PO004351;26/11/2024;P00877;86;S016;186.37;10
PO004352;22/04/2024;P00998;50;S021;179.66;9
PO004353;22/12/2024;P00695;91;S024;195.45;3
PO004354;05/10/2024;P00265;38;S039;102.93;5
PO004355;06/12/2024;P00334;51;S039;173.64;2
PO004356;27/08/2024;P00892;42;S042;69.92;14
PO004357;20/05/2024;P00440;50;S020;252.32;13
PO004358;10/05/2024;P00531;32;S047;175.9;5
PO004359;28/08/2024;P00374;18;S041;198.12;10
PO004360;24/10/2024;P00441;90;S003;85.84;2
PO004361;25/05/2024;P00371;82;S029;22.19;2
PO004362;29/03/2024;P00866;85;S004;76.69;2
PO004363;11/04/2024;P00051;15;S010;96.56;14
PO004364;20/03/2024;P00954;14;S037;263.07;7
PO004365;28/09/2024;P00229;29;S012;283.33;10
PO004366;04/01/2024;P00613;26;S044;85.78;4
PO004367;01/05/2024;P00523;50;S034;95.88;9
PO004368;19/04/2024;P00421;21;S032;216.64;13
PO004369;15/10/2024;P00558;40;S004;101.72;7
PO004370;06/01/2024;P00128;10;S012;64.68;9
PO004371;26/10/2024;P00395;51;S048;159.55;10
PO004372;18/05/2024;P00135;27;S037;134.74;14
PO004373;15/06/2024;P00298;64;S028;18.88;12
PO004374;02/04/2024;P00979;87;S038;170.01;6
PO004375;13/12/2024;P00207;52;S003;178.35;2
PO004376;13/06/2024;P00590;33;S038;83.0;14
PO004377;04/05/2024;P00207;65;S042;178.36;2
PO004378;13/06/2024;P00822;69;S022;76.57;8
PO004379;13/02/2024;P00824;27;S032;134.76;5
PO004380;25/08/2024;P00064;58;S031;276.6;13
PO004381;04/11/2024;P00315;64;S023;20.81;8
PO004382;04/02/2024;P00753;78;S039;297.01;4
PO004383;28/11/2024;P00567;82;S016;58.62;3
PO004384;30/08/2024;P00141;42;S012;30.57;11
PO004385;28/02/2024;P00819;58;S022;202.69;4
PO004386;10/04/2024;P00829;63;S010;109.09;13
PO004387;22/09/2024;P00796;13;S020;252.2;8
PO004388;16/09/2024;P00435;68;S022;211.99;3
PO004389;20/01/2024;P00499;29;S019;59.82;4
PO004390;30/05/2024;P00468;95;S025;183.62;9
PO004391;26/03/2024;P00768;23;S050;266.6;11
PO004392;20/01/2024;P00583;61;S010;63.58;14
PO004393;31/05/2024;P00440;52;S015;58.38;14
PO004394;21/11/2024;P00739;44;S003;209.37;11
PO004395;30/10/2024;P00481;35;S032;282.93;11
PO004396;13/11/2024;P00659;93;S030;278.48;7
PO004397;21/07/2024;P00317;18;S009;28.24;8
PO004398;28/11/2024;P00359;87;S030;157.04;10
PO004399;21/07/2024;P00944;35;S016;65.9;12
PO004400;17/07/2024;P00350;53;S041;184.54;13
PO004401;08/07/2024;P00502;64;S034;196.38;2
PO004402;06/10/2024;P00908;17;S005;120.43;10
PO004403;26/01/2024;P00301;26;S007;26.69;5
PO004404;28/11/2024;P00622;44;S046;146.5;4
PO004405;11/11/2024;P00956;95;S015;133.04;12
PO004406;27/11/2024;P00143;36;S026;214.29;11
PO004407;31/12/2024;P00632;31;S039;153.58;3
PO004408;14/09/2024;P00856;45;S037;184.55;5
PO004409;04/05/2024;P00633;50;S037;149.16;2
PO004410;14/11/2024;P00010;95;S030;89.63;4
PO004411;01/11/2024;P00411;91;S006;134.04;11
PO004412;29/11/2024;P00836;53;S017;276.42;5
PO004413;22/09/2024;P00292;15;S036;98.63;6
PO004414;20/12/2024;P00865;21;S025;181.72;6
PO004415;09/11/2024;P00971;35;S024;28.64;11
PO004416;20/05/2024;P00217;26;S042;89.05;5
PO004417;04/04/2024;P00033;74;S049;40.29;9
PO004418;02/11/2024;P00927;79;S049;174.24;12
PO004419;02/09/2024;P00904;66;S033;227.24;6
PO004420;10/12/2024;P00171;59;S032;121.49;5
PO004421;08/05/2024;P00137;55;S029;133.85;13
PO004422;23/10/2024;P00526;93;S029;196.69;3
PO004423;10/12/2024;P00351;60;S015;26.29;14
PO004424;15/04/2024;P00424;83;S025;210.81;12
PO004425;11/12/2024;P00032;57;S047;58.81;9
PO004426;24/09/2024;P00218;36;S013;105.94;11
PO004427;04/03/2024;P00605;96;S029;198.66;9
PO004428;28/01/2024;P00738;92;S027;110.44;11
PO004429;21/12/2024;P00154;28;S044;255.19;11
PO004430;01/06/2024;P00286;95;S014;121.99;2
PO004431;18/05/2024;P00723;84;S046;247.78;5
PO004432;05/07/2024;P00807;30;S013;287.87;5
PO004433;29/01/2024;P00722;92;S030;194.18;5
PO004434;22/12/2024;P00237;39;S014;131.99;4
PO004435;05/12/2024;P00589;18;S042;16.46;7
PO004436;22/05/2024;P00835;74;S029;266.86;8
PO004437;01/03/2024;P00186;71;S009;278.45;4
PO004438;14/01/2024;P00139;80;S046;116.13;13
PO004439;13/01/2024;P00511;19;S006;83.91;10
PO004440;24/06/2024;P00278;25;S020;236.18;6
PO004441;28/10/2024;P00438;14;S018;228.18;6
PO004442;28/07/2024;P00426;31;S019;84.16;10
PO004443;21/09/2024;P00184;91;S037;24.09;2
PO004444;27/10/2024;P00440;88;S039;117.53;9
PO004445;11/12/2024;P00158;52;S004;12.36;10
PO004446;22/09/2024;P00071;49;S041;291.64;14
PO004447;31/12/2024;P00420;75;S023;110.05;8
PO004448;01/08/2024;P00615;17;S039;53.83;3
PO004449;15/03/2024;P00033;14;S013;293.19;2
PO004450;24/01/2024;P00271;23;S046;228.0;14
PO004451;13/07/2024;P00762;46;S005;56.25;7
PO004452;08/04/2024;P00910;19;S012;61.87;8
PO004453;21/07/2024;P00540;18;S023;288.73;13
PO004454;13/07/2024;P00481;15;S034;175.87;4
PO004455;26/11/2024;P00287;53;S004;282.13;4
PO004456;25/02/2024;P00420;47;S040;74.32;7
PO004457;02/12/2024;P00647;41;S018;109.01;11
PO004458;03/03/2024;P00629;28;S023;286.02;7
PO004459;03/12/2024;P00628;26;S036;79.36;9
PO004460;29/05/2024;P00563;33;S049;120.27;10
PO004461;26/08/2024;P00848;40;S031;50.5;7
PO004462;07/12/2024;P00289;92;S035;206.51;3
PO004463;23/10/2024;P00787;26;S010;67.09;12
PO004464;05/01/2024;P00215;46;S017;176.9;8
PO004465;27/12/2024;P00210;83;S037;271.42;9
PO004466;22/06/2024;P00944;39;S050;17.8;5
PO004467;28/12/2024;P00242;46;S006;245.14;4
PO004468;15/09/2024;P00187;21;S042;64.21;12
PO004469;05/10/2024;P00870;31;S014;108.98;4
PO004470;10/03/2024;P00987;23;S029;269.28;9
PO004471;18/05/2024;P00053;64;S021;104.8;11
PO004472;08/03/2024;P00265;79;S030;202.62;6
PO004473;09/01/2024;P00735;63;S040;282.31;4
PO004474;06/11/2024;P00637;98;S012;150.89;8
PO004475;24/12/2024;P00977;78;S001;71.18;11
PO004476;04/11/2024;P00143;59;S041;231.68;11
PO004477;02/10/2024;P00747;78;S044;168.0;14
PO004478;07/08/2024;P00909;26;S003;62.48;13
PO004479;28/01/2024;P00691;73;S041;27.07;6
PO004480;24/02/2024;P00762;44;S015;256.84;7
PO004481;08/10/2024;P00444;27;S005;294.43;9
PO004482;29/07/2024;P00889;77;S020;146.42;10
PO004483;11/12/2024;P00836;37;S026;276.44;2
PO004484;03/03/2024;P00732;81;S027;67.61;3
PO004485;05/07/2024;P00344;52;S009;87.45;13
PO004486;02/10/2024;P00988;56;S028;97.93;6
PO004487;30/12/2024;P00720;62;S043;184.19;13
PO004488;21/09/2024;P00080;54;S033;236.43;8
PO004489;16/11/2024;P00143;52;S016;34.97;9
PO004490;14/11/2024;P00981;56;S050;38.55;2
PO004491;20/07/2024;P00814;69;S002;70.48;5
PO004492;11/08/2024;P00574;57;S026;11.99;7
PO004493;29/12/2024;P00647;31;S022;236.19;12
PO004494;30/07/2024;P00136;36;S002;296.61;4
PO004495;30/06/2024;P00815;67;S007;258.93;4
PO004496;26/01/2024;P00372;32;S033;142.11;10
PO004497;08/12/2024;P00229;31;S016;93.68;8
PO004498;26/09/2024;P00050;34;S044;228.96;5
PO004499;06/01/2024;P00001;61;S022;153.82;5
PO004500;19/01/2024;P00518;21;S013;130.02;12
PO004501;04/07/2024;P00055;18;S030;156.17;14
PO004502;31/12/2024;P00107;57;S017;144.92;13
PO004503;20/05/2024;P00703;32;S042;248.73;2
PO004504;03/03/2024;P00147;11;S033;251.75;6
PO004505;23/12/2024;P00526;99;S022;237.42;8
PO004506;04/08/2024;P00436;14;S050;135.2;3
PO004507;11/06/2024;P00522;30;S013;19.74;10
PO004508;22/10/2024;P00440;70;S044;94.29;7
PO004509;29/03/2024;P00538;90;S039;132.01;9
PO004510;05/08/2024;P00464;91;S010;233.54;12
PO004511;28/09/2024;P00183;54;S017;118.76;7
PO004512;14/08/2024;P00150;34;S024;250.48;10
PO004513;01/08/2024;P00099;41;S050;56.84;5
PO004514;03/05/2024;P00663;59;S035;12.78;11
PO004515;09/06/2024;P00164;52;S042;264.17;7
PO004516;09/10/2024;P00633;29;S002;94.97;2
PO004517;28/09/2024;P00806;67;S030;296.11;10
PO004518;09/01/2024;P00968;38;S038;101.05;6
PO004519;21/11/2024;P00034;35;S012;132.75;2
PO004520;01/03/2024;P00534;94;S025;220.92;14
PO004521;10/06/2024;P00139;53;S011;178.86;3
PO004522;17/07/2024;P00659;44;S038;161.72;9
PO004523;17/05/2024;P00772;32;S043;248.72;8
PO004524;27/07/2024;P00234;19;S045;91.47;7
PO004525;04/08/2024;P00962;15;S047;124.23;6
PO004526;17/11/2024;P00110;22;S037;43.29;3
PO004527;18/01/2024;P00544;86;S017;10.21;6
PO004528;26/08/2024;P00975;92;S035;288.98;9
PO004529;20/04/2024;P00834;46;S005;195.3;6
PO004530;01/10/2024;P00638;92;S028;52.21;13
PO004531;02/11/2024;P00602;86;S041;281.57;11
PO004532;12/03/2024;P00236;10;S034;20.72;13
PO004533;25/01/2024;P00505;88;S040;71.12;2
PO004534;28/03/2024;P00710;27;S020;248.48;8
PO004535;17/10/2024;P00740;72;S041;24.72;12
PO004536;25/10/2024;P00162;26;S009;190.95;5
PO004537;31/10/2024;P00813;72;S015;79.47;4
PO004538;18/09/2024;P00596;86;S002;22.0;5
PO004539;24/03/2024;P00216;25;S015;275.09;6
PO004540;08/04/2024;P00421;51;S015;294.79;7
PO004541;01/04/2024;P00721;45;S020;271.01;12
PO004542;27/03/2024;P00390;87;S018;189.5;4
PO004543;08/06/2024;P00686;32;S028;254.9;8
PO004544;02/05/2024;P00557;18;S031;180.33;8
PO004545;24/06/2024;P00990;29;S035;279.74;11
PO004546;03/10/2024;P00607;24;S049;297.22;5
PO004547;08/10/2024;P00567;12;S004;126.31;8
PO004548;16/12/2024;P00940;37;S017;108.9;9
PO004549;03/10/2024;P00459;65;S049;297.24;4
PO004550;12/10/2024;P00548;34;S003;169.7;14
PO004551;19/03/2024;P00937;58;S033;274.12;5
PO004552;09/07/2024;P00756;64;S026;65.14;2
PO004553;24/07/2024;P00666;58;S003;275.73;4
PO004554;04/07/2024;P00906;53;S019;262.86;10
PO004555;01/01/2024;P00609;68;S040;52.25;14
PO004556;31/08/2024;P00260;65;S027;267.95;8
PO004557;02/10/2024;P00366;52;S040;158.66;9
PO004558;07/09/2024;P00869;85;S036;36.41;2
PO004559;26/10/2024;P00542;77;S050;192.75;14
PO004560;25/09/2024;P00591;14;S027;135.19;6
PO004561;09/04/2024;P00594;25;S042;42.44;8
PO004562;02/08/2024;P00482;50;S044;280.57;12
PO004563;01/11/2024;P00169;65;S041;134.8;6
PO004564;27/06/2024;P00733;55;S029;141.36;13
PO004565;31/01/2024;P00420;16;S043;115.15;14
PO004566;30/04/2024;P00060;83;S009;294.77;11
PO004567;25/12/2024;P00165;74;S009;216.89;5
PO004568;28/04/2024;P00932;46;S045;180.89;4
PO004569;15/04/2024;P00952;92;S027;187.08;4
PO004570;09/03/2024;P00282;43;S047;39.18;9
