id_commande;date_commande;id_produit;quantité;entrepôt;statut
O020454;14/01/2024;P00156;5;Marseille;Livré
O020455;24/12/2024;P00214;5;Paris;Expédié
O020456;30/08/2024;P00666;8;Paris;Livré
O020457;24/05/2024;P00083;6;Lyon;Livré
O020458;21/11/2024;P00405;3;Lyon;Livré
O020459;12/04/2024;P00613;4;Lyon;En attente
O020460;04/08/2024;P00010;4;Lyon;Livré
O020461;23/12/2024;P00848;6;Marseille;Expédié
O020462;04/03/2024;P00280;9;Paris;En attente
O020463;06/06/2024;P00281;8;Paris;Expédié
O020464;10/06/2024;P00692;7;Paris;Livré
O020465;18/01/2024;P00090;9;Paris;Livré
O020466;03/08/2024;P00129;9;Marseille;Livré
O020467;14/11/2024;P00309;6;Marseille;Livré
O020468;18/02/2024;P00964;9;Paris;Livré
O020469;25/02/2024;P00485;8;Paris;Livré
O020470;12/12/2024;P00107;3;Lyon;Livré
O020471;27/02/2024;P00974;6;Lyon;Livré
O020472;03/06/2024;P00505;4;Paris;Livré
O020473;24/02/2024;P00792;3;Marseille;Livré
O020474;06/12/2024;P00283;5;Paris;Expédié
O020475;19/01/2024;P00107;8;Marseille;Livré
O020476;30/05/2024;P00155;7;Lyon;Expédié
O020477;24/12/2024;P00856;7;Lyon;Livré
O020478;17/04/2024;P00232;2;Marseille;Expédié
O020479;16/02/2024;P00449;7;Marseille;Livré
O020480;25/07/2024;P00380;1;Marseille;Expédié
O020481;28/12/2024;P00807;6;Paris;Expédié
O020482;05/12/2024;P00333;7;Lyon;Expédié
O020483;07/05/2024;P00596;2;Marseille;Expédié
O020484;03/07/2024;P00870;8;Paris;Livré
O020485;27/02/2024;P00932;8;Marseille;Livré
O020486;22/05/2024;P00076;6;Lyon;Expédié
O020487;06/04/2024;P00965;7;Paris;Expédié
O020488;16/02/2024;P00261;5;Marseille;Expédié
O020489;09/07/2024;P00337;5;Marseille;Livré
O020490;19/05/2024;P00230;8;Marseille;Expédié
O020491;12/04/2024;P00906;2;Paris;Expédié
O020492;18/08/2024;P00784;4;Paris;Expédié
O020493;05/12/2024;P00984;7;Marseille;Expédié
O020494;18/02/2024;P00221;8;Paris;Livré
O020495;21/04/2024;P00693;4;Lyon;Livré
O020496;11/11/2024;P00398;6;Lyon;Livré
O020497;17/11/2024;P00714;3;Lyon;Expédié
O020498;27/03/2024;P00797;7;Paris;Livré
O020499;08/10/2024;P00412;2;Marseille;Livré
O020500;22/11/2024;P00630;1;Paris;En attente
O020501;08/09/2024;P00629;5;Lyon;Expédié
O020502;14/03/2024;P00401;4;Paris;Livré
O020503;16/02/2024;P00709;5;Lyon;Livré
O020504;16/03/2024;P00706;9;Lyon;Expédié
O020505;05/04/2024;P00804;1;Paris;Expédié
O020506;31/01/2024;P00498;8;Paris;En attente
O020507;22/01/2024;P00616;3;Lyon;Livré
O020508;17/01/2024;P00174;7;Lyon;Livré
O020509;30/07/2024;P00301;3;Marseille;En attente
O020510;27/05/2024;P00103;5;Paris;En attente
O020511;22/08/2024;P00521;7;Marseille;Livré
O020512;19/12/2024;P00164;6;Lyon;Livré
O020513;31/10/2024;P00005;2;Paris;Expédié
O020514;27/03/2024;P00847;3;Lyon;En attente
O020515;07/02/2024;P00841;9;Paris;Livré
O020516;22/02/2024;P00601;6;Lyon;Livré
O020517;28/01/2024;P00178;2;Lyon;Livré
O020518;17/03/2024;P00796;5;Marseille;Livré
O020519;18/07/2024;P00027;9;Marseille;Livré
O020520;21/06/2024;P00878;4;Lyon;Expédié
O020521;30/09/2024;P00687;2;Marseille;En attente
O020522;19/02/2024;P00161;2;Paris;Expédié
O020523;10/12/2024;P00115;4;Paris;Livré
O020524;25/06/2024;P00378;7;Marseille;Livré
O020525;27/10/2024;P00097;5;Lyon;En attente
O020526;14/08/2024;P00678;7;Lyon;Expédié
O020527;06/05/2024;P00136;4;Lyon;Expédié
O020528;14/12/2024;P00388;1;Paris;Livré
O020529;21/01/2024;P00880;4;Lyon;Livré
O020530;17/07/2024;P00164;5;Lyon;Expédié
O020531;07/07/2024;P00875;6;Lyon;Livré
O020532;27/11/2024;P00415;4;Lyon;Livré
O020533;31/05/2024;P00714;7;Marseille;Expédié
O020534;08/06/2024;P00945;4;Marseille;Expédié
O020535;12/12/2024;P00681;4;Paris;Livré
O020536;05/04/2024;P00136;6;Paris;Livré
O020537;17/12/2024;P00158;1;Paris;Annulé
O020538;15/03/2024;P00398;9;Paris;Livré
O020539;31/12/2024;P00813;6;Paris;En attente
O020540;22/03/2024;P00739;4;Paris;Expédié
O020541;07/05/2024;P00366;4;Lyon;Expédié
O020542;24/12/2024;P00302;9;Marseille;Livré
O020543;12/05/2024;P00963;9;Lyon;Livré
O020544;18/05/2024;P00349;6;Paris;En attente
O020545;02/09/2024;P00784;5;Paris;Livré
O020546;17/10/2024;P00394;1;Paris;Livré
O020547;21/04/2024;P00324;9;Marseille;Livré
O020548;21/07/2024;P00948;6;Lyon;Livré
O020549;18/06/2024;P00050;9;Marseille;Livré
O020550;27/03/2024;P00324;2;Marseille;Livré
O020551;28/04/2024;P00514;8;Paris;Livré
O020552;07/04/2024;P00843;7;Paris;Livré
O020553;27/08/2024;P00463;1;Paris;Livré
O020554;02/12/2024;P00075;6;Marseille;Livré
O020555;17/05/2024;P00759;8;Lyon;En attente
O020556;22/03/2024;P00501;1;Paris;Expédié
O020557;23/08/2024;P00727;3;Marseille;Livré
O020558;15/05/2024;P00742;1;Paris;Livré
O020559;08/10/2024;P00754;4;Lyon;Livré
O020560;03/01/2024;P00990;4;Lyon;Livré
O020561;28/02/2024;P00188;6;Lyon;Livré
O020562;25/04/2024;P00946;6;Marseille;Livré
O020563;10/05/2024;P00129;2;Lyon;Livré
O020564;19/07/2024;P00493;7;Paris;Annulé
O020565;18/10/2024;P00097;7;Paris;Expédié
O020566;07/12/2024;P00365;6;Marseille;En attente
O020567;07/04/2024;P00501;9;Lyon;Livré
O020568;03/08/2024;P00165;4;Lyon;Expédié
O020569;03/05/2024;P00919;8;Paris;Expédié
O020570;13/03/2024;P00177;2;Paris;Livré
O020571;31/12/2024;P00629;4;Lyon;Livré
O020572;09/05/2024;P00722;7;Marseille;Livré
O020573;27/01/2024;P00970;7;Marseille;Livré
O020574;13/06/2024;P00960;4;Marseille;En attente
O020575;08/03/2024;P00273;9;Lyon;Livré
O020576;14/01/2024;P00327;2;Lyon;En attente
O020577;07/04/2024;P00399;6;Lyon;Annulé
O020578;05/10/2024;P00563;3;Marseille;Livré
O020579;03/09/2024;P00411;2;Lyon;Livré
O020580;21/04/2024;P00777;1;Lyon;En attente
O020581;25/07/2024;P00064;8;Lyon;Livré
O020582;17/12/2024;P00447;2;Lyon;Expédié
O020583;29/11/2024;P00341;4;Paris;Livré
O020584;20/08/2024;P00949;3;Marseille;Expédié
O020585;01/03/2024;P00229;8;Paris;Livré
O020586;25/03/2024;P00505;7;Marseille;Expédié
O020587;01/07/2024;P00861;4;Marseille;Livré
O020588;26/08/2024;P00810;6;Lyon;Livré
O020589;06/09/2024;P00749;5;Paris;Livré
O020590;11/03/2024;P00737;2;Lyon;Livré
O020591;15/08/2024;P00629;7;Paris;Expédié
O020592;25/03/2024;P00250;9;Marseille;Livré
O020593;01/11/2024;P00070;8;Marseille;En attente
O020594;27/09/2024;P00512;7;Paris;Livré
O020595;16/10/2024;P00345;6;Marseille;Livré
O020596;23/08/2024;P00547;2;Paris;Livré
O020597;17/10/2024;P00273;6;Marseille;Expédié
O020598;08/02/2024;P00556;1;Marseille;Livré
O020599;24/07/2024;P00987;6;Lyon;Livré
O020600;01/07/2024;P00939;7;Paris;Annulé
O020601;05/07/2024;P00872;4;Paris;Livré
O020602;12/05/2024;P00345;7;Paris;Livré
O020603;30/01/2024;P00460;9;Marseille;Expédié
O020604;11/09/2024;P00107;1;Marseille;Livré
O020605;22/05/2024;P00886;4;Lyon;Livré
O020606;12/04/2024;P00741;4;Marseille;Livré
O020607;14/03/2024;P00764;4;Lyon;Annulé
O020608;24/02/2024;P00488;1;Marseille;Livré
O020609;23/08/2024;P00044;7;Marseille;Annulé
O020610;29/02/2024;P00502;8;Marseille;Livré
O020611;24/01/2024;P00934;7;Lyon;Livré
O020612;22/01/2024;P00425;2;Marseille;Livré
O020613;01/02/2024;P00921;4;Lyon;Livré
O020614;16/12/2024;P00049;2;Paris;Expédié
O020615;04/12/2024;P00060;7;Lyon;Livré
O020616;03/01/2024;P00258;4;Paris;Livré
O020617;10/03/2024;P00577;7;Marseille;En attente
O020618;08/06/2024;P00114;6;Paris;Livré
O020619;28/03/2024;P00771;3;Lyon;Livré
O020620;30/12/2024;P00349;9;Paris;Livré
O020621;28/02/2024;P00398;8;Marseille;Livré
O020622;08/09/2024;P00941;7;Paris;Livré
O020623;06/08/2024;P00674;3;Lyon;Livré
O020624;19/07/2024;P00470;5;Paris;Livré
O020625;17/03/2024;P00676;8;Marseille;Expédié
O020626;11/09/2024;P00015;2;Lyon;Livré
O020627;03/09/2024;P00549;4;Lyon;En attente
O020628;26/09/2024;P00138;5;Lyon;Livré
O020629;02/11/2024;P00265;2;Marseille;Expédié
O020630;18/05/2024;P00818;6;Marseille;En attente
O020631;18/03/2024;P00931;7;Paris;Expédié
O020632;20/03/2024;P00558;8;Lyon;Livré
O020633;10/01/2024;P00618;4;Lyon;Livré
O020634;01/12/2024;P00081;5;Lyon;Livré
O020635;03/05/2024;P00303;3;Marseille;Livré
O020636;04/07/2024;P00274;5;Lyon;Livré
O020637;03/02/2024;P00113;6;Paris;Livré
O020638;30/04/2024;P00409;4;Marseille;Livré
O020639;20/03/2024;P00931;6;Lyon;Livré
O020640;24/07/2024;P00720;9;Paris;Livré
O020641;22/02/2024;P00819;4;Paris;Expédié
O020642;04/06/2024;P00365;7;Lyon;Livré
O020643;30/09/2024;P00241;8;Marseille;Livré
O020644;23/12/2024;P00089;3;Marseille;Expédié
O020645;14/05/2024;P00695;7;Marseille;Livré
O020646;07/04/2024;P00272;9;Marseille;Expédié
O020647;28/08/2024;P00255;1;Lyon;Livré
O020648;14/02/2024;P00489;1;Marseille;Expédié
O020649;17/07/2024;P00856;7;Lyon;Livré
O020650;17/10/2024;P00245;2;Marseille;Livré
O020651;23/04/2024;P00780;8;Marseille;Expédié
O020652;03/10/2024;P00099;6;Marseille;En attente
O020653;28/08/2024;P00571;2;Marseille;Livré
O020654;04/06/2024;P00073;4;Marseille;Livré
O020655;17/12/2024;P00624;7;Lyon;Livré
O020656;13/02/2024;P00677;8;Marseille;Expédié
O020657;20/03/2024;P00288;5;Paris;En attente
O020658;07/11/2024;P00953;2;Marseille;Livré
O020659;17/05/2024;P00211;2;Paris;Livré
O020660;30/05/2024;P00534;4;Paris;Expédié
O020661;29/08/2024;P00941;3;Paris;Livré
O020662;22/05/2024;P00866;7;Paris;Livré
O020663;06/11/2024;P00083;5;Lyon;Expédié
O020664;25/10/2024;P00242;5;Paris;Livré
O020665;19/02/2024;P00012;8;Lyon;Expédié
O020666;18/09/2024;P00978;1;Paris;Livré
O020667;09/06/2024;P00517;6;Paris;Livré
O020668;02/03/2024;P00794;6;Lyon;Livré
O020669;24/02/2024;P00116;4;Paris;Livré
O020670;31/01/2024;P00347;7;Marseille;Livré
O020671;25/11/2024;P00020;9;Lyon;Livré
O020672;16/10/2024;P00701;9;Marseille;Livré
O020673;17/06/2024;P00136;8;Paris;Livré
O020674;22/09/2024;P00446;1;Marseille;Expédié
O020675;03/11/2024;P00438;9;Marseille;Livré
O020676;03/07/2024;P00848;4;Marseille;Annulé
O020677;29/11/2024;P00570;3;Marseille;Livré
O020678;03/01/2024;P00962;2;Marseille;Livré
O020679;09/06/2024;P00173;4;Lyon;Livré
O020680;16/09/2024;P00705;7;Lyon;Livré
O020681;17/02/2024;P00517;1;Marseille;Livré
O020682;10/09/2024;P00159;2;Marseille;Livré
O020683;14/03/2024;P00791;1;Marseille;En attente
O020684;30/11/2024;P00405;6;Lyon;Livré
O020685;14/06/2024;P00512;7;Marseille;Expédié
O020686;16/09/2024;P00652;8;Marseille;Expédié
O020687;04/01/2024;P00004;2;Lyon;Livré
O020688;28/04/2024;P00805;1;Marseille;Expédié
O020689;29/09/2024;P00587;2;Paris;Livré
O020690;13/08/2024;P00746;8;Marseille;Livré
O020691;17/12/2024;P00104;5;Marseille;Livré
O020692;10/03/2024;P00373;6;Marseille;Livré
O020693;30/06/2024;P00649;4;Lyon;Livré
O020694;18/12/2024;P00282;3;Marseille;Livré
O020695;20/09/2024;P00743;9;Marseille;Expédié
O020696;29/06/2024;P00283;5;Marseille;Livré
O020697;05/01/2024;P00477;7;Paris;Expédié
O020698;15/07/2024;P00750;7;Lyon;En attente
O020699;16/02/2024;P00235;7;Marseille;Livré
O020700;09/02/2024;P00702;8;Paris;En attente
O020701;01/05/2024;P00178;3;Lyon;En attente
O020702;14/05/2024;P00857;1;Lyon;Livré
O020703;19/05/2024;P00338;4;Lyon;Expédié
O020704;15/12/2024;P00502;1;Lyon;Expédié
O020705;01/06/2024;P00222;4;Paris;En attente
O020706;28/01/2024;P00456;2;Lyon;Expédié
O020707;17/03/2024;P00898;8;Paris;Expédié
O020708;23/06/2024;P00726;6;Lyon;Livré
O020709;18/02/2024;P00725;5;Marseille;Livré
O020710;07/12/2024;P00895;2;Marseille;Livré
O020711;05/11/2024;P00359;3;Paris;Expédié
O020712;30/09/2024;P00410;9;Paris;Livré
O020713;27/01/2024;P00605;5;Marseille;Livré
O020714;23/11/2024;P00965;2;Marseille;Livré
O020715;08/08/2024;P00558;1;Lyon;Expédié
O020716;01/05/2024;P00462;5;Paris;Expédié
O020717;26/12/2024;P00767;3;Paris;Expédié
O020718;09/03/2024;P00191;5;Marseille;Expédié
O020719;11/03/2024;P00995;8;Paris;Livré
O020720;29/05/2024;P00838;4;Marseille;Livré
O020721;05/07/2024;P00919;6;Marseille;Livré
O020722;02/09/2024;P00145;8;Marseille;Livré
O020723;14/07/2024;P00344;3;Lyon;Livré
O020724;01/02/2024;P00616;8;Marseille;Annulé
O020725;18/04/2024;P00576;1;Paris;Expédié
O020726;18/12/2024;P00157;4;Marseille;Livré
O020727;01/01/2024;P00308;6;Lyon;Livré
O020728;30/06/2024;P00894;4;Lyon;Expédié
O020729;22/06/2024;P00862;7;Paris;Expédié
O020730;17/06/2024;P00128;4;Lyon;Expédié
O020731;04/09/2024;P00024;6;Lyon;En attente
O020732;17/04/2024;P00931;4;Lyon;Livré
O020733;23/10/2024;P00125;6;Paris;En attente
O020734;20/09/2024;P00175;8;Paris;Expédié
O020735;30/01/2024;P00101;2;Paris;Livré
O020736;28/10/2024;P00051;5;Lyon;En attente
O020737;26/12/2024;P00258;7;Marseille;Expédié
O020738;17/12/2024;P00661;5;Paris;Livré
O020739;12/11/2024;P00168;7;Lyon;Annulé
O020740;12/08/2024;P00105;3;Marseille;Livré
O020741;29/03/2024;P00581;4;Marseille;Livré
O020742;21/08/2024;P00035;5;Paris;Livré
O020743;16/06/2024;P00428;3;Marseille;Expédié
O020744;18/08/2024;P00675;6;Marseille;Expédié
O020745;05/05/2024;P00339;7;Lyon;En attente
O020746;01/03/2024;P00720;6;Lyon;Expédié
O020747;29/04/2024;P00153;6;Lyon;Expédié
O020748;08/07/2024;P00506;5;Lyon;Annulé
O020749;30/04/2024;P00080;6;Marseille;Livré
O020750;17/02/2024;P00031;6;Marseille;Annulé
O020751;20/07/2024;P00225;8;Marseille;Livré
O020752;28/02/2024;P00767;1;Marseille;Livré
O020753;03/07/2024;P00209;2;Marseille;Livré
O020754;10/08/2024;P00981;6;Paris;Livré
O020755;11/01/2024;P00180;6;Marseille;Livré
O020756;07/10/2024;P00419;7;Marseille;En attente
O020757;07/07/2024;P00497;1;Marseille;Livré
O020758;28/10/2024;P00919;6;Lyon;Expédié
O020759;05/11/2024;P00305;8;Paris;Livré
O020760;24/08/2024;P00656;3;Marseille;Expédié
O020761;03/02/2024;P00742;4;Lyon;Expédié
O020762;05/12/2024;P00314;1;Marseille;Livré
O020763;14/05/2024;P00818;3;Marseille;Livré
O020764;02/03/2024;P00334;7;Marseille;Annulé
O020765;08/11/2024;P00064;9;Paris;Livré
O020766;14/08/2024;P00308;2;Paris;En attente
O020767;02/04/2024;P00040;6;Lyon;Livré
O020768;25/04/2024;P00243;7;Lyon;Expédié
O020769;27/11/2024;P00361;2;Marseille;Livré
O020770;12/05/2024;P00245;8;Lyon;Livré
O020771;27/11/2024;P00822;2;Marseille;Annulé
O020772;19/10/2024;P00882;5;Lyon;Livré
O020773;11/07/2024;P00609;6;Paris;Livré
O020774;30/01/2024;P00981;1;Marseille;Expédié
O020775;24/10/2024;P00145;7;Lyon;Livré
O020776;01/03/2024;P00900;6;Paris;Livré
O020777;30/10/2024;P00976;4;Marseille;Expédié
O020778;05/12/2024;P00568;2;Paris;Livré
O020779;14/12/2024;P00030;6;Marseille;Expédié
O020780;19/11/2024;P00620;9;Lyon;Livré
O020781;28/10/2024;P00930;8;Lyon;Livré
O020782;28/01/2024;P00726;6;Lyon;Expédié
O020783;17/03/2024;P00428;5;Paris;Annulé
O020784;30/04/2024;P00733;7;Paris;Livré
O020785;03/01/2024;P00382;3;Lyon;Annulé
O020786;06/02/2024;P00453;9;Paris;Livré
O020787;26/05/2024;P00961;6;Marseille;Livré
O020788;01/04/2024;P00616;2;Lyon;Livré
O020789;04/12/2024;P00181;5;Marseille;Expédié
O020790;29/09/2024;P00985;9;Marseille;Livré
O020791;27/03/2024;P00498;6;Lyon;Livré
O020792;09/02/2024;P00639;9;Lyon;En attente
O020793;26/06/2024;P00198;1;Marseille;Livré
O020794;24/11/2024;P00343;2;Paris;Expédié
O020795;11/10/2024;P00033;9;Marseille;Annulé
O020796;11/02/2024;P00334;9;Paris;En attente
O020797;11/10/2024;P00234;1;Marseille;Expédié
O020798;06/03/2024;P00548;5;Paris;En attente
O020799;03/05/2024;P00530;6;Paris;Livré
O020800;24/05/2024;P00887;5;Marseille;Expédié
O020801;29/04/2024;P00819;3;Paris;Livré
O020802;18/04/2024;P00953;6;Marseille;Livré
O020803;01/04/2024;P00744;9;Marseille;Expédié
O020804;03/11/2024;P00428;4;Marseille;Livré
O020805;29/02/2024;P00266;2;Marseille;En attente
O020806;15/12/2024;P00295;3;Lyon;Annulé
O020807;14/08/2024;P00440;7;Marseille;Livré
O020808;27/08/2024;P00561;1;Paris;Livré
O020809;30/07/2024;P00570;7;Marseille;En attente
O020810;07/04/2024;P00332;7;Paris;Livré
O020811;14/01/2024;P00870;6;Paris;En attente
O020812;05/08/2024;P00151;2;Paris;Expédié
O020813;18/06/2024;P00647;1;Lyon;En attente
O020814;02/11/2024;P00301;3;Lyon;Livré
O020815;06/10/2024;P00878;9;Marseille;Expédié
O020816;28/12/2024;P00345;5;Paris;Livré
O020817;28/07/2024;P00311;5;Lyon;Expédié
O020818;12/09/2024;P00636;4;Marseille;Expédié
O020819;19/06/2024;P00183;4;Lyon;Livré
O020820;13/03/2024;P00717;7;Paris;Livré
O020821;26/05/2024;P00934;2;Marseille;Livré
O020822;05/12/2024;P00147;7;Marseille;Expédié
O020823;12/11/2024;P00621;4;Lyon;Livré
O020824;15/04/2024;P00150;6;Paris;Livré
O020825;03/04/2024;P00745;1;Paris;Livré
O020826;03/03/2024;P00267;7;Paris;Livré
O020827;02/06/2024;P00490;3;Lyon;Expédié
O020828;11/09/2024;P00131;9;Marseille;Expédié
O020829;16/12/2024;P00147;5;Lyon;Livré
O020830;04/02/2024;P00603;6;Lyon;Expédié
O020831;18/11/2024;P00903;6;Lyon;Livré
O020832;07/11/2024;P00375;7;Lyon;Livré
O020833;22/10/2024;P00485;3;Lyon;Livré
O020834;09/09/2024;P00504;1;Marseille;Livré
O020835;05/06/2024;P00504;1;Marseille;Livré
O020836;13/05/2024;P00219;7;Marseille;Livré
O020837;08/05/2024;P00495;2;Paris;En attente
O020838;06/10/2024;P00546;7;Lyon;Annulé
O020839;23/12/2024;P00011;8;Paris;Livré
O020840;08/09/2024;P00998;1;Lyon;Expédié
O020841;14/05/2024;P00261;5;Marseille;Annulé
O020842;26/11/2024;P00071;2;Paris;Livré
O020843;11/01/2024;P00164;3;Lyon;Expédié
O020844;18/10/2024;P00261;5;Paris;Expédié
O020845;27/05/2024;P00696;5;Marseille;Livré
O020846;14/11/2024;P00645;2;Paris;Expédié
O020847;20/03/2024;P00795;4;Marseille;Expédié
O020848;09/07/2024;P00861;7;Marseille;Annulé
O020849;09/12/2024;P00411;6;Marseille;Livré
O020850;30/01/2024;P00416;3;Marseille;Expédié
O020851;24/12/2024;P00345;4;Lyon;Livré
O020852;16/08/2024;P00234;7;Marseille;Expédié
O020853;24/03/2024;P00882;1;Lyon;Livré
O020854;29/05/2024;P00866;8;Marseille;Livré
O020855;26/12/2024;P00015;8;Marseille;Expédié
O020856;07/07/2024;P00617;3;Lyon;Livré
O020857;21/01/2024;P00354;6;Paris;Livré
O020858;06/02/2024;P00483;2;Paris;En attente
O020859;02/09/2024;P00438;8;Lyon;Livré
O020860;09/10/2024;P00020;8;Lyon;Livré
O020861;11/04/2024;P00760;3;Lyon;Livré
O020862;20/10/2024;P00472;6;Lyon;Livré
O020863;19/08/2024;P00162;1;Paris;Livré
O020864;11/11/2024;P00639;4;Lyon;Expédié
O020865;21/11/2024;P00034;9;Paris;Annulé
O020866;14/10/2024;P00115;7;Lyon;Livré
O020867;01/12/2024;P00430;4;Paris;Livré
O020868;01/09/2024;P00731;3;Lyon;Livré
O020869;25/06/2024;P00754;8;Marseille;Livré
O020870;31/07/2024;P00021;8;Lyon;En attente
O020871;23/12/2024;P00737;6;Marseille;Expédié
O020872;11/04/2024;P00167;7;Paris;En attente
O020873;12/10/2024;P00296;2;Paris;Livré
O020874;22/01/2024;P00172;3;Lyon;Livré
O020875;19/01/2024;P00164;4;Lyon;Livré
O020876;13/10/2024;P00823;6;Lyon;Livré
O020877;02/10/2024;P00217;2;Lyon;Livré
O020878;26/05/2024;P00199;3;Marseille;Livré
O020879;09/02/2024;P00050;8;Lyon;Livré
O020880;15/06/2024;P00498;3;Marseille;Expédié
O020881;31/03/2024;P00442;8;Marseille;Livré
O020882;12/03/2024;P00330;7;Marseille;En attente
O020883;30/12/2024;P00330;9;Marseille;Livré
O020884;09/10/2024;P00294;6;Paris;Expédié
O020885;30/11/2024;P00280;5;Marseille;Livré
O020886;19/05/2024;P00364;2;Lyon;Livré
O020887;26/08/2024;P00970;1;Marseille;Livré
O020888;18/03/2024;P00571;4;Paris;Livré
O020889;17/07/2024;P00173;7;Lyon;Livré
O020890;17/01/2024;P00154;3;Marseille;Livré
O020891;05/08/2024;P00734;5;Lyon;Livré
O020892;16/08/2024;P00731;8;Lyon;Livré
O020893;05/12/2024;P00492;2;Paris;Livré
O020894;17/05/2024;P00595;9;Marseille;Livré
O020895;26/05/2024;P00961;5;Lyon;Livré
O020896;28/07/2024;P00993;5;Marseille;En attente
O020897;06/06/2024;P00267;3;Marseille;En attente
O020898;01/06/2024;P00946;2;Marseille;Expédié
O020899;09/12/2024;P00640;9;Paris;En attente
O020900;25/11/2024;P00698;4;Lyon;En attente
O020901;23/12/2024;P00886;5;Lyon;Livré
O020902;17/12/2024;P00418;3;Marseille;Livré
O020903;11/06/2024;P00742;6;Paris;En attente
O020904;02/11/2024;P00272;5;Lyon;Livré
O020905;10/04/2024;P00443;3;Lyon;Expédié
O020906;22/11/2024;P00513;1;Paris;En attente
O020907;22/11/2024;P00809;3;Lyon;Annulé
O020908;03/06/2024;P00412;3;Marseille;Livré
O020909;10/01/2024;P00015;5;Marseille;En attente
O020910;18/12/2024;P00080;9;Marseille;En attente
O020911;01/07/2024;P00686;4;Lyon;Annulé
O020912;13/05/2024;P00544;2;Marseille;Livré
O020913;06/01/2024;P00551;1;Marseille;Livré
O020914;28/11/2024;P00705;7;Lyon;Livré
O020915;28/11/2024;P00240;9;Paris;Livré
O020916;14/09/2024;P00585;6;Lyon;Livré
O020917;29/07/2024;P00605;9;Marseille;Livré
O020918;20/02/2024;P00089;4;Paris;Expédié
O020919;26/05/2024;P00971;6;Lyon;Annulé
O020920;07/05/2024;P00254;2;Lyon;Livré
O020921;14/09/2024;P00746;5;Paris;En attente
O020922;20/02/2024;P00139;7;Lyon;En attente
O020923;02/06/2024;P00710;6;Paris;Livré
O020924;10/03/2024;P00290;1;Lyon;Livré
O020925;02/10/2024;P00306;3;Marseille;En attente
O020926;05/10/2024;P00172;5;Lyon;Annulé
O020927;05/11/2024;P00526;9;Lyon;En attente
O020928;13/05/2024;P00328;1;Lyon;Livré
O020929;07/08/2024;P00153;9;Paris;Livré
O020930;11/06/2024;P00708;1;Paris;Livré
O020931;15/05/2024;P00178;2;Marseille;Expédié
O020932;26/02/2024;P00607;4;Paris;Livré
O020933;25/06/2024;P00853;6;Lyon;Livré
O020934;24/04/2024;P00749;1;Lyon;Expédié
O020935;28/05/2024;P00416;7;Lyon;Expédié
O020936;28/08/2024;P00311;9;Lyon;Livré
O020937;02/05/2024;P00590;9;Lyon;Livré
O020938;18/10/2024;P00244;9;Paris;En attente
O020939;22/11/2024;P00732;2;Marseille;Livré
O020940;09/03/2024;P00409;2;Marseille;Livré
O020941;09/11/2024;P00220;1;Lyon;Livré
O020942;03/03/2024;P00719;2;Marseille;Expédié
O020943;08/08/2024;P00436;3;Paris;Livré
O020944;16/01/2024;P00184;2;Paris;Expédié
O020945;18/03/2024;P00627;5;Paris;Annulé
O020946;01/05/2024;P00124;4;Lyon;Expédié
O020947;14/09/2024;P00238;7;Marseille;Expédié
O020948;04/08/2024;P00620;7;Lyon;Expédié
O020949;23/04/2024;P00406;7;Marseille;Expédié
O020950;25/05/2024;P00559;5;Lyon;Livré
O020951;24/08/2024;P00198;4;Paris;Expédié
O020952;26/03/2024;P00563;8;Marseille;Livré
O020953;15/06/2024;P00706;4;Marseille;Expédié
O020954;08/05/2024;P00582;5;Lyon;Livré
O020955;13/06/2024;P00887;8;Lyon;En attente
O020956;03/10/2024;P00087;3;Marseille;En attente
O020957;13/09/2024;P00986;7;Paris;Expédié
O020958;11/05/2024;P00075;1;Lyon;Livré
O020959;27/02/2024;P00705;2;Marseille;Livré
O020960;13/09/2024;P00732;2;Marseille;Annulé
O020961;20/05/2024;P00790;5;Marseille;Livré
O020962;22/06/2024;P00937;2;Paris;Livré
O020963;23/06/2024;P00333;4;Paris;Livré
O020964;27/07/2024;P00745;1;Marseille;Livré
O020965;22/07/2024;P00431;6;Marseille;Livré
O020966;07/01/2024;P00956;1;Lyon;Expédié
O020967;20/02/2024;P00370;2;Paris;Expédié
O020968;15/09/2024;P00740;4;Lyon;Expédié
O020969;26/06/2024;P00918;4;Paris;Expédié
O020970;31/01/2024;P00900;9;Marseille;Livré
O020971;21/12/2024;P00044;5;Lyon;Livré
O020972;13/11/2024;P00297;4;Marseille;Livré
O020973;02/06/2024;P00767;5;Lyon;Livré
O020974;29/12/2024;P00466;7;Paris;Livré
O020975;24/02/2024;P00250;9;Marseille;En attente
O020976;04/06/2024;P00422;9;Paris;Expédié
O020977;13/02/2024;P00913;1;Lyon;Livré
O020978;21/03/2024;P00473;4;Paris;Livré
O020979;14/06/2024;P00273;4;Paris;Livré
O020980;30/01/2024;P00989;7;Paris;Expédié
O020981;17/11/2024;P00173;6;Lyon;Livré
O020982;15/05/2024;P00236;8;Marseille;Livré
O020983;14/01/2024;P00046;4;Lyon;En attente
O020984;22/12/2024;P00392;8;Lyon;Livré
O020985;15/04/2024;P00733;6;Marseille;Expédié
O020986;24/12/2024;P00655;2;Paris;Livré
O020987;13/11/2024;P00233;1;Paris;Livré
O020988;15/03/2024;P00417;9;Paris;Livré
O020989;19/03/2024;P00945;8;Paris;Livré
O020990;12/07/2024;P00266;1;Paris;Expédié
