id_produit,catégorie,marque,prix,stock_minimum,date,entrepot,niveau_stock
P00420,Soins capillaires,Elixir Haute Beauté,125.97,24,19/04/2024,Paris,53
P00421,Parfums,Luxe eclat,59.54,57,24/05/2024,Lyon,114
P00421,Parfums,Luxe eclat,59.54,57,07/07/2024,Paris,7
P00422,Soins capillaires,Maison Pure,346.64,91,12/08/2024,Paris,224
P00423,Parfums,Essentielle Paris,334.17,51,22/08/2024,Paris,286
P00423,Parfums,Essentielle Paris,334.17,51,22/11/2024,Lyon,112
P00424,Parfums,Reflet d'or,151.16,69,29/09/2024,Marseille,84
P00424,Parfums,Reflet d'or,151.16,69,24/05/2024,Paris,152
P00425,Maquillage,Elixir Haute Beauté,476.41,93,04/09/2024,Marseille,104
P00425,Maquillage,Elixir Haute Beauté,476.41,93,17/10/2024,Paris,189
P00425,Maquillage,Elixir Haute Beauté,476.41,93,02/06/2024,Lyon,271
P00426,Parfums,Luxe eclat,92.51,79,19/01/2024,Paris,292
P00427,Soins de la peau,Maison Pure,227.52,21,21/10/2024,Paris,255
P00427,Soins de la peau,Maison Pure,227.52,21,17/07/2024,Lyon,5
P00428,Accessoires,Essentielle Paris,472.94,11,13/05/2024,Marseille,92
P00428,Accessoires,Essentielle Paris,472.94,11,08/05/2024,Lyon,231
P00429,Accessoires,Reflet d'or,221.47,16,26/03/2024,Paris,66
P00429,Accessoires,Reflet d'or,221.47,16,20/05/2024,Lyon,4
P00430,Soins capillaires,Elixir Haute Beauté,326.49,89,01/07/2024,Marseille,12
P00430,Soins capillaires,Elixir Haute Beauté,326.49,89,16/04/2024,Lyon,223
P00431,Parfums,Luxe eclat,210.85,12,09/12/2024,Marseille,81
P00431,Parfums,Luxe eclat,210.85,12,25/01/2024,Paris,57
P00432,Soins de la peau,Maison Pure,151.62,12,01/07/2024,Marseille,220
P00432,Soins de la peau,Maison Pure,151.62,12,02/07/2024,Lyon,160
P00433,Soins capillaires,Essentielle Paris,492.31,36,07/07/2024,Paris,80
P00433,Soins capillaires,Essentielle Paris,492.31,36,17/06/2024,Lyon,31
P00434,Maquillage,Reflet d'or,216.48,49,04/10/2024,Paris,118
P00435,Soins capillaires,Elixir Haute Beauté,449.17,42,22/12/2024,Paris,57
P00435,Soins capillaires,Elixir Haute Beauté,449.17,42,30/10/2024,Marseille,124
P00436,Soins capillaires,Luxe eclat,130.38,10,09/10/2024,Lyon,102
P00436,Soins capillaires,Luxe eclat,130.38,10,30/10/2024,Paris,79
P00437,Parfums,Maison Pure,122.29,17,10/10/2024,Lyon,251
P00437,Parfums,Maison Pure,122.29,17,28/02/2024,Paris,204
P00438,Maquillage,Essentielle Paris,34.94,41,25/08/2024,Marseille,44
P00438,Maquillage,Essentielle Paris,34.94,41,23/07/2024,Paris,135
P00439,Soins capillaires,Reflet d'or,332.8,57,11/02/2024,Paris,190
P00439,Soins capillaires,Reflet d'or,332.8,57,15/06/2024,Lyon,252
P00440,Soins de la peau,Elixir Haute Beauté,196.89,13,18/09/2024,Paris,299
P00441,Soins de la peau,Luxe eclat,434.89,79,23/05/2024,Marseille,93
P00442,Accessoires,Maison Pure,247.14,28,19/01/2024,Paris,260
P00443,Maquillage,Essentielle Paris,484.73,41,10/01/2024,Paris,11
P00444,Maquillage,Reflet d'or,109.05,18,07/08/2024,Marseille,286
P00444,Maquillage,Reflet d'or,109.05,18,03/09/2024,Paris,23
P00445,Accessoires,Elixir Haute Beauté,436.94,21,25/09/2024,Paris,184
P00445,Accessoires,Elixir Haute Beauté,436.94,21,04/12/2024,Marseille,281
P00446,Soins capillaires,Luxe eclat,392.77,20,20/06/2024,Paris,186
P00447,Maquillage,Maison Pure,390.04,55,04/04/2024,Paris,235
P00447,Maquillage,Maison Pure,390.04,55,12/07/2024,Marseille,114
P00447,Maquillage,Maison Pure,390.04,55,15/04/2024,Lyon,299
P00448,Soins de la peau,Essentielle Paris,425.5,25,30/12/2024,Paris,277
P00449,Soins de la peau,Reflet d'or,385.29,10,13/07/2024,Paris,33
P00450,Parfums,Elixir Haute Beauté,320.59,72,23/04/2024,Paris,294
P00450,Parfums,Elixir Haute Beauté,320.59,72,13/09/2024,Lyon,291
P00451,Maquillage,Luxe eclat,83.0,30,24/12/2024,Lyon,247
P00451,Maquillage,Luxe eclat,83.0,30,10/10/2024,Paris,257
P00452,Soins capillaires,Maison Pure,35.61,39,11/12/2024,Lyon,86
P00452,Soins capillaires,Maison Pure,35.61,39,27/02/2024,Paris,223
P00453,Accessoires,Essentielle Paris,462.01,22,08/11/2024,Lyon,36
P00453,Accessoires,Essentielle Paris,462.01,22,19/05/2024,Paris,107
P00454,Accessoires,Reflet d'or,315.99,43,22/04/2024,Marseille,109
P00454,Accessoires,Reflet d'or,315.99,43,01/12/2024,Paris,197
P00455,Soins capillaires,Elixir Haute Beauté,402.34,13,30/09/2024,Paris,281
P00455,Soins capillaires,Elixir Haute Beauté,402.34,13,19/06/2024,Lyon,195
P00456,Parfums,Luxe eclat,251.13,37,04/08/2024,Lyon,67
P00456,Parfums,Luxe eclat,251.13,37,03/05/2024,Marseille,63
P00457,Accessoires,Maison Pure,76.31,68,02/07/2024,Lyon,108
P00457,Accessoires,Maison Pure,76.31,68,30/07/2024,Paris,291
P00457,Accessoires,Maison Pure,76.31,68,23/11/2024,Marseille,92
P00458,Maquillage,Essentielle Paris,80.09,36,14/06/2024,Paris,152
P00458,Maquillage,Essentielle Paris,80.09,36,27/06/2024,Marseille,128
P00459,Parfums,Reflet d'or,349.07,78,03/10/2024,Paris,152
P00459,Parfums,Reflet d'or,349.07,78,22/12/2024,Marseille,75
P00460,Maquillage,Elixir Haute Beauté,226.55,34,18/10/2024,Marseille,150
P00460,Maquillage,Elixir Haute Beauté,226.55,34,30/11/2024,Lyon,156
P00460,Maquillage,Elixir Haute Beauté,226.55,34,16/03/2024,Paris,226
P00461,Soins de la peau,Luxe eclat,116.25,12,16/07/2024,Paris,87
P00462,Parfums,Maison Pure,255.97,77,16/05/2024,Lyon,2
P00462,Parfums,Maison Pure,255.97,77,26/03/2024,Paris,255
P00463,Accessoires,Essentielle Paris,50.82,34,27/06/2024,Marseille,248
P00463,Accessoires,Essentielle Paris,50.82,34,11/06/2024,Paris,83
P00464,Parfums,Reflet d'or,299.35,29,30/11/2024,Paris,104
P00465,Parfums,Elixir Haute Beauté,149.12,43,30/01/2024,Paris,123
P00466,Parfums,Luxe eclat,402.83,35,21/11/2024,Marseille,284
P00467,Parfums,Maison Pure,168.97,14,03/05/2024,Paris,254
P00468,Maquillage,Essentielle Paris,238.51,70,29/08/2024,Paris,5
P00468,Maquillage,Essentielle Paris,238.51,70,06/05/2024,Lyon,109
P00469,Soins de la peau,Reflet d'or,25.58,18,06/03/2024,Marseille,226
P00469,Soins de la peau,Reflet d'or,25.58,18,10/07/2024,Paris,80
P00470,Soins capillaires,Elixir Haute Beauté,54.77,59,25/07/2024,Paris,231
P00471,Parfums,Luxe eclat,208.4,15,11/11/2024,Paris,289
P00472,Accessoires,Maison Pure,250.37,92,30/06/2024,Paris,159
P00472,Accessoires,Maison Pure,250.37,92,19/10/2024,Lyon,113
P00473,Parfums,Essentielle Paris,308.01,69,21/05/2024,Paris,81
P00474,Accessoires,Reflet d'or,160.0,53,17/06/2024,Paris,177
P00474,Accessoires,Reflet d'or,160.0,53,02/04/2024,Lyon,234
P00475,Maquillage,Elixir Haute Beauté,353.59,20,14/03/2024,Marseille,97
P00475,Maquillage,Elixir Haute Beauté,353.59,20,02/04/2024,Lyon,165
P00475,Maquillage,Elixir Haute Beauté,353.59,20,29/02/2024,Paris,35
P00476,Accessoires,Luxe eclat,432.86,75,23/10/2024,Paris,222
P00477,Soins capillaires,Maison Pure,394.33,56,13/12/2024,Paris,236
P00477,Soins capillaires,Maison Pure,394.33,56,10/01/2024,Marseille,32
P00478,Soins de la peau,Essentielle Paris,39.02,82,07/01/2024,Lyon,292
P00479,Accessoires,Reflet d'or,250.64,94,04/10/2024,Marseille,236
P00479,Accessoires,Reflet d'or,250.64,94,02/11/2024,Paris,264
P00479,Accessoires,Reflet d'or,250.64,94,26/03/2024,Lyon,284
P00480,Accessoires,Elixir Haute Beauté,70.37,97,17/09/2024,Lyon,269
P00480,Accessoires,Elixir Haute Beauté,70.37,97,31/05/2024,Paris,296
P00481,Soins de la peau,Luxe eclat,136.18,95,08/03/2024,Lyon,18
P00481,Soins de la peau,Luxe eclat,136.18,95,17/12/2024,Paris,206
P00481,Soins de la peau,Luxe eclat,136.18,95,22/04/2024,Marseille,136
P00482,Soins capillaires,Maison Pure,493.6,12,22/09/2024,Paris,279
P00483,Parfums,Essentielle Paris,88.4,85,08/01/2024,Paris,261
P00484,Accessoires,Reflet d'or,259.47,39,11/06/2024,Lyon,195
P00484,Accessoires,Reflet d'or,259.47,39,13/10/2024,Marseille,249
P00485,Soins de la peau,Elixir Haute Beauté,316.71,99,27/12/2024,Lyon,69
P00486,Maquillage,Luxe eclat,357.18,30,17/06/2024,Lyon,69
P00487,Soins de la peau,Maison Pure,288.63,37,01/02/2024,Lyon,219
P00487,Soins de la peau,Maison Pure,288.63,37,14/04/2024,Paris,11
P00488,Maquillage,Essentielle Paris,24.69,99,17/04/2024,Lyon,126
P00488,Maquillage,Essentielle Paris,24.69,99,04/11/2024,Paris,100
P00488,Maquillage,Essentielle Paris,24.69,99,13/07/2024,Marseille,213
P00489,Soins capillaires,Reflet d'or,176.7,71,25/12/2024,Paris,272
P00490,Parfums,Elixir Haute Beauté,268.5,42,13/02/2024,Paris,164
P00491,Soins de la peau,Luxe eclat,62.18,94,18/12/2024,Lyon,192
P00491,Soins de la peau,Luxe eclat,62.18,94,09/04/2024,Marseille,197
P00492,Accessoires,Maison Pure,188.3,44,28/01/2024,Paris,268
P00493,Soins capillaires,Essentielle Paris,35.94,61,22/02/2024,Marseille,6
P00493,Soins capillaires,Essentielle Paris,35.94,61,20/04/2024,Paris,224
P00494,Soins de la peau,Reflet d'or,57.72,43,06/06/2024,Paris,194
P00494,Soins de la peau,Reflet d'or,57.72,43,20/02/2024,Marseille,93
P00495,Accessoires,Elixir Haute Beauté,210.52,50,01/08/2024,Marseille,219
P00495,Accessoires,Elixir Haute Beauté,210.52,50,15/09/2024,Paris,254
P00496,Soins de la peau,Luxe eclat,83.7,60,01/07/2024,Paris,161
P00496,Soins de la peau,Luxe eclat,83.7,60,12/05/2024,Lyon,203
P00497,Maquillage,Maison Pure,292.42,56,01/09/2024,Marseille,247
P00497,Maquillage,Maison Pure,292.42,56,04/08/2024,Lyon,298
P00498,Soins de la peau,Essentielle Paris,350.94,91,06/11/2024,Marseille,180
P00498,Soins de la peau,Essentielle Paris,350.94,91,15/10/2024,Lyon,287
P00499,Soins de la peau,Reflet d'or,404.28,67,16/10/2024,Paris,30
P00500,Soins de la peau,Elixir Haute Beauté,116.07,84,15/10/2024,Paris,131
P00501,Soins capillaires,Clarté Botanique,100.39,66,30/12/2024,Paris,279
P00502,Soins de la peau,Atelier Minéral,70.19,32,08/09/2024,Paris,199
P00503,Accessoires,Silhouette Paris,325.49,57,04/02/2024,Marseille,98
P00504,Maquillage,Natura Solaire,359.11,31,10/08/2024,Marseille,105
P00504,Maquillage,Natura Solaire,359.11,31,28/01/2024,Lyon,94
P00505,Maquillage,Les Essences Rares,35.16,26,29/05/2024,Paris,1
P00505,Maquillage,Les Essences Rares,35.16,26,27/03/2024,Lyon,121
P00506,Soins de la peau,Maison Vitalis,469.38,78,15/11/2024,Paris,20
P00506,Soins de la peau,Maison Vitalis,469.38,78,16/12/2024,Marseille,125
P00507,Soins capillaires,Aroma Sublime,44.95,20,03/04/2024,Marseille,288
P00507,Soins capillaires,Aroma Sublime,44.95,20,31/10/2024,Paris,22
P00508,Soins capillaires,Ãpure d'Azur,279.82,24,02/04/2024,Paris,107
P00508,Soins capillaires,Ãpure d'Azur,279.82,24,22/04/2024,Lyon,259
P00509,Accessoires,Ligne LumiÃ¨re,360.35,44,11/12/2024,Lyon,54
P00510,Soins de la peau,Soin Absolu,438.07,42,29/01/2024,Lyon,51
P00510,Soins de la peau,Soin Absolu,438.07,42,22/06/2024,Paris,90
P00511,Maquillage,Cosmétika,362.76,93,31/05/2024,Paris,119
P00512,Soins capillaires,Jardin dâIvoire,404.83,25,14/10/2024,Marseille,131
P00512,Soins capillaires,Jardin dâIvoire,404.83,25,07/01/2024,Paris,72
P00513,Soins de la peau,Beauté Origine,182.94,43,13/08/2024,Paris,18
P00513,Soins de la peau,Beauté Origine,182.94,43,26/08/2024,Lyon,298
P00514,Soins capillaires,Orchidée Noire,411.12,75,03/10/2024,Paris,64
P00514,Soins capillaires,Orchidée Noire,411.12,75,10/05/2024,Marseille,166
P00514,Soins capillaires,Orchidée Noire,411.12,75,12/03/2024,Lyon,100
P00515,Soins capillaires,LâAtelier du Teint,58.46,49,15/12/2024,Paris,81
P00516,Maquillage,Déesse Cosmétique,449.51,37,05/01/2024,Lyon,180
P00516,Maquillage,Déesse Cosmétique,449.51,37,08/03/2024,Paris,82
P00517,Parfums,Secret de Peau,282.84,56,22/01/2024,Marseille,221
P00517,Parfums,Secret de Peau,282.84,56,27/08/2024,Lyon,140
P00518,Accessoires,Rose & Lin,412.3,48,21/07/2024,Marseille,146
P00519,Accessoires,Le Bain Royal,237.11,79,03/02/2024,Paris,8
P00520,Maquillage,Sérum de Lune,328.92,82,05/04/2024,Paris,130
P00520,Maquillage,Sérum de Lune,328.92,82,24/09/2024,Lyon,133
P00521,Soins capillaires,Aura Cristal,272.67,29,27/11/2024,Paris,168
P00521,Soins capillaires,Aura Cristal,272.67,29,18/04/2024,Marseille,2
P00522,Soins de la peau,Infusion Précieuse,371.16,10,08/05/2024,Paris,87
P00523,Soins capillaires,Velours Naturel,59.18,81,28/06/2024,Paris,145
P00524,Maquillage,Ãveil Ãlégant,48.97,96,01/02/2024,Lyon,54
P00524,Maquillage,Ãveil Ãlégant,48.97,96,18/07/2024,Paris,71
P00525,Accessoires,Héritage Sensuel,138.61,72,14/03/2024,Lyon,55
P00525,Accessoires,Héritage Sensuel,138.61,72,02/02/2024,Paris,279
P00526,Soins capillaires,Clarté Botanique,96.58,76,28/07/2024,Lyon,212
P00527,Accessoires,Atelier Minéral,438.46,13,29/01/2024,Paris,242
P00527,Accessoires,Atelier Minéral,438.46,13,22/08/2024,Lyon,91
P00528,Soins de la peau,Silhouette Paris,125.22,67,20/02/2024,Paris,263
P00529,Accessoires,Natura Solaire,488.42,34,11/06/2024,Paris,297
P00530,Accessoires,Les Essences Rares,181.71,56,14/08/2024,Marseille,80
P00530,Accessoires,Les Essences Rares,181.71,56,08/10/2024,Paris,115
P00531,Parfums,Maison Vitalis,107.42,47,23/09/2024,Paris,260
P00532,Parfums,Aroma Sublime,399.06,24,29/06/2024,Paris,262
P00533,Parfums,Ãpure d'Azur,336.18,72,07/11/2024,Paris,217
P00533,Parfums,Ãpure d'Azur,336.18,72,16/03/2024,Lyon,48
P00534,Accessoires,Ligne LumiÃ¨re,259.13,30,21/05/2024,Marseille,240
P00534,Accessoires,Ligne LumiÃ¨re,259.13,30,12/02/2024,Lyon,77
P00535,Maquillage,Soin Absolu,286.57,66,28/11/2024,Paris,20
P00535,Maquillage,Soin Absolu,286.57,66,02/01/2024,Lyon,139
P00536,Accessoires,Cosmétika,365.22,62,22/07/2024,Paris,45
P00537,Maquillage,Jardin dâIvoire,129.66,55,23/10/2024,Paris,277
P00537,Maquillage,Jardin dâIvoire,129.66,55,19/05/2024,Lyon,198
P00538,Maquillage,Beauté Origine,498.24,23,17/03/2024,Lyon,183
P00539,Parfums,Orchidée Noire,487.9,85,28/05/2024,Paris,168
P00540,Soins capillaires,LâAtelier du Teint,332.16,26,15/05/2024,Marseille,88
P00541,Soins de la peau,Déesse Cosmétique,115.78,48,15/04/2024,Marseille,27
P00541,Soins de la peau,Déesse Cosmétique,115.78,48,16/05/2024,Paris,254
P00542,Parfums,Secret de Peau,346.51,18,27/06/2024,Lyon,54
P00542,Parfums,Secret de Peau,346.51,18,24/03/2024,Paris,145
P00543,Parfums,Rose & Lin,54.66,86,09/09/2024,Paris,235
P00544,Soins capillaires,Le Bain Royal,34.71,88,19/10/2024,Marseille,153
P00545,Soins de la peau,Sérum de Lune,143.69,91,23/02/2024,Marseille,137
P00545,Soins de la peau,Sérum de Lune,143.69,91,10/12/2024,Lyon,164
P00546,Accessoires,Aura Cristal,242.06,15,15/09/2024,Lyon,284
P00547,Accessoires,Infusion Précieuse,436.77,32,25/02/2024,Paris,198
P00548,Parfums,Velours Naturel,369.04,68,23/09/2024,Paris,298
P00548,Parfums,Velours Naturel,369.04,68,23/10/2024,Lyon,284
P00549,Soins de la peau,Ãveil Ãlégant,376.5,55,08/01/2024,Paris,18
P00550,Parfums,Héritage Sensuel,224.24,47,21/06/2024,Marseille,105
P00550,Parfums,Héritage Sensuel,224.24,47,27/02/2024,Lyon,103
P00551,Maquillage,Clarté Botanique,186.05,23,14/05/2024,Paris,31
P00551,Maquillage,Clarté Botanique,186.05,23,09/02/2024,Lyon,276
P00552,Parfums,Atelier Minéral,198.1,81,10/01/2024,Paris,95
P00552,Parfums,Atelier Minéral,198.1,81,23/02/2024,Marseille,174
P00553,Parfums,Silhouette Paris,494.07,71,28/05/2024,Marseille,108
P00553,Parfums,Silhouette Paris,494.07,71,03/07/2024,Paris,30
P00554,Accessoires,Natura Solaire,39.25,44,05/10/2024,Marseille,72
P00554,Accessoires,Natura Solaire,39.25,44,22/02/2024,Paris,104
P00555,Accessoires,Les Essences Rares,436.18,28,06/05/2024,Paris,17
P00555,Accessoires,Les Essences Rares,436.18,28,09/10/2024,Lyon,299
P00556,Accessoires,Maison Vitalis,297.76,39,14/10/2024,Paris,67
P00557,Maquillage,Aroma Sublime,230.54,87,15/12/2024,Paris,222
P00557,Maquillage,Aroma Sublime,230.54,87,13/08/2024,Marseille,106
P00558,Accessoires,Ãpure d'Azur,368.12,93,01/04/2024,Marseille,10
P00558,Accessoires,Ãpure d'Azur,368.12,93,15/11/2024,Paris,80
P00559,Soins de la peau,Ligne LumiÃ¨re,253.6,34,08/07/2024,Paris,30
P00560,Soins capillaires,Soin Absolu,439.24,49,04/11/2024,Lyon,159
P00560,Soins capillaires,Soin Absolu,439.24,49,22/01/2024,Paris,261
P00561,Soins de la peau,Cosmétika,452.34,97,05/03/2024,Paris,11
P00561,Soins de la peau,Cosmétika,452.34,97,06/04/2024,Lyon,280
P00562,Soins de la peau,Jardin dâIvoire,222.43,23,29/05/2024,Paris,119
P00562,Soins de la peau,Jardin dâIvoire,222.43,23,24/12/2024,Lyon,169
P00563,Accessoires,Beauté Origine,152.88,35,27/06/2024,Paris,203
P00564,Soins capillaires,Orchidée Noire,304.33,96,22/11/2024,Paris,240
P00565,Soins capillaires,LâAtelier du Teint,457.93,31,23/12/2024,Marseille,38
P00565,Soins capillaires,LâAtelier du Teint,457.93,31,11/02/2024,Lyon,108
P00566,Soins capillaires,Déesse Cosmétique,121.12,57,29/08/2024,Lyon,162
P00567,Maquillage,Secret de Peau,319.02,92,05/02/2024,Paris,0
P00567,Maquillage,Secret de Peau,319.02,92,21/06/2024,Lyon,137
P00568,Accessoires,Rose & Lin,323.15,60,14/12/2024,Lyon,239
P00568,Accessoires,Rose & Lin,323.15,60,15/10/2024,Paris,209
P00569,Soins capillaires,Le Bain Royal,371.89,12,17/07/2024,Paris,83
P00569,Soins capillaires,Le Bain Royal,371.89,12,28/08/2024,Lyon,7
P00570,Maquillage,Sérum de Lune,83.15,51,02/06/2024,Lyon,208
P00570,Maquillage,Sérum de Lune,83.15,51,29/12/2024,Paris,49
P00571,Parfums,Aura Cristal,363.6,28,06/11/2024,Paris,219
P00571,Parfums,Aura Cristal,363.6,28,04/01/2024,Lyon,145
P00572,Parfums,Infusion Précieuse,456.34,82,20/10/2024,Lyon,267
P00573,Maquillage,Velours Naturel,106.25,37,11/08/2024,Paris,225
P00573,Maquillage,Velours Naturel,106.25,37,13/10/2024,Lyon,266
P00573,Maquillage,Velours Naturel,106.25,37,09/01/2024,Marseille,295
P00574,Maquillage,Ãveil Ãlégant,134.02,93,31/05/2024,Lyon,197
P00574,Maquillage,Ãveil Ãlégant,134.02,93,08/05/2024,Marseille,173
P00575,Accessoires,Héritage Sensuel,486.27,54,07/06/2024,Marseille,200
P00575,Accessoires,Héritage Sensuel,486.27,54,26/05/2024,Lyon,2
P00576,Accessoires,Clarté Botanique,106.87,80,24/09/2024,Lyon,82
P00577,Parfums,Atelier Minéral,430.1,87,09/08/2024,Paris,256
P00577,Parfums,Atelier Minéral,430.1,87,21/08/2024,Lyon,80
P00578,Soins capillaires,Silhouette Paris,256.29,72,07/06/2024,Lyon,262
P00578,Soins capillaires,Silhouette Paris,256.29,72,07/11/2024,Paris,16
P00579,Parfums,Natura Solaire,138.67,82,19/09/2024,Paris,131
P00579,Parfums,Natura Solaire,138.67,82,22/02/2024,Lyon,151
P00580,Soins capillaires,Les Essences Rares,437.96,28,22/04/2024,Paris,8
P00580,Soins capillaires,Les Essences Rares,437.96,28,25/08/2024,Marseille,57
P00581,Soins capillaires,Maison Vitalis,233.75,56,27/09/2024,Paris,204
P00581,Soins capillaires,Maison Vitalis,233.75,56,19/04/2024,Lyon,248
P00582,Accessoires,Aroma Sublime,267.11,23,30/08/2024,Paris,153
P00582,Accessoires,Aroma Sublime,267.11,23,21/12/2024,Lyon,295
P00583,Soins de la peau,Ãpure d'Azur,192.43,47,14/03/2024,Marseille,63
P00583,Soins de la peau,Ãpure d'Azur,192.43,47,31/08/2024,Paris,23
P00584,Soins de la peau,Ligne LumiÃ¨re,304.62,62,14/11/2024,Lyon,288
P00584,Soins de la peau,Ligne LumiÃ¨re,304.62,62,08/02/2024,Paris,171
P00585,Maquillage,Soin Absolu,98.49,70,17/08/2024,Lyon,296
P00586,Accessoires,Cosmétika,207.72,45,26/12/2024,Paris,29
P00587,Soins capillaires,Jardin dâIvoire,485.32,49,18/01/2024,Marseille,286
P00587,Soins capillaires,Jardin dâIvoire,485.32,49,08/06/2024,Paris,268
P00587,Soins capillaires,Jardin dâIvoire,485.32,49,30/06/2024,Lyon,251
P00588,Soins de la peau,Beauté Origine,143.9,90,19/03/2024,Lyon,214
P00588,Soins de la peau,Beauté Origine,143.9,90,21/01/2024,Paris,46
P00589,Soins capillaires,Orchidée Noire,335.23,39,11/08/2024,Paris,172
P00589,Soins capillaires,Orchidée Noire,335.23,39,18/03/2024,Marseille,107
P00589,Soins capillaires,Orchidée Noire,335.23,39,01/10/2024,Lyon,9
P00590,Soins de la peau,LâAtelier du Teint,176.09,18,20/03/2024,Paris,150
P00590,Soins de la peau,LâAtelier du Teint,176.09,18,30/08/2024,Lyon,235
P00591,Soins de la peau,Déesse Cosmétique,391.27,73,11/09/2024,Lyon,205
P00591,Soins de la peau,Déesse Cosmétique,391.27,73,03/05/2024,Marseille,44
P00591,Soins de la peau,Déesse Cosmétique,391.27,73,03/12/2024,Paris,120
P00592,Soins de la peau,Secret de Peau,82.82,42,20/07/2024,Paris,256
P00592,Soins de la peau,Secret de Peau,82.82,42,23/03/2024,Lyon,165
P00593,Accessoires,Rose & Lin,485.51,61,21/10/2024,Paris,286
P00594,Parfums,Le Bain Royal,237.82,98,24/01/2024,Marseille,195
P00594,Parfums,Le Bain Royal,237.82,98,13/02/2024,Lyon,195
P00595,Soins capillaires,Sérum de Lune,133.3,23,22/06/2024,Lyon,46
P00595,Soins capillaires,Sérum de Lune,133.3,23,03/04/2024,Paris,31
P00596,Accessoires,Aura Cristal,55.28,84,28/04/2024,Lyon,165
P00596,Accessoires,Aura Cristal,55.28,84,15/02/2024,Paris,193
P00597,Accessoires,Infusion Précieuse,101.48,62,15/01/2024,Paris,280
P00598,Accessoires,Velours Naturel,269.49,68,29/01/2024,Marseille,152
P00598,Accessoires,Velours Naturel,269.49,68,29/04/2024,Paris,198
P00599,Accessoires,Ãveil Ãlégant,181.76,87,02/09/2024,Lyon,278
P00599,Accessoires,Ãveil Ãlégant,181.76,87,08/11/2024,Paris,77
P00600,Accessoires,Héritage Sensuel,417.86,50,11/01/2024,Paris,63
P00600,Accessoires,Héritage Sensuel,417.86,50,22/05/2024,Lyon,252
P00601,Maquillage,Clarté Botanique,226.83,77,14/04/2024,Paris,276
P00602,Soins capillaires,Atelier Minéral,139.38,77,31/12/2024,Lyon,238
P00602,Soins capillaires,Atelier Minéral,139.38,77,13/02/2024,Paris,118
P00603,Accessoires,Silhouette Paris,316.23,17,25/04/2024,Paris,249
P00603,Accessoires,Silhouette Paris,316.23,17,20/03/2024,Lyon,196
P00604,Soins capillaires,Natura Solaire,359.25,11,14/05/2024,Lyon,93
P00604,Soins capillaires,Natura Solaire,359.25,11,26/02/2024,Paris,195
P00605,Maquillage,Les Essences Rares,100.18,95,11/01/2024,Paris,199
P00605,Maquillage,Les Essences Rares,100.18,95,15/12/2024,Marseille,84
P00606,Maquillage,Maison Vitalis,100.46,50,19/10/2024,Marseille,202
P00606,Maquillage,Maison Vitalis,100.46,50,03/02/2024,Paris,130
P00607,Soins capillaires,Aroma Sublime,37.6,64,05/12/2024,Paris,4
P00607,Soins capillaires,Aroma Sublime,37.6,64,14/08/2024,Lyon,272
P00608,Soins de la peau,Ãpure d'Azur,373.47,25,05/06/2024,Paris,15
P00608,Soins de la peau,Ãpure d'Azur,373.47,25,20/07/2024,Lyon,229
P00609,Parfums,Ligne LumiÃ¨re,338.63,71,24/04/2024,Marseille,30
P00610,Soins de la peau,Soin Absolu,247.82,57,27/07/2024,Paris,243
P00611,Soins de la peau,Cosmétika,425.2,39,23/02/2024,Paris,251
P00611,Soins de la peau,Cosmétika,425.2,39,18/09/2024,Lyon,10
P00612,Soins de la peau,Jardin dâIvoire,406.72,21,21/04/2024,Lyon,15
P00612,Soins de la peau,Jardin dâIvoire,406.72,21,04/02/2024,Marseille,66
P00612,Soins de la peau,Jardin dâIvoire,406.72,21,01/01/2024,Paris,141
P00613,Accessoires,Beauté Origine,300.97,44,03/04/2024,Paris,225
P00614,Maquillage,Orchidée Noire,436.77,20,03/10/2024,Paris,85
P00614,Maquillage,Orchidée Noire,436.77,20,26/04/2024,Marseille,77
P00614,Maquillage,Orchidée Noire,436.77,20,24/10/2024,Lyon,171
P00615,Soins de la peau,LâAtelier du Teint,118.8,73,26/07/2024,Paris,39
P00615,Soins de la peau,LâAtelier du Teint,118.8,73,07/08/2024,Marseille,71
P00616,Maquillage,Déesse Cosmétique,73.72,59,15/10/2024,Lyon,214
P00617,Soins capillaires,Secret de Peau,149.48,94,28/05/2024,Paris,272
P00617,Soins capillaires,Secret de Peau,149.48,94,18/02/2024,Lyon,203
P00618,Parfums,Rose & Lin,47.4,30,20/08/2024,Lyon,35
P00618,Parfums,Rose & Lin,47.4,30,21/09/2024,Paris,179
P00619,Soins capillaires,Le Bain Royal,274.96,78,27/11/2024,Marseille,204
P00619,Soins capillaires,Le Bain Royal,274.96,78,23/03/2024,Lyon,111
P00620,Soins capillaires,Sérum de Lune,469.57,57,13/02/2024,Paris,129
P00621,Accessoires,Aura Cristal,38.88,29,23/10/2024,Paris,290
P00621,Accessoires,Aura Cristal,38.88,29,12/04/2024,Lyon,87
P00622,Parfums,Infusion Précieuse,78.61,76,14/05/2024,Lyon,179
P00622,Parfums,Infusion Précieuse,78.61,76,22/01/2024,Marseille,125
P00623,Soins capillaires,Velours Naturel,237.06,53,12/11/2024,Paris,251
P00624,Soins capillaires,Ãveil Ãlégant,468.26,42,11/11/2024,Paris,267
P00624,Soins capillaires,Ãveil Ãlégant,468.26,42,21/02/2024,Lyon,163
P00625,Parfums,Héritage Sensuel,171.75,82,03/01/2024,Paris,268
