id_commande,date_commande,id_produit,quantité,entrepôt,statut,date_retour,motif
O022872,08/01/2024,P00876,2,Paris,Livré,,
O022873,01/12/2024,P00601,12,Lyon,Expédié,,
O022874,29/09/2024,P00943,8,Marseille,Livré,,
O022876,04/12/2024,P00550,1,Lyon,Expédié,,
O022877,07/12/2024,P00693,5,Paris,Expédié,,
O022878,15/08/2024,P00039,20,Lyon,Livré,,
O022879,28/12/2024,P00710,3,Marseille,Expédié,,
O022880,09/01/2024,P00615,8,Marseille,Livré,,
O022881,23/01/2024,P00379,8,Paris,Livré,,
O022882,03/12/2024,P00541,2,Marseille,Livré,,
O022883,26/12/2024,P00373,2,Paris,Livré,,
O022885,24/01/2024,P00536,8,Marseille,Expédié,,
O022887,20/03/2024,P00136,3,Marseille,Livré,,
O022888,09/11/2024,P00372,3,Lyon,Livré,,
O022890,06/09/2024,P00786,5,Paris,Livré,,
O022891,13/04/2024,P00330,8,Marseille,Livré,,
O022892,21/01/2024,P00152,2,Paris,Livré,,
O022893,04/11/2024,P00046,1,Marseille,Livré,,
O022895,19/11/2024,P00140,2,Paris,Livré,07/12/2024,Produit abîmé
O022897,07/04/2024,P00355,3,Paris,Livré,,
O022898,28/04/2024,P00256,2,Lyon,Expédié,,
O022899,02/06/2024,P00691,3,Lyon,Livré,,
O022901,26/01/2024,P00509,1,Paris,Expédié,,
O022902,14/11/2024,P00466,3,Marseille,Expédié,,
O022903,16/04/2024,P00506,2,Paris,Livré,,
O022905,02/10/2024,P00703,3,Paris,Livré,,
O022907,05/06/2024,P00333,2,Marseille,Livré,,
O022908,12/12/2024,P00754,2,Marseille,Livré,,
O022909,08/12/2024,P00886,12,Paris,Livré,,
O022911,16/05/2024,P00014,1,Paris,Livré,,
O022912,19/03/2024,P00055,5,Marseille,Expédié,,
O022914,07/03/2024,P00175,12,Lyon,Expédié,,
O022916,14/12/2024,P00633,3,Paris,Livré,,
O022917,02/09/2024,P00330,10,Paris,Livré,,
O022918,11/09/2024,P00963,1,Lyon,Expédié,,
O022919,28/08/2024,P00429,3,Paris,Livré,,
O022920,07/12/2024,P00765,3,Lyon,Livré,,
O022921,07/01/2024,P00981,1,Lyon,Expédié,,
O022922,18/03/2024,P00080,2,Paris,Livré,,
O022923,20/01/2024,P00604,2,Lyon,Expédié,,
O022927,25/05/2024,P00158,5,Paris,Livré,,
O022929,22/10/2024,P00143,12,Lyon,Expédié,,
O022930,26/12/2024,P00426,1,Paris,Livré,,
O022931,02/01/2024,P00343,2,Marseille,Livré,,
O022933,24/10/2024,P00558,2,Marseille,Livré,,
O022936,07/08/2024,P00526,3,Marseille,Expédié,,
O022937,15/12/2024,P00202,8,Paris,Livré,,
O022938,04/03/2024,P00846,2,Lyon,Expédié,,
O022939,05/10/2024,P00047,1,Paris,Livré,,
O022940,17/01/2024,P00038,5,Lyon,Livré,,
O022941,09/04/2024,P00250,10,Lyon,Livré,,
O022942,24/12/2024,P00090,3,Lyon,Expédié,,
O022943,01/08/2024,P00202,3,Marseille,Expédié,,
O022944,20/08/2024,P00017,1,Paris,Livré,,
O022946,23/01/2024,P00755,1,Marseille,Livré,,
O022947,20/12/2024,P00573,1,Lyon,Livré,,
O022948,13/11/2024,P00355,2,Marseille,Livré,,
O022949,14/11/2024,P00843,12,Marseille,Livré,,
O022950,28/09/2024,P00466,3,Lyon,Expédié,,
O022951,08/12/2024,P00536,1,Paris,Livré,,
O022952,21/01/2024,P00843,2,Marseille,Livré,,
O022953,02/10/2024,P00088,2,Marseille,Expédié,,
O022954,16/07/2024,P00234,5,Marseille,Livré,,
O022955,15/06/2024,P00324,2,Lyon,Expédié,,
O022956,13/09/2024,P00895,2,Marseille,Livré,,
O022957,21/10/2024,P00890,3,Marseille,Expédié,,
O022959,04/05/2024,P00707,1,Paris,Livré,,
O022960,22/08/2024,P00630,1,Lyon,Livré,,
O022962,29/03/2024,P00626,1,Paris,Livré,,
O022963,14/09/2024,P00778,2,Paris,Livré,,
O022965,29/05/2024,P00620,1,Paris,Livré,,
O022966,18/10/2024,P00462,2,Paris,Livré,30/10/2024,Livraison incomplète
O022967,16/12/2024,P00212,8,Lyon,Livré,,
O022968,19/11/2024,P00365,5,Lyon,Livré,24/11/2024,Mauvaise référence
O022969,07/12/2024,P00550,5,Paris,Livré,,
O022970,16/11/2024,P00957,10,Lyon,Livré,,
O022971,07/12/2024,P00470,2,Marseille,Livré,,
O022972,05/09/2024,P00462,10,Lyon,Livré,,
O022973,29/12/2024,P00865,2,Marseille,Livré,,
O022974,13/11/2024,P00973,2,Lyon,Livré,,
O022975,10/12/2024,P00082,2,Lyon,Livré,,
O022976,16/12/2024,P00881,1,Marseille,Livré,,
O022977,31/03/2024,P00488,15,Marseille,Livré,,
O022978,03/10/2024,P00521,1,Paris,Livré,,
O022979,09/11/2024,P00633,2,Paris,Livré,,
O022980,28/11/2024,P00149,2,Lyon,Livré,,
O022981,05/12/2024,P00343,1,Paris,Livré,,
O022983,27/09/2024,P00901,1,Lyon,Livré,,
O022984,05/06/2024,P00906,1,Lyon,Livré,,
O022985,29/12/2024,P00182,2,Marseille,Livré,,
O022986,23/12/2024,P00017,10,Marseille,Expédié,19/01/2025,Mauvaise référence
O022987,04/12/2024,P00205,2,Marseille,Livré,,
O022988,17/12/2024,P00152,1,Paris,Livré,,
O022989,08/10/2024,P00957,5,Paris,Livré,,
O022991,17/01/2024,P00193,20,Marseille,Livré,,
O022992,17/12/2024,P00520,1,Lyon,Livré,,
O022993,06/12/2024,P00470,2,Marseille,Livré,,
O022994,09/04/2024,P00478,15,Marseille,Livré,,
O022995,14/12/2024,P00403,1,Paris,Livré,31/12/2024,Mauvaise référence
O022996,10/12/2024,P00080,3,Paris,Livré,,
O022997,13/11/2024,P00113,1,Marseille,Livré,,
O022998,04/02/2024,P00149,12,Marseille,Livré,,
O022999,29/06/2024,P00258,20,Marseille,Expédié,,
O023000,17/10/2024,P00215,8,Lyon,Livré,,
O023003,11/12/2024,P00463,2,Paris,Livré,,
O023004,05/11/2024,P00118,2,Marseille,Livré,,
O023005,10/12/2024,P00532,1,Marseille,Livré,,
O023006,08/12/2024,P00234,12,Paris,Livré,,
O023008,29/12/2024,P00503,12,Lyon,Livré,,
O023009,11/05/2024,P00141,2,Paris,Expédié,,
O023010,23/02/2024,P00159,5,Paris,Livré,,
O023011,03/10/2024,P00105,1,Lyon,Livré,,
O023012,04/12/2024,P00250,2,Paris,Livré,,
O023013,31/05/2024,P00759,5,Marseille,Livré,,
O023014,25/12/2024,P00653,2,Paris,Livré,,
O023015,09/03/2024,P00523,2,Marseille,Livré,,
O023016,01/01/2024,P00509,1,Marseille,Livré,,
O023017,21/12/2024,P00277,8,Paris,Livré,,
O023018,03/12/2024,P00398,10,Marseille,Livré,25/12/2024,Produit abîmé
O023019,04/12/2024,P00873,15,Paris,Livré,,
O023020,16/03/2024,P00691,5,Paris,Livré,22/03/2024,Produit abîmé
O023022,10/11/2024,P00658,3,Marseille,Livré,,
O023023,20/12/2024,P00615,2,Paris,Livré,,
O023024,19/10/2024,P00754,20,Paris,Livré,,
O023025,02/09/2024,P00832,3,Marseille,Livré,,
O023027,28/12/2024,P00931,5,Marseille,Livré,,
O023028,22/12/2024,P00362,5,Lyon,Livré,,
O023029,11/11/2024,P00445,10,Lyon,Expédié,,
O023030,23/09/2024,P00764,1,Lyon,Livré,,
O023031,15/10/2024,P00384,1,Marseille,Expédié,,
O023032,14/01/2024,P00691,5,Marseille,Livré,,
O023033,04/12/2024,P00921,12,Marseille,Expédié,,
O023034,07/12/2024,P00011,5,Paris,Expédié,,
O023035,12/11/2024,P00515,2,Paris,Expédié,,
O023038,27/08/2024,P00355,2,Paris,Livré,,
O023039,09/12/2024,P00212,8,Marseille,Livré,,
O023041,13/10/2024,P00226,8,Lyon,Livré,,
O023043,02/12/2024,P00890,5,Lyon,Livré,,
O023045,27/12/2024,P00423,2,Lyon,Expédié,,
O023046,18/01/2024,P00136,12,Lyon,Livré,,
O023047,25/07/2024,P00574,3,Lyon,Livré,,
O023049,18/08/2024,P00653,8,Marseille,Expédié,31/08/2024,Client insatisfait
O023050,04/11/2024,P00893,1,Lyon,Expédié,20/11/2024,Livraison incomplète
O023051,31/03/2024,P00792,2,Marseille,Livré,,
O023053,23/05/2024,P00510,10,Paris,Livré,,
O023054,02/09/2024,P00973,1,Paris,Livré,,
O023056,23/01/2024,P00943,3,Paris,Livré,,
O023057,09/02/2024,P00738,3,Lyon,Expédié,,
O023058,20/10/2024,P00809,8,Paris,Expédié,,
O023059,23/02/2024,P00121,2,Paris,Expédié,,
O023060,04/06/2024,P00371,1,Lyon,Livré,,
O023061,21/05/2024,P00277,12,Paris,Livré,,
O023062,26/10/2024,P00550,3,Marseille,Expédié,,
O023063,10/10/2024,P00467,1,Marseille,Livré,,
O023065,18/01/2024,P00709,1,Lyon,Livré,,
O023066,31/08/2024,P00859,20,Marseille,Livré,,
O023067,05/02/2024,P00630,1,Lyon,Livré,,
O023068,27/12/2024,P00106,5,Marseille,Livré,,
O023069,26/06/2024,P00095,2,Paris,Expédié,,
O023071,03/01/2024,P00182,10,Paris,Livré,,
O023072,06/11/2024,P00233,8,Lyon,Expédié,,
O023073,04/02/2024,P00831,3,Marseille,Livré,,
O023074,19/12/2024,P00128,1,Marseille,Expédié,,
O023075,17/02/2024,P00219,10,Paris,Livré,,
O023076,24/08/2024,P00890,2,Lyon,Livré,,
O023077,19/01/2024,P00518,12,Marseille,Livré,,
O023078,20/11/2024,P00009,3,Lyon,Livré,,
O023079,12/02/2024,P00435,5,Marseille,Livré,,
O023080,04/01/2024,P00198,1,Marseille,Expédié,,
O023081,11/11/2024,P00396,8,Lyon,Livré,,
O023082,28/07/2024,P00802,2,Paris,Livré,,
O023083,12/12/2024,P00923,2,Marseille,Expédié,,
O023084,24/12/2024,P00410,1,Lyon,Expédié,,
O023085,31/08/2024,P00518,1,Paris,Livré,,
O023086,18/02/2024,P00250,1,Lyon,Livré,,
O023087,12/02/2024,P00837,2,Lyon,Expédié,01/03/2024,Mauvaise référence
O023088,22/11/2024,P00452,12,Lyon,Livré,,
O023089,06/01/2024,P00222,2,Lyon,Livré,,
O023090,12/12/2024,P00510,8,Marseille,Expédié,02/01/2025,Mauvaise référence
O023091,01/11/2024,P00753,1,Paris,Livré,,
O023092,22/02/2024,P00630,3,Lyon,Expédié,,
O023094,09/09/2024,P00921,3,Marseille,Expédié,,
O023098,07/10/2024,P00894,15,Paris,Expédié,,
O023099,03/12/2024,P00938,10,Paris,Livré,,
O023100,11/01/2024,P00765,3,Marseille,Livré,,
O023101,10/12/2024,P00754,8,Marseille,Livré,02/01/2025,Client insatisfait
O023102,28/12/2024,P00284,1,Paris,Livré,,
O023103,22/01/2024,P00011,3,Paris,Livré,,
O023104,18/08/2024,P00971,1,Marseille,Expédié,,
O023105,13/12/2024,P00360,2,Lyon,Livré,,
O023106,23/12/2024,P00267,1,Paris,Livré,,
O023107,21/12/2024,P00728,5,Paris,Expédié,,
O023108,30/01/2024,P00357,3,Lyon,Livré,,
O023109,27/03/2024,P00532,8,Lyon,Livré,,
O023110,06/10/2024,P00341,3,Lyon,Livré,,
O023111,14/11/2024,P00640,1,Lyon,Livré,,
O023112,27/09/2024,P00239,8,Paris,Livré,,
O023113,15/11/2024,P00535,10,Marseille,Livré,,
O023115,29/06/2024,P00366,12,Marseille,Livré,,
O023116,07/03/2024,P00740,3,Lyon,Livré,,
O023117,09/03/2024,P00507,8,Lyon,Livré,25/03/2024,Produit abîmé
O023118,10/01/2024,P00149,8,Paris,Livré,,
O023119,25/03/2024,P00222,1,Marseille,Livré,,
O023120,27/10/2024,P00467,1,Marseille,Livré,,
O023121,26/01/2024,P00152,1,Paris,Livré,,
O023122,10/04/2024,P00133,2,Paris,Expédié,,
O023123,18/11/2024,P00387,3,Lyon,Livré,,
O023124,23/10/2024,P00968,20,Marseille,Livré,,
O023125,12/08/2024,P00657,2,Lyon,Livré,,
O023126,03/07/2024,P00924,8,Paris,Livré,,
O023128,28/08/2024,P00462,5,Lyon,Livré,26/09/2024,Livraison incomplète
O023129,14/10/2024,P00070,1,Marseille,Livré,,
O023130,12/03/2024,P00615,1,Paris,Livré,,
O023131,02/10/2024,P00436,3,Marseille,Expédié,,
O023132,12/03/2024,P00082,5,Paris,Livré,,
O023133,19/09/2024,P00143,20,Marseille,Livré,,
O023137,08/01/2024,P00033,2,Paris,Livré,,
O023138,07/07/2024,P00133,12,Marseille,Livré,,
O023140,17/12/2024,P00839,2,Paris,Livré,,
O023142,19/08/2024,P00396,5,Lyon,Livré,,
O023143,22/10/2024,P00550,3,Lyon,Livré,,
O023144,14/12/2024,P00240,1,Paris,Livré,,
O023146,12/12/2024,P00660,1,Lyon,Expédié,,
O023147,28/10/2024,P00826,1,Marseille,Livré,,
O023148,27/12/2024,P00431,2,Paris,Livré,,
O023149,23/12/2024,P00020,8,Marseille,Livré,,
O023150,16/07/2024,P00180,1,Marseille,Livré,,
O023151,06/11/2024,P00240,5,Marseille,Expédié,,
O023152,11/12/2024,P00170,2,Paris,Livré,27/12/2024,Mauvaise référence
O023153,07/09/2024,P00603,8,Paris,Livré,,
O023154,26/11/2024,P00012,8,Marseille,Livré,,
O023155,16/01/2024,P00118,8,Paris,Expédié,,
O023156,25/09/2024,P00729,3,Marseille,Expédié,,
O023157,08/11/2024,P00417,2,Marseille,Livré,,
O023159,07/11/2024,P00971,8,Paris,Expédié,,
O023160,13/11/2024,P00931,1,Marseille,Livré,07/12/2024,Client insatisfait
O023161,05/12/2024,P00092,2,Lyon,Expédié,,
O023162,29/12/2024,P00765,1,Marseille,Livré,,
O023163,11/11/2024,P00334,5,Lyon,Livré,,
O023164,02/12/2024,P00478,5,Lyon,Livré,,
O023165,23/08/2024,P00082,5,Paris,Livré,,
O023166,13/03/2024,P00080,2,Marseille,Expédié,,
O023167,27/11/2024,P00740,1,Marseille,Expédié,,
O023168,05/10/2024,P00341,12,Paris,Livré,,
O023169,15/11/2024,P00045,3,Marseille,Expédié,,
O023170,25/10/2024,P00020,2,Marseille,Livré,,
O023171,04/10/2024,P00242,3,Marseille,Livré,,
O023172,10/03/2024,P00391,1,Lyon,Livré,,
O023173,27/04/2024,P00175,1,Paris,Expédié,,
O023174,22/02/2024,P00509,2,Paris,Expédié,,
O023175,04/10/2024,P00296,1,Marseille,Livré,,
O023176,05/10/2024,P00810,1,Marseille,Livré,,
O023177,01/11/2024,P00971,12,Marseille,Livré,,
O023178,20/02/2024,P00295,3,Paris,Livré,,
O023181,16/09/2024,P00082,3,Marseille,Expédié,,
O023183,14/10/2024,P00507,5,Lyon,Livré,,
O023184,14/12/2024,P00233,15,Marseille,Livré,,
O023185,28/08/2024,P00045,1,Paris,Expédié,,
O023187,27/11/2024,P00047,10,Marseille,Livré,,
O023188,18/11/2024,P00509,3,Marseille,Livré,,
O023189,02/11/2024,P00379,1,Lyon,Livré,,
O023190,23/02/2024,P00025,2,Lyon,Livré,,
O023192,23/03/2024,P00205,3,Marseille,Livré,,
O023194,15/03/2024,P00404,5,Paris,Livré,,
O023195,07/08/2024,P00886,1,Lyon,Expédié,,
O023196,22/12/2024,P00373,3,Marseille,Livré,,
O023197,02/04/2024,P00671,5,Marseille,Expédié,,
O023200,11/02/2024,P00738,2,Marseille,Livré,,
O023201,25/11/2024,P00234,10,Lyon,Expédié,,
O023203,25/02/2024,P00755,10,Lyon,Livré,,
O023205,09/09/2024,P00831,3,Marseille,Expédié,,
O023206,16/05/2024,P00198,15,Marseille,Livré,,
O023207,10/11/2024,P00320,1,Marseille,Livré,,
O023208,19/10/2024,P00905,1,Marseille,Expédié,31/10/2024,Client insatisfait
O023209,13/10/2024,P00948,2,Paris,Expédié,,
O023211,08/12/2024,P00478,5,Paris,Expédié,,
O023212,27/03/2024,P00957,5,Paris,Livré,,
O023213,02/12/2024,P00037,3,Paris,Livré,,
O023214,08/12/2024,P00913,1,Paris,Livré,,
O023215,18/12/2024,P00755,1,Paris,Livré,,
O023216,19/12/2024,P00355,10,Marseille,Livré,,
O023217,14/12/2024,P00515,10,Paris,Livré,,
O023218,28/12/2024,P00809,5,Paris,Expédié,,
O023219,12/09/2024,P00451,5,Lyon,Livré,,
O023220,12/12/2024,P00707,3,Paris,Livré,,
O023221,14/08/2024,P00839,1,Paris,Livré,22/08/2024,Mauvaise référence
O023222,16/11/2024,P00802,2,Lyon,Livré,,
O023223,13/12/2024,P00943,5,Lyon,Livré,,
O023224,17/07/2024,P00258,3,Lyon,Livré,,
O023225,18/01/2024,P00478,1,Marseille,Livré,,
O023226,22/12/2024,P00397,15,Marseille,Expédié,,
O023227,07/11/2024,P00992,10,Marseille,Expédié,,
O023228,02/11/2024,P00791,2,Paris,Expédié,,
O023229,06/12/2024,P00931,5,Paris,Expédié,,
O023230,06/12/2024,P00515,12,Lyon,Livré,18/12/2024,Mauvaise référence
O023231,05/10/2024,P00357,1,Lyon,Expédié,02/11/2024,Client insatisfait
O023232,30/07/2024,P00518,3,Lyon,Expédié,,
O023233,26/02/2024,P00801,3,Lyon,Expédié,,
O023234,12/02/2024,P00358,2,Lyon,Livré,,
O023235,29/09/2024,P00973,10,Paris,Expédié,,
O023236,05/12/2024,P00895,2,Lyon,Livré,,
O023237,29/08/2024,P00238,1,Marseille,Livré,,
O023238,08/01/2024,P00919,1,Marseille,Livré,,
O023239,06/02/2024,P00099,1,Marseille,Livré,,
O023240,27/04/2024,P00467,2,Paris,Livré,,
O023241,24/07/2024,P00518,5,Marseille,Livré,19/08/2024,Produit abîmé
O023242,11/12/2024,P00414,1,Marseille,Livré,,
O023243,25/04/2024,P00923,5,Paris,Livré,,
O023244,04/09/2024,P00026,5,Lyon,Livré,,
O023245,08/12/2024,P00055,2,Marseille,Livré,,
O023246,01/10/2024,P00017,5,Lyon,Expédié,,
O023247,11/08/2024,P00831,5,Paris,Livré,,
O023248,26/10/2024,P00754,3,Marseille,Livré,,
O023250,22/03/2024,P00839,2,Paris,Livré,,
O023251,24/11/2024,P00714,5,Marseille,Livré,,
O023252,12/05/2024,P00641,15,Lyon,Livré,,
O023253,24/12/2024,P00809,2,Paris,Expédié,,
O023254,24/06/2024,P00722,2,Marseille,Expédié,,
O023255,23/09/2024,P00035,3,Marseille,Expédié,,
O023256,14/01/2024,P00737,1,Paris,Expédié,,
O023257,25/04/2024,P00311,3,Paris,Expédié,,
O023258,05/04/2024,P00414,2,Marseille,Expédié,,
O023259,03/10/2024,P00398,1,Marseille,Livré,,
O023260,02/04/2024,P00277,3,Paris,Livré,,
O023261,07/07/2024,P00629,1,Lyon,Expédié,,
O023262,10/06/2024,P00449,2,Marseille,Livré,,
O023263,28/05/2024,P00905,1,Marseille,Livré,,
O023265,14/11/2024,P00470,1,Lyon,Expédié,,
O023266,09/11/2024,P00742,10,Lyon,Expédié,,
O023268,18/12/2024,P00228,12,Lyon,Expédié,,
O023269,03/03/2024,P00254,1,Paris,Livré,,
O023270,28/11/2024,P00906,3,Paris,Livré,,
O023271,21/12/2024,P00979,2,Marseille,Expédié,,
O023272,07/07/2024,P00381,3,Paris,Expédié,,
O023273,24/10/2024,P00128,2,Marseille,Livré,,
O023274,28/01/2024,P00366,2,Marseille,Livré,,
O023275,02/12/2024,P00008,5,Paris,Livré,,
O023276,29/05/2024,P00867,1,Marseille,Livré,,
O023277,22/02/2024,P00009,1,Paris,Livré,,
O023278,01/12/2024,P00414,8,Marseille,Livré,,
O023279,13/08/2024,P00099,5,Marseille,Livré,,
O023280,17/12/2024,P00981,3,Paris,Livré,,
O023281,12/04/2024,P00482,3,Paris,Livré,,
O023283,04/08/2024,P00198,3,Marseille,Expédié,,
O023284,20/10/2024,P00972,2,Paris,Expédié,,
O023285,17/03/2024,P00070,2,Marseille,Livré,,
O023286,01/10/2024,P00754,3,Lyon,Livré,,
O023287,28/10/2024,P00612,3,Lyon,Livré,,
O023289,27/12/2024,P00751,5,Paris,Livré,15/01/2025,Mauvaise référence
O023290,24/12/2024,P00403,5,Marseille,Livré,,
O023291,04/06/2024,P00388,2,Lyon,Livré,,
O023293,17/06/2024,P00008,2,Marseille,Livré,,
O023294,18/06/2024,P00205,2,Paris,Livré,,
O023295,17/12/2024,P00630,3,Marseille,Livré,,
O023296,30/11/2024,P00923,3,Lyon,Livré,,
O023297,22/01/2024,P00046,10,Marseille,Expédié,,
O023300,21/12/2024,P00796,5,Paris,Expédié,,
O023301,03/11/2024,P00336,12,Paris,Livré,,
O023303,20/12/2024,P00532,5,Paris,Expédié,,
O023304,04/10/2024,P00814,15,Lyon,Expédié,,
O023305,26/12/2024,P00478,5,Lyon,Livré,,
O023307,27/12/2024,P00963,15,Paris,Livré,,
O023308,26/09/2024,P00792,1,Lyon,Livré,,
O023309,30/09/2024,P00319,1,Marseille,Livré,,
O023310,25/03/2024,P00146,3,Marseille,Livré,,
O023311,20/09/2024,P00121,20,Paris,Livré,,
O023312,26/09/2024,P00615,2,Paris,Livré,,
O023313,14/11/2024,P00371,1,Lyon,Livré,,
O023314,28/04/2024,P00175,3,Paris,Livré,,
O023315,24/06/2024,P00729,5,Marseille,Livré,,
O023316,11/01/2024,P00541,2,Lyon,Expédié,,
O023317,28/10/2024,P00780,5,Lyon,Expédié,,
O023318,14/10/2024,P00008,15,Paris,Livré,,
O023319,13/11/2024,P00026,12,Lyon,Expédié,,
O023320,10/08/2024,P00046,2,Marseille,Expédié,30/08/2024,Client insatisfait
O023321,26/12/2024,P00791,2,Marseille,Livré,,
O023322,04/12/2024,P00063,2,Paris,Livré,,
O023323,11/03/2024,P00373,2,Lyon,Expédié,,
O023324,03/12/2024,P00906,1,Paris,Livré,,
O023326,18/09/2024,P00445,8,Marseille,Livré,24/09/2024,Mauvaise référence
O023327,20/08/2024,P00654,2,Marseille,Livré,,
O023328,20/01/2024,P00613,10,Paris,Livré,,
O023329,09/10/2024,P00839,12,Marseille,Livré,,
O023330,16/12/2024,P00654,1,Lyon,Livré,,
O023331,29/11/2024,P00009,20,Lyon,Livré,,
O023332,06/10/2024,P00462,5,Paris,Livré,,
O023334,20/04/2024,P00905,3,Paris,Livré,,
O023335,25/11/2024,P00627,2,Lyon,Expédié,,
O023336,15/08/2024,P00740,3,Marseille,Livré,,
O023337,06/02/2024,P00678,2,Paris,Livré,,
O023338,31/01/2024,P00002,5,Paris,Livré,18/02/2024,Mauvaise référence
O023338,31/01/2024,P00002,5,Paris,Livré,09/02/2024,Livraison incomplète
O023339,02/04/2024,P00002,1,Marseille,Livré,,
O023340,27/11/2024,P00924,5,Lyon,Expédié,,
O023341,12/11/2024,P00526,2,Lyon,Livré,,
O023343,05/11/2024,P00452,1,Paris,Expédié,,
O023344,06/02/2024,P00487,3,Paris,Livré,,
O023345,22/12/2024,P00742,3,Lyon,Expédié,,
O023346,07/10/2024,P00881,2,Marseille,Expédié,,
O023347,12/10/2024,P00418,1,Paris,Expédié,,
O023348,29/11/2024,P00755,12,Paris,Expédié,,
O023349,19/11/2024,P00603,5,Lyon,Livré,,
O023350,26/12/2024,P00418,1,Marseille,Expédié,13/01/2025,Produit abîmé
O023351,01/10/2024,P00671,3,Marseille,Livré,,
O023352,13/10/2024,P00413,3,Marseille,Livré,30/10/2024,Livraison incomplète
O023353,04/11/2024,P00594,1,Marseille,Livré,,
O023354,27/12/2024,P00446,5,Paris,Livré,,
O023355,15/04/2024,P00143,8,Lyon,Livré,,
O023357,14/10/2024,P00092,8,Marseille,Livré,,
O023359,28/01/2024,P00473,1,Paris,Livré,,
O023360,21/09/2024,P00336,10,Lyon,Livré,,
O023361,05/04/2024,P00811,2,Marseille,Livré,,
O023362,08/10/2024,P00234,15,Lyon,Livré,,
O023363,07/12/2024,P00064,1,Lyon,Livré,,
O023364,27/02/2024,P00487,3,Marseille,Livré,,
O023365,18/08/2024,P00705,3,Marseille,Expédié,,
O023366,20/12/2024,P00811,1,Lyon,Expédié,,
O023367,09/07/2024,P00699,8,Marseille,Livré,,
O023368,24/12/2024,P00707,5,Marseille,Livré,,
O023369,03/11/2024,P00742,1,Marseille,Expédié,,
O023370,05/11/2024,P00205,5,Paris,Livré,,
O023371,20/12/2024,P00765,3,Marseille,Livré,,
O023372,17/12/2024,P00633,1,Lyon,Livré,,
O023373,31/01/2024,P00933,20,Lyon,Livré,,
O023374,30/10/2024,P00170,12,Paris,Livré,,
O023375,26/05/2024,P00118,2,Lyon,Livré,,
O023376,28/10/2024,P00250,3,Lyon,Livré,,
O023378,18/04/2024,P00188,2,Lyon,Livré,14/05/2024,Client insatisfait
O023380,12/11/2024,P00159,8,Marseille,Livré,28/11/2024,Client insatisfait
O023381,13/12/2024,P00615,12,Paris,Expédié,,
O023382,09/02/2024,P00490,2,Paris,Livré,,
O023383,28/05/2024,P00336,8,Marseille,Livré,,
O023384,13/12/2024,P00414,3,Marseille,Expédié,,
O023385,28/12/2024,P00240,2,Paris,Livré,,
O023386,22/01/2024,P00008,12,Paris,Expédié,,
O023387,26/08/2024,P00870,3,Paris,Livré,,
O023388,22/11/2024,P00780,3,Paris,Expédié,,
O023389,31/12/2024,P00105,5,Paris,Livré,,
O023390,18/01/2024,P00234,2,Paris,Expédié,,
O023391,02/01/2024,P00767,2,Paris,Livré,,
O023392,04/11/2024,P00688,12,Paris,Expédié,,
O023393,16/12/2024,P00931,5,Lyon,Livré,,
O023394,12/01/2024,P00733,10,Marseille,Livré,,
O023395,29/12/2024,P00710,2,Lyon,Expédié,,
O023396,27/10/2024,P00986,3,Paris,Livré,,
O023397,21/05/2024,P00011,15,Marseille,Livré,,
O023400,18/04/2024,P00149,2,Lyon,Livré,,
O023401,16/11/2024,P00691,1,Marseille,Expédié,,
O023403,31/12/2024,P00233,3,Marseille,Expédié,,
O023404,06/01/2024,P00398,2,Paris,Livré,,
O023406,01/10/2024,P00177,1,Paris,Expédié,,
O023407,14/01/2024,P00032,10,Lyon,Expédié,,
O023408,18/12/2024,P00631,20,Lyon,Livré,,
O023409,08/08/2024,P00290,3,Lyon,Expédié,,
O023410,01/12/2024,P00105,8,Paris,Expédié,,
O023411,18/12/2024,P00362,10,Lyon,Expédié,,
O023412,03/08/2024,P00518,5,Paris,Livré,01/09/2024,Mauvaise référence
O023413,06/12/2024,P00949,1,Marseille,Expédié,,
O023414,22/02/2024,P00631,1,Marseille,Expédié,,
O023415,24/02/2024,P00106,1,Paris,Livré,,
O023416,08/08/2024,P00152,1,Marseille,Expédié,,
O023417,20/12/2024,P00414,2,Paris,Livré,,
O023418,29/09/2024,P00149,2,Marseille,Expédié,,
O023419,29/12/2024,P00026,1,Paris,Livré,,
O023420,07/08/2024,P00670,1,Paris,Expédié,,
O023422,20/10/2024,P00965,3,Lyon,Livré,,
O023424,12/11/2024,P00973,2,Marseille,Livré,,
O023425,30/12/2024,P00233,8,Paris,Livré,,
O023426,18/01/2024,P00396,1,Marseille,Expédié,,
O023427,04/10/2024,P00099,10,Lyon,Expédié,,
O023428,23/12/2024,P00369,15,Marseille,Livré,,
O023429,27/12/2024,P00413,5,Lyon,Livré,,
O023430,29/11/2024,P00182,8,Lyon,Expédié,,
O023431,31/12/2024,P00305,12,Lyon,Livré,,
O023433,23/12/2024,P00764,1,Paris,Livré,,
O023434,02/10/2024,P00710,20,Marseille,Expédié,,
O023435,25/11/2024,P00810,8,Marseille,Livré,,
O023436,22/10/2024,P00026,8,Marseille,Livré,,
O023438,01/02/2024,P00417,2,Lyon,Expédié,,
O023439,12/02/2024,P00140,3,Marseille,Livré,,
O023440,16/03/2024,P00791,5,Paris,Livré,,
O023441,13/10/2024,P00881,5,Lyon,Livré,18/10/2024,Client insatisfait
O023442,17/01/2024,P00445,5,Lyon,Livré,,
O023443,29/11/2024,P00149,1,Lyon,Livré,,
