id_commande;id_produit;quantite;entrepot;date_retour;motif
O041904;P00033;4;Marseille;11/01/2025;Endommage
O029592;P00966;8;Marseille;26/12/2024;Pas comme decrit
O027939;P00912;7;Lyon;10/11/2024;Mauvais article
O028165;P00171;4;Paris;28/04/2024;Pas comme decrit
O026333;P00125;3;Lyon;10/05/2024;Mauvais article
O025173;P00284;3;Paris;18/08/2024;Endommage
O022362;P00167;8;Paris;06/09/2024;Mauvais article
O036558;P00243;6;Lyon;16/03/2024;Endommage
O000422;P00080;2;Marseille;24/10/2024;Endommage
O005657;P00939;7;Marseille;27/12/2024;Mauvais article
O022735;P00262;9;Marseille;19/11/2024;Le client a change d'avis
O023457;P00966;5;Paris;01/11/2024;Pas comme decrit
O043969;P00573;4;Paris;29/10/2024;Le client a change d'avis
O029531;P00761;7;Paris;02/06/2024;Endommage
O024902;P00718;2;Lyon;25/12/2024;Mauvais article
O034129;P00219;1;Marseille;27/11/2024;Endommage
O036378;P00988;7;Paris;18/06/2024;Le client a change d'avis
O036131;P00371;7;Paris;15/06/2024;Endommage
O042547;P00698;3;Paris;02/07/2024;Endommage
O037698;P00946;8;Lyon;11/01/2025;Le client a change d'avis
O037863;P00225;3;Marseille;08/03/2024;Endommage
O027705;P00301;7;Lyon;08/05/2024;Mauvais article
O000606;P00640;4;Paris;08/08/2024;Endommage
O020084;P00336;5;Lyon;25/07/2024;Pas comme decrit
O047869;P00004;3;Lyon;12/05/2024;Le client a change d'avis
O048018;P00140;8;Paris;12/05/2024;Endommage
O043940;P00650;9;Lyon;09/11/2024;Le client a change d'avis
O016112;P00904;8;Paris;10/02/2024;Endommage
O025636;P00483;7;Lyon;06/12/2024;Le client a change d'avis
O047717;P00703;7;Marseille;29/06/2024;Mauvais article
O016582;P00071;6;Lyon;15/05/2024;Le client a change d'avis
O012506;P00257;3;Lyon;29/02/2024;Le client a change d'avis
O013532;P00974;4;Paris;25/09/2024;Endommage
O014987;P00603;7;Marseille;16/04/2024;Le client a change d'avis
O003179;P00278;2;Marseille;18/01/2024;Mauvais article
O017927;P00647;4;Lyon;04/06/2024;Pas comme decrit
O010544;P00662;9;Lyon;02/08/2024;Endommage
O000882;P00699;5;Marseille;03/03/2024;Mauvais article
O023992;P00682;7;Marseille;12/03/2024;Mauvais article
O029931;P00276;2;Paris;20/05/2024;Le client a change d'avis
O009501;P00145;5;Lyon;07/09/2024;Endommage
O046148;P00305;9;Marseille;06/09/2024;Endommage
O001163;P00014;6;Lyon;29/04/2024;Pas comme decrit
O021564;P00335;6;Marseille;03/12/2024;Pas comme decrit
O049618;P00335;9;Marseille;19/06/2024;Pas comme decrit
O039361;P00336;8;Lyon;27/05/2024;Pas comme decrit
O044150;P00561;3;Paris;05/04/2024;Mauvais article
O013869;P00251;1;Paris;20/05/2024;Pas comme decrit
O042756;P00447;1;Lyon;24/05/2024;Pas comme decrit
O019804;P00369;4;Marseille;02/08/2024;Endommage
O045424;P00152;3;Paris;15/09/2024;Pas comme decrit
O016170;P00064;5;Lyon;30/09/2024;Mauvais article
O036284;P00219;6;Lyon;27/01/2025;Pas comme decrit
O005313;P00871;2;Marseille;28/05/2024;Le client a change d'avis
O025810;P00124;7;Marseille;25/12/2024;Pas comme decrit
O046516;P00408;8;Marseille;21/12/2024;Pas comme decrit
O005198;P00035;9;Paris;04/10/2024;Pas comme decrit
O004760;P00535;4;Paris;12/09/2024;Mauvais article
O025094;P00031;7;Lyon;06/09/2024;Le client a change d'avis
O007768;P00476;7;Marseille;06/02/2024;Endommage
O028055;P00805;7;Marseille;23/12/2024;Endommage
O032054;P00522;2;Paris;07/11/2024;Pas comme decrit
O024291;P00516;8;Paris;01/09/2024;Le client a change d'avis
O011124;P00478;1;Paris;10/11/2024;Pas comme decrit
O049287;P00612;3;Paris;10/04/2024;Endommage
O020671;P00020;9;Lyon;13/12/2024;Le client a change d'avis
O029133;P00589;9;Paris;21/06/2024;Pas comme decrit
O040654;P00371;7;Marseille;28/12/2024;Pas comme decrit
O008838;P00369;7;Paris;31/07/2024;Mauvais article
O041917;P00228;4;Marseille;14/09/2024;Le client a change d'avis
O013483;P00891;8;Paris;11/02/2024;Pas comme decrit
O010755;P00830;6;Marseille;18/05/2024;Pas comme decrit
O021997;P00597;6;Paris;08/05/2024;Pas comme decrit
O017075;P00373;7;Paris;03/06/2024;Endommage
O045065;P00375;7;Paris;15/04/2024;Endommage
O021454;P00059;9;Lyon;30/05/2024;Endommage
O029542;P00463;6;Paris;15/09/2024;Mauvais article
O001542;P00070;3;Lyon;19/05/2024;Mauvais article
O016026;P00605;6;Marseille;20/06/2024;Mauvais article
O043157;P00265;4;Paris;02/02/2024;Pas comme decrit
O020952;P00563;8;Marseille;11/04/2024;Endommage
O014255;P00470;5;Paris;26/10/2024;Endommage
O041887;P00529;5;Lyon;24/06/2024;Mauvais article
O016568;P00610;3;Paris;31/01/2025;Mauvais article
O021409;P00661;5;Marseille;22/10/2024;Mauvais article
O038853;P00761;5;Paris;16/04/2024;Pas comme decrit
O014687;P00406;3;Lyon;26/10/2024;Le client a change d'avis
O032743;P00812;2;Paris;14/01/2025;Pas comme decrit
O014362;P00159;2;Lyon;12/04/2024;Mauvais article
O012884;P00553;8;Marseille;23/08/2024;Mauvais article
O032703;P00607;5;Marseille;05/08/2024;Endommage
O025932;P00573;2;Paris;19/07/2024;Mauvais article
O037397;P00205;4;Marseille;02/05/2024;Le client a change d'avis
O018544;P00019;6;Paris;13/10/2024;Le client a change d'avis
O012018;P00332;1;Marseille;29/04/2024;Mauvais article
O039212;P00216;3;Lyon;14/07/2024;Pas comme decrit
O025426;P00598;8;Lyon;26/03/2024;Mauvais article
O013737;P00568;6;Marseille;31/05/2024;Pas comme decrit
O024649;P00295;6;Marseille;15/06/2024;Endommage
O006426;P00816;3;Lyon;31/03/2024;Mauvais article
O028690;P00355;5;Lyon;08/02/2025;Le client a change d'avis
O037774;P00197;9;Lyon;01/05/2024;Le client a change d'avis
O032270;P00077;7;Marseille;24/06/2024;Endommage
O005765;P00789;6;Paris;08/05/2024;Le client a change d'avis
O008076;P00568;8;Lyon;29/11/2024;Pas comme decrit
O030119;P00904;2;Marseille;12/09/2024;Pas comme decrit
O046032;P00789;6;Paris;16/07/2024;Endommage
O011976;P00191;8;Paris;05/01/2025;Le client a change d'avis
O037753;P00228;7;Marseille;31/03/2024;Pas comme decrit
O030065;P00533;1;Marseille;11/08/2024;Endommage
O014714;P00775;3;Lyon;21/06/2024;Endommage
O017102;P00372;4;Paris;22/10/2024;Mauvais article
O028101;P00948;3;Marseille;06/02/2025;Pas comme decrit
O019042;P00470;4;Paris;26/10/2024;Mauvais article
O036779;P00765;8;Lyon;06/03/2024;Endommage
O045265;P00637;6;Lyon;26/07/2024;Le client a change d'avis
O044115;P00902;6;Paris;12/07/2024;Endommage
O029904;P00585;3;Marseille;24/05/2024;Le client a change d'avis
O031391;P00420;9;Marseille;07/03/2024;Mauvais article
O000624;P00976;1;Marseille;15/08/2024;Endommage
O011707;P00056;6;Marseille;21/06/2024;Endommage
O038475;P00813;8;Paris;17/08/2024;Endommage
O044367;P00230;9;Lyon;05/08/2024;Le client a change d'avis
O045686;P00557;7;Lyon;20/02/2024;Mauvais article
O020873;P00296;2;Paris;11/11/2024;Pas comme decrit
O021680;P00530;1;Paris;03/11/2024;Mauvais article
O011265;P00408;6;Marseille;28/06/2024;Mauvais article
O033384;P00139;2;Paris;16/05/2024;Mauvais article
O049387;P00185;4;Marseille;09/07/2024;Endommage
O000931;P00377;8;Lyon;05/12/2024;Le client a change d'avis
O001946;P00831;5;Marseille;09/05/2024;Pas comme decrit
O019438;P00421;7;Marseille;01/11/2024;Le client a change d'avis
O033919;P00989;4;Paris;23/06/2024;Pas comme decrit
O008273;P00929;9;Lyon;12/04/2024;Mauvais article
O012559;P00186;8;Marseille;02/05/2024;Endommage
O043073;P00836;8;Paris;21/12/2024;Pas comme decrit
O004519;P00272;5;Paris;27/03/2024;Le client a change d'avis
O006551;P00663;3;Paris;08/06/2024;Endommage
O039628;P00864;5;Paris;13/10/2024;Pas comme decrit
O021443;P00922;6;Lyon;02/05/2024;Le client a change d'avis
O042092;P00910;7;Lyon;25/02/2024;Mauvais article
O041271;P00834;4;Marseille;06/11/2024;Mauvais article
O007335;P00680;7;Marseille;16/03/2024;Le client a change d'avis
O017437;P00362;6;Lyon;19/12/2024;Mauvais article
O030725;P00048;9;Paris;25/04/2024;Pas comme decrit
O003101;P00565;6;Lyon;31/01/2024;Pas comme decrit
O007659;P00410;9;Marseille;22/12/2024;Pas comme decrit
O027329;P00959;5;Lyon;18/01/2025;Pas comme decrit
O011184;P00955;4;Lyon;08/08/2024;Endommage
O007984;P00719;4;Lyon;16/12/2024;Le client a change d'avis
O030049;P00738;3;Lyon;11/11/2024;Mauvais article
O030660;P00192;3;Paris;15/08/2024;Le client a change d'avis
O012533;P00398;8;Marseille;29/12/2024;Pas comme decrit
O049243;P00212;8;Marseille;26/03/2024;Le client a change d'avis
O006127;P00450;4;Paris;25/07/2024;Mauvais article
O000797;P00567;8;Paris;14/03/2024;Endommage
O049146;P00033;1;Lyon;06/04/2024;Mauvais article
O003063;P00153;4;Lyon;22/12/2024;Endommage
O020799;P00530;6;Paris;20/05/2024;Mauvais article
O022089;P00575;3;Paris;09/10/2024;Mauvais article
O008049;P00478;6;Marseille;02/10/2024;Endommage
O032192;P00080;1;Marseille;26/06/2024;Mauvais article
O015106;P00956;4;Paris;06/09/2024;Mauvais article
O026177;P00235;8;Paris;06/10/2024;Le client a change d'avis
O014841;P00873;6;Paris;18/05/2024;Endommage
O011053;P00250;4;Marseille;06/03/2024;Pas comme decrit
O017994;P00937;5;Lyon;12/02/2024;Endommage
O026205;P00706;5;Marseille;02/09/2024;Mauvais article
O036665;P00378;2;Paris;30/10/2024;Le client a change d'avis
O024090;P00067;8;Marseille;01/06/2024;Endommage
O020913;P00551;1;Marseille;31/01/2024;Pas comme decrit
O030216;P00661;4;Marseille;26/10/2024;Pas comme decrit
O023330;P00082;8;Lyon;16/12/2024;Mauvais article
O042456;P00606;6;Lyon;03/07/2024;Pas comme decrit
O017882;P00020;5;Marseille;29/10/2024;Pas comme decrit
O016279;P00589;4;Lyon;31/03/2024;Mauvais article
O012953;P00406;4;Paris;18/06/2024;Mauvais article
O007947;P00046;3;Paris;04/04/2024;Le client a change d'avis
O043028;P00954;4;Lyon;28/09/2024;Mauvais article
O042996;P00191;3;Paris;06/09/2024;Mauvais article
O020072;P00838;5;Lyon;21/03/2024;Mauvais article
O049729;P00706;1;Paris;11/09/2024;Endommage
O001839;P00273;6;Lyon;13/12/2024;Endommage
O028804;P00581;4;Marseille;02/03/2024;Mauvais article
O043235;P00528;3;Paris;02/11/2024;Le client a change d'avis
O028417;P00914;7;Marseille;03/09/2024;Pas comme decrit
O026465;P00441;5;Paris;24/12/2024;Mauvais article
O034234;P00593;4;Lyon;12/02/2024;Mauvais article
O012199;P00032;7;Lyon;18/06/2024;Pas comme decrit
O003864;P00809;4;Marseille;06/02/2024;Pas comme decrit
O029224;P00920;4;Lyon;18/01/2024;Le client a change d'avis
O033704;P00633;4;Lyon;24/11/2024;Mauvais article
O043711;P00889;1;Paris;25/02/2024;Le client a change d'avis
O047534;P00066;5;Paris;25/04/2024;Endommage
O031915;P00931;1;Lyon;22/05/2024;Pas comme decrit
O046716;P00029;2;Marseille;23/09/2024;Pas comme decrit
O024315;P00766;6;Paris;13/06/2024;Le client a change d'avis
O001236;P00051;1;Paris;22/03/2024;Pas comme decrit
O030881;P00138;3;Lyon;24/06/2024;Endommage
O000257;P00575;5;Paris;02/05/2024;Endommage
O046905;P00293;6;Lyon;16/03/2024;Pas comme decrit
O041897;P00335;3;Paris;13/11/2024;Endommage
O043453;P00158;7;Marseille;26/03/2024;Pas comme decrit
O003269;P00377;3;Marseille;13/02/2024;Le client a change d'avis
O046092;P00594;9;Lyon;06/08/2024;Pas comme decrit
O014975;P00713;2;Lyon;27/09/2024;Le client a change d'avis
O007109;P00716;2;Paris;22/10/2024;Endommage
O049409;P00008;8;Lyon;06/06/2024;Mauvais article
O015186;P00145;4;Paris;05/12/2024;Le client a change d'avis
O037350;P00982;2;Paris;23/08/2024;Endommage
O030844;P00492;9;Lyon;18/03/2024;Pas comme decrit
O010989;P00542;8;Paris;26/09/2024;Pas comme decrit
O004391;P00949;3;Lyon;13/05/2024;Endommage
O048525;P00592;4;Lyon;30/11/2024;Pas comme decrit
O047853;P00091;1;Lyon;14/04/2024;Mauvais article
O001195;P00782;2;Paris;03/03/2024;Pas comme decrit
O030996;P00298;4;Marseille;12/11/2024;Pas comme decrit
O017952;P00701;8;Paris;15/12/2024;Pas comme decrit
O000814;P00686;9;Marseille;20/11/2024;Pas comme decrit
O047013;P00136;1;Lyon;18/07/2024;Endommage
O040336;P00610;7;Paris;18/10/2024;Pas comme decrit
O044140;P00587;2;Lyon;04/03/2024;Mauvais article
O032057;P00004;7;Lyon;08/02/2024;Endommage
O040263;P00577;8;Paris;22/09/2024;Endommage
O045137;P00607;8;Paris;28/06/2024;Le client a change d'avis
O017276;P00505;7;Paris;23/06/2024;Le client a change d'avis
O028950;P00238;7;Marseille;24/05/2024;Pas comme decrit
O044988;P00408;7;Lyon;06/08/2024;Mauvais article
O002951;P00217;6;Lyon;01/09/2024;Pas comme decrit
O047267;P00518;9;Marseille;09/11/2024;Endommage
O030439;P00815;3;Lyon;02/01/2025;Pas comme decrit
O038622;P00102;6;Lyon;03/11/2024;Pas comme decrit
O011669;P00180;7;Marseille;28/12/2024;Pas comme decrit
O004331;P00832;7;Lyon;29/02/2024;Mauvais article
O016968;P00617;5;Marseille;19/11/2024;Mauvais article
O040335;P00556;9;Lyon;13/02/2024;Le client a change d'avis
O036590;P00882;1;Paris;30/01/2024;Endommage
O033207;P00582;1;Lyon;24/06/2024;Le client a change d'avis
O001772;P00170;4;Lyon;16/01/2025;Endommage
O039451;P00103;5;Lyon;15/01/2025;Pas comme decrit
O018941;P00406;4;Paris;08/02/2024;Le client a change d'avis
O010401;P00094;3;Paris;27/05/2024;Endommage
O007344;P00064;9;Lyon;25/10/2024;Pas comme decrit
O041922;P00983;8;Marseille;20/02/2024;Pas comme decrit
O024528;P00693;5;Paris;19/11/2024;Le client a change d'avis
O043573;P00071;3;Marseille;25/06/2024;Endommage
O037590;P00919;1;Marseille;25/11/2024;Pas comme decrit
O013528;P00220;6;Paris;12/08/2024;Le client a change d'avis
O030920;P00494;4;Paris;30/03/2024;Pas comme decrit
O017834;P00546;3;Paris;24/06/2024;Le client a change d'avis
O033784;P00503;8;Lyon;08/12/2024;Pas comme decrit
O005405;P00990;4;Paris;06/05/2024;Le client a change d'avis
O038898;P00152;1;Marseille;20/01/2024;Le client a change d'avis
O005930;P00242;2;Marseille;26/12/2024;Pas comme decrit
O001769;P00280;3;Marseille;23/06/2024;Endommage
O003958;P00742;5;Lyon;20/02/2024;Le client a change d'avis
O012893;P00130;9;Marseille;20/02/2024;Endommage
O040076;P00697;2;Lyon;23/07/2024;Pas comme decrit
O009551;P00442;7;Paris;30/10/2024;Pas comme decrit
O016630;P00848;8;Lyon;16/04/2024;Pas comme decrit
O014911;P00395;8;Marseille;08/06/2024;Le client a change d'avis
O018100;P00065;6;Marseille;21/12/2024;Endommage
O036690;P00696;9;Lyon;06/12/2024;Mauvais article
O048463;P00382;8;Lyon;10/04/2024;Endommage
O037866;P00969;7;Paris;11/09/2024;Endommage
O018695;P00892;2;Lyon;13/08/2024;Endommage
O003755;P00236;4;Paris;29/02/2024;Mauvais article
O045925;P00986;5;Paris;21/10/2024;Endommage
O004850;P00367;3;Marseille;31/10/2024;Mauvais article
O008040;P00810;6;Paris;19/02/2024;Le client a change d'avis
O044585;P00927;6;Marseille;24/12/2024;Pas comme decrit
O030012;P00711;3;Marseille;29/06/2024;Le client a change d'avis
O033340;P00174;5;Lyon;11/10/2024;Pas comme decrit
O017170;P00725;9;Paris;29/05/2024;Mauvais article
O033458;P00982;6;Paris;24/05/2024;Le client a change d'avis
O007467;P00691;2;Lyon;02/03/2024;Mauvais article
O041443;P00070;7;Paris;20/09/2024;Endommage
O037281;P00948;3;Marseille;19/10/2024;Mauvais article
O015592;P00933;7;Lyon;06/02/2024;Pas comme decrit
O024605;P00178;7;Marseille;02/11/2024;Pas comme decrit
O012167;P00336;9;Paris;07/07/2024;Endommage
O048001;P00781;5;Paris;29/11/2024;Endommage
O032181;P00819;5;Lyon;07/03/2024;Le client a change d'avis
O033995;P00512;4;Lyon;01/02/2024;Pas comme decrit
O033944;P00123;3;Paris;01/08/2024;Endommage
O034867;P00211;6;Paris;30/12/2024;Le client a change d'avis
O009021;P00824;3;Marseille;14/09/2024;Mauvais article
O034355;P00989;9;Lyon;11/01/2025;Endommage
O015101;P00441;5;Lyon;22/08/2024;Mauvais article
O003551;P00823;7;Lyon;18/05/2024;Endommage
O015376;P00863;1;Paris;21/09/2024;Pas comme decrit
O020327;P00507;2;Marseille;19/07/2024;Mauvais article
O014681;P00201;7;Paris;27/02/2024;Le client a change d'avis
O001382;P00972;4;Marseille;06/03/2024;Le client a change d'avis
O034895;P00519;8;Paris;08/12/2024;Endommage
O047301;P00564;6;Marseille;15/10/2024;Le client a change d'avis
O039005;P00051;3;Lyon;01/06/2024;Pas comme decrit
O021258;P00714;1;Paris;02/08/2024;Endommage
O000391;P00658;1;Lyon;07/10/2024;Mauvais article
O029381;P00602;5;Marseille;06/11/2024;Pas comme decrit
O009457;P00086;3;Marseille;27/05/2024;Mauvais article
O032644;P00028;8;Marseille;02/11/2024;Mauvais article
O015977;P00214;3;Paris;15/01/2025;Le client a change d'avis
O031771;P00612;8;Lyon;13/08/2024;Mauvais article
O026274;P00465;4;Marseille;05/11/2024;Mauvais article
O015623;P00130;9;Marseille;30/07/2024;Le client a change d'avis
O009170;P00232;3;Lyon;07/12/2024;Le client a change d'avis
O043982;P00663;6;Marseille;01/02/2024;Mauvais article
O047226;P00053;5;Lyon;08/09/2024;Pas comme decrit
O032986;P00101;9;Lyon;20/04/2024;Endommage
O045365;P00018;9;Paris;25/01/2024;Endommage
O035633;P00105;3;Lyon;22/01/2024;Endommage
O010198;P00265;8;Marseille;18/12/2024;Endommage
O039123;P00595;6;Paris;16/07/2024;Pas comme decrit
O039808;P00352;2;Paris;10/07/2024;Pas comme decrit
O036509;P00205;3;Marseille;19/10/2024;Endommage
O008937;P00452;7;Lyon;23/04/2024;Le client a change d'avis
O027480;P00212;2;Marseille;15/06/2024;Pas comme decrit
O047783;P00232;8;Paris;22/04/2024;Le client a change d'avis
O027718;P00562;7;Lyon;23/06/2024;Endommage
O017223;P00719;9;Marseille;31/10/2024;Endommage
O021675;P00333;9;Marseille;26/05/2024;Endommage
O019255;P00446;1;Paris;14/05/2024;Mauvais article
O016992;P00329;1;Lyon;21/01/2025;Pas comme decrit
O033050;P00669;1;Paris;12/09/2024;Pas comme decrit
O042643;P00283;9;Paris;24/03/2024;Le client a change d'avis
O013229;P00759;8;Paris;03/07/2024;Pas comme decrit
O039076;P00171;2;Lyon;28/03/2024;Le client a change d'avis
O011629;P00978;5;Marseille;14/09/2024;Endommage
O015710;P00962;2;Lyon;17/10/2024;Endommage
O017449;P00602;8;Lyon;13/08/2024;Mauvais article
O021318;P00062;4;Paris;29/03/2024;Mauvais article
O046997;P00009;1;Marseille;29/08/2024;Mauvais article
O020754;P00981;6;Paris;14/09/2024;Pas comme decrit
O018150;P00012;5;Lyon;16/01/2025;Endommage
O005006;P00292;7;Marseille;25/09/2024;Le client a change d'avis
O048660;P00517;4;Marseille;22/11/2024;Le client a change d'avis
O018606;P00415;2;Marseille;23/06/2024;Le client a change d'avis
O010979;P00953;6;Lyon;12/03/2024;Pas comme decrit
O013079;P00795;8;Marseille;28/06/2024;Endommage
O003935;P00244;5;Paris;24/09/2024;Pas comme decrit
O000297;P00610;4;Paris;25/05/2024;Le client a change d'avis
O017293;P00760;5;Paris;17/03/2024;Pas comme decrit
O043691;P00198;2;Marseille;02/09/2024;Endommage
O033093;P00816;4;Lyon;24/03/2024;Pas comme decrit
O015393;P00319;1;Lyon;09/01/2025;Pas comme decrit
O049162;P00544;7;Marseille;13/11/2024;Endommage
O030464;P00167;1;Lyon;30/12/2024;Endommage
O004915;P00541;8;Marseille;14/09/2024;Pas comme decrit
O006097;P00846;8;Paris;22/11/2024;Mauvais article
O026325;P00708;9;Paris;01/03/2024;Mauvais article
O045382;P00250;6;Marseille;29/12/2024;Mauvais article
O046020;P00832;8;Lyon;27/06/2024;Le client a change d'avis
O001326;P00913;3;Paris;04/08/2024;Pas comme decrit
O041902;P00380;4;Marseille;01/10/2024;Mauvais article
O040741;P00621;6;Paris;21/08/2024;Le client a change d'avis
O007731;P00161;4;Marseille;30/10/2024;Endommage
O001582;P00914;1;Lyon;06/04/2024;Pas comme decrit
O040891;P00753;2;Lyon;20/02/2024;Endommage
O002372;P00147;1;Paris;05/11/2024;Mauvais article
O030561;P00419;2;Paris;20/08/2024;Le client a change d'avis
O011324;P00481;2;Lyon;21/12/2024;Pas comme decrit
O009616;P00417;1;Paris;29/09/2024;Endommage
O018998;P00348;7;Marseille;13/08/2024;Le client a change d'avis
O045379;P00806;3;Lyon;09/09/2024;Pas comme decrit
O001107;P00744;7;Marseille;09/11/2024;Pas comme decrit
O005708;P00228;8;Marseille;16/09/2024;Pas comme decrit
O046857;P00205;5;Paris;18/05/2024;Le client a change d'avis
O025641;P00437;3;Lyon;08/05/2024;Pas comme decrit
O018032;P00374;1;Paris;02/12/2024;Pas comme decrit
O002454;P00945;1;Paris;22/02/2024;Endommage
O044584;P00551;2;Lyon;29/07/2024;Le client a change d'avis
O027030;P00970;8;Lyon;20/05/2024;Endommage
O025408;P00636;7;Lyon;19/03/2024;Mauvais article
O000906;P00126;4;Marseille;14/09/2024;Endommage
O018519;P00781;4;Paris;02/07/2024;Pas comme decrit
O030212;P00598;7;Paris;07/03/2024;Pas comme decrit
O047531;P00914;7;Paris;02/10/2024;Le client a change d'avis
O030942;P00518;4;Marseille;01/03/2024;Endommage
O017722;P00900;7;Marseille;11/12/2024;Pas comme decrit
O009325;P00216;1;Paris;19/12/2024;Le client a change d'avis
O039128;P00130;8;Marseille;13/12/2024;Mauvais article
O010601;P00647;7;Paris;05/06/2024;Pas comme decrit
O017517;P00598;5;Paris;17/07/2024;Le client a change d'avis
O012147;P00855;7;Lyon;01/07/2024;Le client a change d'avis
O020961;P00790;5;Marseille;08/06/2024;Le client a change d'avis
O028309;P00422;7;Marseille;19/10/2024;Le client a change d'avis
O032449;P00364;3;Lyon;28/06/2024;Le client a change d'avis
O034275;P00170;5;Paris;26/10/2024;Endommage
O026218;P00737;6;Paris;24/01/2025;Endommage
O036763;P00653;4;Lyon;11/04/2024;Le client a change d'avis
O034354;P00571;9;Marseille;26/12/2024;Le client a change d'avis
O046929;P00772;3;Paris;18/04/2024;Mauvais article
O037605;P00756;4;Paris;03/10/2024;Endommage
O030371;P00872;3;Paris;01/10/2024;Mauvais article
O034758;P00340;1;Paris;05/05/2024;Pas comme decrit
O037981;P00386;7;Lyon;28/07/2024;Mauvais article
O040245;P00369;8;Paris;18/01/2025;Le client a change d'avis
O044847;P00743;6;Marseille;15/09/2024;Mauvais article
O014866;P00041;9;Marseille;02/08/2024;Pas comme decrit
O014398;P00746;5;Marseille;15/07/2024;Endommage
O035115;P00367;5;Marseille;27/12/2024;Pas comme decrit
O004753;P00393;7;Paris;02/03/2024;Pas comme decrit
O045076;P00789;3;Paris;11/11/2024;Pas comme decrit
O013837;P00321;3;Lyon;18/09/2024;Endommage
O030510;P00622;9;Marseille;13/07/2024;Le client a change d'avis
O000007;P00154;4;Lyon;11/10/2024;Pas comme decrit
O041240;P00813;8;Marseille;01/05/2024;Pas comme decrit
O011206;P00572;8;Marseille;30/04/2024;Pas comme decrit
O029535;P00837;7;Marseille;02/09/2024;Pas comme decrit
O015997;P00412;3;Lyon;01/03/2024;Pas comme decrit
O041538;P00215;2;Marseille;01/11/2024;Endommage
O032112;P00344;8;Paris;05/04/2024;Pas comme decrit
O008317;P00293;7;Lyon;27/02/2024;Endommage
O041474;P00370;6;Marseille;05/02/2024;Mauvais article
O036879;P00616;9;Lyon;12/10/2024;Pas comme decrit
O048957;P00970;6;Lyon;15/09/2024;Endommage
O011356;P00717;1;Lyon;22/02/2024;Endommage
O049725;P00660;4;Lyon;15/02/2024;Mauvais article
O028768;P00275;9;Marseille;24/07/2024;Pas comme decrit
O026598;P00127;8;Paris;26/08/2024;Endommage
O014453;P00900;3;Paris;24/05/2024;Mauvais article
O028189;P00325;8;Marseille;05/05/2024;Pas comme decrit
O028465;P00456;7;Marseille;18/10/2024;Mauvais article
O001700;P00109;4;Paris;10/08/2024;Endommage
O041508;P00583;3;Marseille;18/03/2024;Pas comme decrit
O014554;P00456;8;Lyon;31/10/2024;Le client a change d'avis
O008733;P00981;5;Marseille;26/08/2024;Endommage
O002070;P00459;3;Paris;27/10/2024;Mauvais article
O044011;P00255;2;Marseille;16/07/2024;Pas comme decrit
O000039;P00063;6;Paris;04/12/2024;Le client a change d'avis
O028591;P00356;6;Paris;25/04/2024;Mauvais article
O028259;P00928;4;Paris;10/09/2024;Le client a change d'avis
O019251;P00670;4;Lyon;28/08/2024;Pas comme decrit
O023019;P00914;6;Paris;30/10/2024;Mauvais article
O046345;P00469;5;Marseille;17/02/2024;Le client a change d'avis
O000650;P00209;6;Paris;20/10/2024;Endommage
O003229;P00215;1;Marseille;28/08/2024;Le client a change d'avis
O043000;P00777;5;Lyon;01/07/2024;Pas comme decrit
O018938;P00962;5;Paris;10/03/2024;Mauvais article
O017255;P00320;8;Paris;28/02/2024;Le client a change d'avis
O020175;P00677;7;Paris;31/08/2024;Pas comme decrit
O046444;P00840;7;Marseille;04/01/2025;Endommage
O042607;P00793;1;Marseille;19/10/2024;Le client a change d'avis
O031201;P00526;6;Marseille;11/01/2025;Endommage
O025813;P00332;1;Paris;17/02/2024;Le client a change d'avis
O027082;P00725;3;Lyon;08/09/2024;Endommage
O032189;P00113;4;Paris;29/07/2024;Le client a change d'avis
O029418;P00156;5;Lyon;10/05/2024;Le client a change d'avis
O020271;P00432;3;Marseille;11/10/2024;Endommage
O021674;P00295;3;Marseille;31/05/2024;Pas comme decrit
O043069;P00937;5;Marseille;06/01/2025;Le client a change d'avis
O019824;P00769;6;Paris;07/06/2024;Pas comme decrit
O040174;P00580;6;Lyon;23/10/2024;Mauvais article
O002669;P00623;1;Lyon;13/12/2024;Endommage
O009398;P00135;4;Marseille;20/07/2024;Pas comme decrit
O008721;P00486;1;Lyon;18/07/2024;Mauvais article
O048553;P00490;8;Lyon;13/05/2024;Mauvais article
O042197;P00799;3;Paris;15/12/2024;Le client a change d'avis
O047784;P00927;7;Marseille;27/08/2024;Le client a change d'avis
O021195;P00386;1;Lyon;31/10/2024;Le client a change d'avis
O013507;P00108;1;Lyon;07/03/2024;Mauvais article
O033925;P00775;4;Marseille;03/09/2024;Le client a change d'avis
O024758;P00146;4;Paris;30/04/2024;Pas comme decrit
O028875;P01000;9;Marseille;23/03/2024;Pas comme decrit
O031147;P00202;1;Lyon;28/06/2024;Mauvais article
O014144;P00865;3;Paris;01/02/2024;Pas comme decrit
O046272;P00032;7;Marseille;26/03/2024;Mauvais article
O033979;P00476;5;Paris;29/04/2024;Mauvais article
O004939;P00478;6;Marseille;17/04/2024;Le client a change d'avis
O014873;P00279;1;Lyon;26/08/2024;Endommage
O026666;P00807;8;Paris;02/03/2024;Pas comme decrit
O019567;P00044;1;Marseille;19/04/2024;Pas comme decrit
O040208;P00632;5;Lyon;20/10/2024;Endommage
O019739;P00805;5;Paris;20/06/2024;Endommage
