id_commande,date_commande,id_produit,quantité,entrepôt,statut,date_retour,motif,return_flag,order_month
O028489,2024-02-01,P00371,2,Marseille,Livré,2024-02-28,Produit abîmé,1,2
O028490,2024-03-17,P00593,5,Paris,Expédié,,,0,3
O028492,2024-03-21,P00090,5,Marseille,Expédié,,,0,3
O028494,2024-12-24,P00931,3,Lyon,Expédié,,,0,12
O028495,2024-09-03,P00732,1,Lyon,Expédié,,,0,9
O028496,2024-10-25,P00802,5,Lyon,Livré,,,0,10
O028497,2024-12-19,P00253,2,Lyon,Livré,,,0,12
O028498,2024-11-07,P00740,1,Lyon,Livré,,,0,11
O028499,2024-12-11,P00859,3,Lyon,Expédié,,,0,12
O028500,2024-12-07,P00510,20,Lyon,Livré,,,0,12
O028501,2024-10-16,P00035,2,Lyon,Livré,,,0,10
O028503,2024-12-11,P00778,15,Lyon,Expédié,,,0,12
O028505,2024-06-02,P00622,1,Marseille,Livré,,,0,6
O028506,2024-12-07,P00616,8,Paris,Livré,2024-12-30,Client insatisfait,1,12
O028509,2024-07-29,P00838,1,Lyon,Expédié,,,0,7
O028510,2024-12-07,P00357,2,Paris,Expédié,,,0,12
O028511,2024-11-09,P00452,3,Lyon,Expédié,,,0,11
O028513,2024-10-30,P00283,3,Paris,Livré,,,0,10
O028514,2024-10-13,P00371,8,Marseille,Livré,,,0,10
O028515,2024-12-03,P00906,5,Marseille,Livré,,,0,12
O028516,2024-08-24,P00121,3,Lyon,Expédié,,,0,8
O028517,2024-01-14,P00290,12,Paris,Livré,,,0,1
O028519,2024-07-21,P00012,3,Marseille,Livré,,,0,7
O028520,2024-12-18,P00973,1,Lyon,Expédié,,,0,12
O028521,2024-12-21,P00792,1,Marseille,Livré,,,0,12
O028522,2024-08-29,P00990,2,Paris,Livré,,,0,8
O028523,2024-11-20,P00486,5,Marseille,Expédié,,,0,11
O028525,2024-12-21,P00400,1,Lyon,Livré,,,0,12
O028527,2024-12-04,P00714,1,Marseille,Livré,,,0,12
O028528,2024-08-30,P00184,1,Lyon,Livré,,,0,8
O028529,2024-09-19,P00923,3,Marseille,Expédié,,,0,9
O028530,2024-10-27,P00630,1,Paris,Livré,,,0,10
O028531,2024-11-26,P00568,1,Paris,Expédié,,,0,11
O028533,2024-03-12,P00424,3,Lyon,Livré,,,0,3
O028535,2024-05-12,P00292,8,Paris,Livré,,,0,5
O028536,2024-04-18,P00240,2,Lyon,Livré,,,0,4
O028537,2024-08-25,P00462,3,Paris,Livré,,,0,8
O028538,2024-04-30,P00063,1,Marseille,Expédié,,,0,4
O028540,2024-04-03,P00933,12,Lyon,Livré,,,0,4
O028541,2024-05-06,P00755,2,Lyon,Livré,,,0,5
O028542,2024-02-29,P00009,20,Lyon,Livré,,,0,2
O028543,2024-11-22,P00039,15,Lyon,Livré,,,0,11
O028544,2024-12-04,P00371,8,Lyon,Expédié,,,0,12
O028545,2024-11-05,P00336,1,Paris,Livré,,,0,11
O028546,2024-09-16,P00106,3,Lyon,Expédié,,,0,9
O028547,2024-01-25,P00082,1,Lyon,Livré,,,0,1
O028548,2024-12-03,P00620,12,Paris,Expédié,,,0,12
O028549,2024-12-01,P00912,8,Marseille,Expédié,,,0,12
O028550,2024-11-10,P00945,15,Lyon,Livré,,,0,11
O028551,2024-11-02,P00884,5,Paris,Expédié,,,0,11
O028552,2024-06-29,P00334,3,Paris,Livré,,,0,6
O028553,2024-11-26,P00738,3,Lyon,Expédié,,,0,11
O028555,2024-09-11,P00610,2,Marseille,Expédié,,,0,9
O028556,2024-09-22,P00403,3,Marseille,Expédié,,,0,9
O028557,2024-02-24,P00370,5,Lyon,Livré,2024-03-24,Produit abîmé,1,2
O028558,2024-12-07,P00025,12,Paris,Livré,,,0,12
O028559,2024-07-17,P00024,3,Marseille,Expédié,,,0,7
O028560,2024-01-10,P00778,10,Marseille,Livré,,,0,1
O028561,2024-06-11,P00106,10,Marseille,Livré,,,0,6
O028562,2024-03-03,P00710,3,Marseille,Livré,,,0,3
O028563,2024-11-30,P00226,2,Lyon,Livré,,,0,11
O028564,2024-12-15,P00233,5,Paris,Expédié,,,0,12
O028565,2024-11-06,P00711,2,Marseille,Livré,,,0,11
O028569,2024-12-19,P00319,1,Marseille,Livré,,,0,12
O028571,2024-10-06,P00387,2,Paris,Livré,,,0,10
O028572,2024-04-10,P00515,20,Lyon,Livré,,,0,4
O028575,2024-01-18,P00330,1,Lyon,Livré,2024-02-09,Produit abîmé,1,1
O028576,2024-11-15,P00680,5,Paris,Livré,,,0,11
O028578,2024-11-10,P00943,10,Paris,Expédié,,,0,11
O028579,2024-12-15,P00047,5,Paris,Expédié,,,0,12
O028580,2024-11-11,P00751,3,Paris,Livré,,,0,11
O028581,2024-09-02,P00133,5,Marseille,Livré,,,0,9
O028582,2024-09-03,P00765,2,Paris,Livré,,,0,9
O028583,2024-04-02,P00633,1,Lyon,Livré,,,0,4
O028584,2024-08-13,P00510,15,Lyon,Livré,,,0,8
O028585,2024-11-07,P00948,2,Paris,Livré,,,0,11
O028586,2024-02-05,P00521,5,Paris,Livré,,,0,2
O028587,2024-01-16,P00336,3,Lyon,Expédié,,,0,1
O028588,2024-09-07,P00170,1,Paris,Livré,,,0,9
O028589,2024-02-24,P00185,15,Marseille,Livré,,,0,2
O028590,2024-01-16,P00893,8,Marseille,Livré,,,0,1
O028591,2024-01-19,P00613,1,Paris,Livré,2024-02-18,Livraison incomplète,1,1
O028592,2024-01-13,P00865,20,Lyon,Livré,2024-01-28,Livraison incomplète,1,1
O028596,2024-06-28,P00810,8,Paris,Livré,,,0,6
O028597,2024-02-29,P00373,3,Paris,Livré,,,0,2
O028598,2024-03-18,P00451,5,Marseille,Livré,,,0,3
O028599,2024-05-10,P00654,1,Marseille,Livré,,,0,5
O028600,2024-12-08,P00802,3,Marseille,Livré,,,0,12
O028601,2024-12-25,P00467,1,Paris,Livré,2025-01-06,Livraison incomplète,1,12
O028602,2024-11-10,P00631,3,Lyon,Livré,,,0,11
O028603,2024-11-01,P00485,3,Paris,Expédié,2024-11-29,Livraison incomplète,1,11
O028604,2024-01-29,P00182,10,Lyon,Livré,,,0,1
O028605,2024-10-05,P00893,8,Lyon,Livré,,,0,10
O028606,2024-12-04,P00681,1,Paris,Livré,,,0,12
O028607,2024-06-22,P00755,10,Marseille,Expédié,,,0,6
O028608,2024-11-06,P00296,3,Paris,Livré,,,0,11
O028609,2024-12-06,P00161,5,Marseille,Expédié,,,0,12
O028610,2024-12-05,P00008,1,Lyon,Livré,,,0,12
O028611,2024-12-11,P00732,10,Paris,Livré,,,0,12
O028613,2024-12-04,P00202,12,Marseille,Livré,,,0,12
O028614,2024-01-31,P00839,8,Paris,Livré,,,0,1
O028615,2024-12-03,P00435,15,Marseille,Livré,,,0,12
O028616,2024-02-19,P00301,2,Lyon,Livré,,,0,2
O028617,2024-01-13,P00846,10,Marseille,Livré,,,0,1
O028618,2024-11-25,P00055,3,Lyon,Expédié,,,0,11
O028619,2024-01-02,P00886,1,Marseille,Expédié,,,0,1
O028620,2024-01-01,P00973,5,Paris,Expédié,,,0,1
O028621,2024-12-27,P00551,5,Lyon,Livré,,,0,12
O028622,2024-04-29,P00594,2,Paris,Expédié,,,0,4
O028623,2024-04-28,P00404,1,Marseille,Expédié,,,0,4
O028624,2024-10-03,P00462,1,Marseille,Livré,,,0,10
O028625,2024-02-01,P00470,2,Lyon,Livré,,,0,2
O028626,2024-02-22,P00794,1,Marseille,Livré,,,0,2
O028627,2024-12-22,P00981,1,Lyon,Livré,,,0,12
O028630,2024-02-19,P00284,2,Lyon,Expédié,,,0,2
O028631,2024-03-19,P00225,15,Paris,Livré,,,0,3
O028633,2024-12-23,P00233,8,Paris,Expédié,,,0,12
O028635,2024-12-29,P00121,2,Marseille,Livré,2025-01-28,Client insatisfait,1,12
O028637,2024-12-07,P00873,15,Lyon,Livré,2025-01-03,Produit abîmé,1,12
O028638,2024-03-15,P00036,5,Marseille,Livré,,,0,3
O028639,2024-01-18,P00740,3,Paris,Livré,,,0,1
O028640,2024-12-13,P00488,3,Paris,Livré,,,0,12
O028641,2024-12-14,P00212,2,Marseille,Livré,,,0,12
O028642,2024-10-12,P00198,1,Lyon,Expédié,,,0,10
O028643,2024-01-08,P00467,2,Marseille,Livré,,,0,1
O028644,2024-06-19,P00672,3,Paris,Livré,,,0,6
O028645,2024-10-27,P00451,3,Marseille,Livré,2024-11-07,Mauvaise référence,1,10
O028646,2024-10-24,P00895,8,Marseille,Livré,,,0,10
O028647,2024-12-18,P00688,2,Paris,Livré,,,0,12
O028648,2024-06-28,P00254,5,Paris,Livré,,,0,6
O028649,2024-12-11,P00506,3,Lyon,Livré,,,0,12
O028650,2024-11-17,P00366,15,Paris,Livré,,,0,11
O028651,2024-10-28,P00488,2,Paris,Livré,,,0,10
O028652,2024-11-27,P00017,12,Lyon,Livré,,,0,11
O028653,2024-11-23,P00270,10,Paris,Livré,,,0,11
O028655,2024-10-15,P00622,5,Lyon,Livré,,,0,10
O028656,2024-10-22,P00284,5,Lyon,Livré,,,0,10
O028657,2024-11-24,P00903,1,Lyon,Livré,,,0,11
O028658,2024-11-24,P00128,15,Paris,Livré,,,0,11
O028659,2024-12-05,P00615,1,Lyon,Livré,,,0,12
O028660,2024-09-06,P00876,3,Lyon,Livré,,,0,9
O028661,2024-12-09,P00931,2,Lyon,Livré,,,0,12
O028662,2024-11-28,P00568,2,Marseille,Livré,,,0,11
O028663,2024-10-07,P00012,5,Paris,Livré,,,0,10
O028665,2024-12-18,P00509,12,Lyon,Livré,,,0,12
O028666,2024-03-05,P00973,3,Lyon,Expédié,,,0,3
O028668,2024-12-07,P00488,20,Marseille,Livré,,,0,12
O028669,2024-11-15,P00778,3,Lyon,Expédié,,,0,11
O028670,2024-01-30,P00809,1,Paris,Livré,,,0,1
O028671,2024-12-10,P00501,1,Marseille,Livré,,,0,12
O028672,2024-12-21,P00742,5,Lyon,Livré,,,0,12
O028673,2024-09-20,P00362,1,Paris,Livré,,,0,9
O028674,2024-11-12,P00149,3,Lyon,Livré,,,0,11
O028675,2024-11-23,P00118,1,Lyon,Livré,,,0,11
O028677,2024-04-03,P00535,2,Marseille,Livré,,,0,4
O028679,2024-12-23,P00009,8,Marseille,Livré,,,0,12
O028680,2024-12-31,P00740,3,Marseille,Livré,,,0,12
O028683,2024-01-29,P00623,1,Paris,Livré,,,0,1
O028684,2024-12-06,P00957,2,Marseille,Livré,2025-01-03,Livraison incomplète,1,12
O028685,2024-11-22,P00151,2,Lyon,Livré,,,0,11
O028686,2024-01-02,P00521,1,Marseille,Expédié,,,0,1
O028688,2024-10-19,P00118,3,Marseille,Livré,,,0,10
O028690,2024-10-25,P00473,5,Lyon,Livré,,,0,10
O028693,2024-03-02,P00948,1,Marseille,Expédié,,,0,3
O028696,2024-12-21,P00296,2,Lyon,Expédié,,,0,12
O028699,2024-12-05,P00898,2,Paris,Livré,,,0,12
O028701,2024-11-03,P00630,2,Paris,Livré,,,0,11
O028702,2024-11-18,P00659,3,Paris,Livré,,,0,11
O028703,2024-01-31,P00175,2,Paris,Expédié,,,0,1
O028704,2024-04-03,P00546,2,Marseille,Livré,,,0,4
O028705,2024-09-06,P00510,8,Lyon,Livré,,,0,9
O028707,2024-11-29,P00400,1,Marseille,Livré,,,0,11
O028708,2024-12-14,P00986,5,Marseille,Livré,2025-01-02,Mauvaise référence,1,12
O028709,2024-02-20,P00147,3,Paris,Livré,,,0,2
O028710,2024-01-15,P00974,2,Marseille,Expédié,,,0,1
O028711,2024-06-25,P00490,8,Lyon,Livré,,,0,6
O028712,2024-12-22,P00017,3,Marseille,Livré,,,0,12
O028714,2024-03-22,P00516,3,Paris,Livré,2024-04-11,Livraison incomplète,1,3
O028714,2024-03-22,P00516,3,Paris,Livré,2024-04-13,Mauvaise référence,1,3
O028715,2024-10-04,P00184,5,Marseille,Expédié,2024-10-18,Livraison incomplète,1,10
O028717,2024-10-20,P00413,8,Paris,Livré,,,0,10
O028719,2024-01-16,P00765,15,Lyon,Expédié,,,0,1
O028720,2024-12-01,P00233,5,Paris,Expédié,,,0,12
O028722,2024-11-11,P00594,10,Lyon,Livré,,,0,11
O028723,2024-10-08,P00212,1,Paris,Expédié,,,0,10
O028725,2024-12-17,P00392,3,Marseille,Livré,,,0,12
O028726,2024-04-23,P00486,1,Paris,Livré,,,0,4
O028727,2024-11-24,P00689,1,Paris,Livré,,,0,11
O028729,2024-03-26,P00536,3,Lyon,Livré,,,0,3
O028730,2024-02-03,P00535,8,Lyon,Expédié,,,0,2
O028731,2024-01-06,P00872,2,Lyon,Expédié,,,0,1
O028732,2024-10-28,P00220,5,Paris,Expédié,2024-11-16,Produit abîmé,1,10
O028733,2024-03-19,P00981,3,Marseille,Expédié,,,0,3
O028734,2024-11-13,P00334,2,Lyon,Livré,,,0,11
O028735,2024-11-01,P00933,2,Lyon,Livré,,,0,11
O028736,2024-12-18,P00624,2,Paris,Livré,,,0,12
O028737,2024-02-17,P00818,2,Marseille,Livré,,,0,2
O028738,2024-12-11,P00404,5,Lyon,Expédié,,,0,12
O028739,2024-11-12,P00387,1,Marseille,Livré,,,0,11
O028741,2024-02-13,P00517,1,Paris,Expédié,,,0,2
O028742,2024-01-18,P00924,5,Lyon,Livré,,,0,1
O028743,2024-12-05,P00188,3,Marseille,Expédié,,,0,12
O028744,2024-11-29,P00284,2,Lyon,Livré,,,0,11
O028746,2024-12-24,P00699,1,Paris,Expédié,,,0,12
O028747,2024-03-17,P00780,2,Paris,Livré,,,0,3
O028748,2024-02-27,P00614,8,Marseille,Livré,,,0,2
O028749,2024-10-28,P00612,10,Lyon,Livré,,,0,10
O028751,2024-10-28,P00343,5,Paris,Livré,,,0,10
O028753,2024-12-25,P00674,1,Marseille,Livré,,,0,12
O028754,2024-08-04,P00039,5,Lyon,Livré,,,0,8
O028755,2024-10-07,P00767,1,Lyon,Livré,,,0,10
O028756,2024-03-05,P00738,2,Lyon,Livré,,,0,3
O028757,2024-10-21,P00893,1,Lyon,Livré,,,0,10
O028758,2024-03-02,P00707,8,Marseille,Expédié,,,0,3
O028759,2024-08-03,P00403,5,Paris,Livré,2024-08-18,Client insatisfait,1,8
O028761,2024-03-13,P00152,5,Marseille,Livré,,,0,3
O028762,2024-11-27,P00618,5,Marseille,Livré,,,0,11
O028764,2024-11-10,P00240,1,Marseille,Expédié,,,0,11
O028765,2024-12-29,P00046,2,Paris,Expédié,,,0,12
O028766,2024-12-18,P00831,5,Paris,Livré,2025-01-09,Client insatisfait,1,12
O028768,2024-02-14,P00378,5,Marseille,Livré,,,0,2
O028769,2024-12-22,P00654,8,Marseille,Livré,,,0,12
O028770,2024-03-06,P00535,2,Lyon,Livré,,,0,3
O028772,2024-09-25,P00588,8,Lyon,Livré,,,0,9
O028774,2024-09-26,P00307,2,Lyon,Livré,,,0,9
O028775,2024-10-21,P00373,5,Paris,Expédié,,,0,10
O028776,2024-09-03,P00943,3,Paris,Expédié,,,0,9
O028777,2024-09-16,P00121,15,Lyon,Expédié,,,0,9
O028778,2024-12-11,P00341,1,Lyon,Expédié,,,0,12
O028780,2024-05-01,P00039,5,Lyon,Expédié,,,0,5
O028781,2024-09-09,P00688,3,Marseille,Expédié,,,0,9
O028782,2024-03-07,P00025,1,Lyon,Livré,,,0,3
O028783,2024-04-08,P00843,1,Lyon,Livré,,,0,4
O028786,2024-12-19,P00509,8,Paris,Livré,,,0,12
O028787,2024-09-19,P00677,1,Lyon,Livré,,,0,9
O028788,2024-11-27,P00197,1,Lyon,Expédié,,,0,11
O028790,2024-10-10,P00653,15,Paris,Expédié,,,0,10
O028791,2024-09-10,P00924,5,Lyon,Expédié,,,0,9
O028792,2024-06-04,P00933,2,Lyon,Expédié,2024-06-11,Client insatisfait,1,6
O028793,2024-11-12,P00391,3,Paris,Livré,,,0,11
O028794,2024-02-25,P00606,3,Marseille,Expédié,,,0,2
O028795,2024-09-20,P00464,10,Lyon,Livré,,,0,9
O028796,2024-11-28,P00859,8,Lyon,Expédié,,,0,11
O028797,2024-01-25,P00550,10,Marseille,Livré,,,0,1
O028798,2024-11-18,P00240,1,Marseille,Livré,,,0,11
O028800,2024-12-25,P00749,5,Lyon,Livré,,,0,12
O028802,2024-01-17,P00373,1,Paris,Livré,,,0,1
O028803,2024-03-21,P00886,1,Marseille,Livré,2024-03-30,Livraison incomplète,1,3
O028804,2024-10-02,P00536,5,Marseille,Livré,2024-10-21,Client insatisfait,1,10
O028806,2024-03-16,P00516,1,Marseille,Livré,,,0,3
O028807,2024-12-27,P00182,3,Lyon,Expédié,,,0,12
O028809,2024-10-06,P00620,10,Marseille,Expédié,,,0,10
O028810,2024-12-04,P00340,2,Lyon,Livré,,,0,12
O028813,2024-01-06,P00656,1,Lyon,Expédié,,,0,1
O028814,2024-12-17,P00839,5,Marseille,Livré,,,0,12
O028816,2024-12-02,P00319,12,Marseille,Livré,,,0,12
O028817,2024-03-05,P00938,5,Marseille,Expédié,,,0,3
O028818,2024-12-01,P00108,3,Lyon,Livré,,,0,12
O028819,2024-12-30,P00802,1,Marseille,Expédié,,,0,12
O028820,2024-01-09,P00759,1,Marseille,Livré,,,0,1
O028821,2024-02-20,P00466,5,Marseille,Livré,,,0,2
O028822,2024-12-08,P00463,1,Paris,Livré,2024-12-13,Produit abîmé,1,12
O028823,2024-10-25,P00654,10,Marseille,Expédié,,,0,10
O028824,2024-09-07,P00604,3,Lyon,Livré,,,0,9
O028826,2024-11-13,P00378,3,Paris,Expédié,,,0,11
O028827,2024-04-19,P00515,8,Paris,Expédié,,,0,4
O028828,2024-01-09,P00188,8,Marseille,Expédié,,,0,1
O028829,2024-08-26,P00921,5,Marseille,Livré,2024-09-10,Client insatisfait,1,8
O028830,2024-03-01,P00254,12,Paris,Livré,,,0,3
O028831,2024-12-23,P00707,20,Marseille,Livré,,,0,12
O028833,2024-12-05,P00193,15,Lyon,Livré,,,0,12
O028834,2024-07-10,P00510,10,Paris,Livré,,,0,7
O028835,2024-10-09,P00687,5,Paris,Livré,,,0,10
O028836,2024-12-17,P00526,5,Marseille,Expédié,,,0,12
O028837,2024-09-27,P00461,1,Lyon,Expédié,,,0,9
O028838,2024-11-27,P00377,2,Marseille,Livré,,,0,11
O028839,2024-12-28,P00296,1,Paris,Expédié,,,0,12
O028840,2024-11-24,P00149,1,Lyon,Livré,,,0,11
O028841,2024-01-17,P00414,2,Marseille,Livré,,,0,1
O028843,2024-07-05,P00984,1,Paris,Livré,,,0,7
O028844,2024-02-18,P00488,12,Marseille,Livré,,,0,2
O028845,2024-01-18,P00729,8,Lyon,Livré,,,0,1
O028847,2024-12-27,P00981,1,Paris,Livré,,,0,12
O028848,2024-09-01,P00897,1,Paris,Expédié,,,0,9
O028849,2024-05-16,P00924,8,Paris,Livré,,,0,5
O028850,2024-01-30,P00028,8,Marseille,Expédié,,,0,1
O028851,2024-10-09,P00370,15,Paris,Expédié,,,0,10
O028852,2024-04-16,P00414,20,Marseille,Livré,,,0,4
O028853,2024-12-27,P00002,15,Marseille,Livré,,,0,12
O028854,2024-06-09,P00057,2,Lyon,Livré,,,0,6
O028855,2024-12-11,P00973,2,Paris,Livré,,,0,12
O028856,2024-03-25,P00449,8,Lyon,Expédié,2024-04-05,Client insatisfait,1,3
O028857,2024-10-27,P00960,2,Paris,Livré,,,0,10
O028858,2024-11-05,P00128,8,Marseille,Livré,,,0,11
O028859,2024-12-04,P00605,3,Lyon,Livré,,,0,12
O028860,2024-11-02,P00158,8,Paris,Expédié,,,0,11
O028861,2024-01-03,P00856,2,Paris,Expédié,,,0,1
O028862,2024-08-28,P00762,3,Lyon,Livré,,,0,8
O028864,2024-11-21,P00476,3,Lyon,Livré,,,0,11
O028865,2024-12-16,P00182,15,Lyon,Expédié,2024-12-29,Mauvaise référence,1,12
O028866,2024-01-02,P00695,2,Paris,Expédié,,,0,1
O028867,2024-01-14,P00319,12,Lyon,Livré,,,0,1
O028868,2024-01-17,P00202,8,Lyon,Livré,,,0,1
O028869,2024-02-24,P00202,8,Lyon,Expédié,,,0,2
O028870,2024-02-18,P00070,8,Lyon,Livré,,,0,2
O028872,2024-05-17,P00843,5,Marseille,Livré,,,0,5
O028873,2024-04-23,P00470,1,Lyon,Expédié,,,0,4
O028874,2024-04-25,P00334,1,Lyon,Livré,,,0,4
O028875,2024-11-03,P00759,10,Marseille,Livré,,,0,11
O028876,2024-10-10,P00759,8,Paris,Livré,,,0,10
O028878,2024-12-06,P00532,1,Lyon,Livré,,,0,12
O028879,2024-11-21,P00509,5,Lyon,Expédié,,,0,11
O028880,2024-11-12,P00620,2,Marseille,Livré,,,0,11
O028881,2024-08-27,P00688,1,Paris,Livré,,,0,8
O028883,2024-02-20,P00170,3,Marseille,Livré,,,0,2
O028884,2024-11-09,P00558,2,Lyon,Livré,,,0,11
O028885,2024-12-30,P00732,1,Lyon,Livré,,,0,12
O028886,2024-05-23,P00152,3,Lyon,Livré,,,0,5
O028887,2024-03-23,P00764,3,Paris,Expédié,,,0,3
O028888,2024-08-08,P00362,1,Marseille,Livré,,,0,8
O028889,2024-10-12,P00791,2,Lyon,Livré,,,0,10
O028890,2024-06-26,P00858,2,Marseille,Expédié,,,0,6
O028891,2024-11-14,P00221,1,Marseille,Livré,,,0,11
O028892,2024-10-30,P00767,1,Marseille,Expédié,2024-11-24,Client insatisfait,1,10
O028894,2024-05-10,P00192,1,Lyon,Livré,,,0,5
O028895,2024-10-02,P00170,1,Paris,Expédié,,,0,10
O028896,2024-04-12,P00828,8,Marseille,Expédié,,,0,4
O028898,2024-12-14,P00620,2,Lyon,Livré,,,0,12
O028899,2024-08-12,P00658,1,Lyon,Livré,,,0,8
O028900,2024-12-27,P00035,1,Paris,Livré,,,0,12
O028901,2024-09-18,P00301,2,Paris,Expédié,,,0,9
O028902,2024-10-02,P00466,8,Lyon,Livré,,,0,10
O028903,2024-03-28,P00011,2,Lyon,Livré,2024-04-11,Client insatisfait,1,3
O028904,2024-09-07,P00957,1,Paris,Expédié,,,0,9
O028905,2024-02-02,P00029,2,Lyon,Livré,2024-02-11,Mauvaise référence,1,2
O028906,2024-11-28,P00210,3,Lyon,Expédié,,,0,11
O028907,2024-02-14,P00136,1,Lyon,Expédié,2024-03-12,Client insatisfait,1,2
O028908,2024-02-03,P00377,5,Marseille,Expédié,,,0,2
O028909,2024-05-05,P00503,2,Paris,Livré,,,0,5
O028910,2024-10-11,P00890,1,Marseille,Livré,,,0,10
O028911,2024-01-08,P00228,5,Paris,Livré,,,0,1
O028912,2024-09-28,P00691,5,Paris,Livré,,,0,9
O028914,2024-01-19,P00576,5,Paris,Livré,,,0,1
O028915,2024-08-15,P00740,2,Marseille,Livré,,,0,8
O028916,2024-07-31,P00488,3,Paris,Livré,,,0,7
O028917,2024-09-23,P00417,2,Paris,Livré,,,0,9
O028918,2024-10-14,P00014,5,Lyon,Livré,,,0,10
O028919,2024-04-14,P00526,3,Paris,Livré,,,0,4
O028921,2024-01-03,P00921,1,Lyon,Livré,,,0,1
O028922,2024-11-10,P00252,5,Lyon,Livré,,,0,11
O028923,2024-12-31,P00948,5,Marseille,Expédié,,,0,12
O028925,2024-12-29,P00046,2,Marseille,Expédié,,,0,12
O028927,2024-03-01,P00629,10,Marseille,Livré,,,0,3
O028929,2024-12-29,P00467,10,Paris,Livré,,,0,12
O028930,2024-12-27,P00886,1,Paris,Livré,,,0,12
O028932,2024-11-13,P00912,12,Lyon,Expédié,,,0,11
O028933,2024-05-09,P00220,2,Paris,Livré,,,0,5
O028934,2024-01-02,P00143,8,Lyon,Livré,,,0,1
O028935,2024-10-31,P00467,8,Paris,Livré,,,0,10
O028936,2024-06-09,P00881,3,Paris,Livré,,,0,6
O028937,2024-12-04,P00387,2,Marseille,Expédié,,,0,12
O028938,2024-08-24,P00478,12,Marseille,Livré,,,0,8
O028939,2024-10-10,P00792,1,Marseille,Livré,,,0,10
O028940,2024-11-04,P00014,2,Paris,Livré,,,0,11
O028941,2024-12-02,P00017,2,Marseille,Livré,,,0,12
O028942,2024-11-20,P00620,10,Paris,Livré,,,0,11
O028943,2024-07-26,P00250,12,Marseille,Livré,,,0,7
O028944,2024-01-21,P00671,1,Lyon,Livré,,,0,1
O028946,2024-01-20,P00330,10,Paris,Livré,,,0,1
O028947,2024-12-11,P00603,2,Marseille,Livré,,,0,12
O028948,2024-12-09,P00170,15,Paris,Livré,,,0,12
O028949,2024-11-17,P00979,3,Marseille,Livré,,,0,11
O028950,2024-01-01,P00516,1,Marseille,Livré,,,0,1
O028951,2024-11-15,P00594,1,Lyon,Livré,,,0,11
O028952,2024-02-01,P00452,1,Lyon,Livré,2024-02-26,Livraison incomplète,1,2
O028954,2024-11-03,P00334,1,Lyon,Expédié,,,0,11
O028955,2024-12-14,P00090,8,Paris,Expédié,,,0,12
O028957,2024-11-03,P00765,1,Marseille,Expédié,,,0,11
O028958,2024-11-16,P00414,15,Paris,Expédié,,,0,11
O028959,2024-02-01,P00202,5,Paris,Expédié,,,0,2
O028960,2024-03-28,P00729,5,Paris,Livré,,,0,3
O028961,2024-12-02,P00613,1,Lyon,Livré,,,0,12
O028962,2024-01-22,P00729,12,Lyon,Expédié,,,0,1
O028963,2024-12-22,P00629,5,Marseille,Livré,,,0,12
O028965,2024-04-29,P00334,10,Paris,Livré,,,0,4
O028966,2024-05-26,P00541,15,Lyon,Expédié,,,0,5
O028968,2024-12-22,P00231,1,Lyon,Livré,,,0,12
O028969,2024-06-19,P00619,1,Paris,Expédié,,,0,6
O028970,2024-12-01,P00752,8,Marseille,Livré,,,0,12
O028971,2024-03-08,P00341,10,Lyon,Livré,,,0,3
O028972,2024-01-07,P00462,3,Marseille,Livré,,,0,1
O028973,2024-04-20,P00791,2,Lyon,Livré,,,0,4
O028974,2024-10-21,P00924,5,Paris,Livré,,,0,10
O028975,2024-12-30,P00226,2,Marseille,Expédié,,,0,12
O028976,2024-12-12,P00778,1,Lyon,Expédié,,,0,12
O028977,2024-01-15,P00839,3,Lyon,Expédié,,,0,1
O028978,2024-03-06,P00733,1,Paris,Expédié,,,0,3
O028979,2024-09-29,P00691,3,Marseille,Livré,,,0,9
O028980,2024-12-01,P00630,15,Marseille,Livré,,,0,12
O028981,2024-10-26,P00226,10,Marseille,Expédié,,,0,10
O028983,2024-02-21,P00612,15,Marseille,Expédié,,,0,2
O028984,2024-01-17,P00881,8,Lyon,Livré,,,0,1
O028985,2024-02-10,P00002,2,Lyon,Livré,,,0,2
O028987,2024-11-17,P00893,8,Paris,Livré,2024-12-07,Livraison incomplète,1,11
O028988,2024-12-26,P00001,12,Lyon,Expédié,,,0,12
O028989,2024-01-28,P00158,15,Paris,Livré,,,0,1
O028990,2024-03-07,P00250,5,Lyon,Expédié,,,0,3
O028991,2024-11-02,P00024,1,Lyon,Livré,,,0,11
O028992,2024-07-31,P00587,1,Paris,Livré,,,0,7
O028993,2024-03-12,P00170,1,Paris,Livré,2024-03-20,Mauvaise référence,1,3
O028994,2024-11-02,P00527,15,Lyon,Livré,,,0,11
O028995,2024-10-11,P00772,3,Marseille,Livré,,,0,10
O028996,2024-01-15,P00671,10,Paris,Livré,,,0,1
O028997,2024-11-13,P00604,3,Paris,Livré,,,0,11
O028998,2024-03-16,P00671,5,Lyon,Expédié,,,0,3
O028999,2024-08-20,P00873,1,Marseille,Livré,,,0,8
O029001,2024-03-03,P00526,1,Marseille,Livré,2024-03-30,Produit abîmé,1,3
O029003,2024-12-18,P00449,2,Paris,Expédié,,,0,12
O029004,2024-04-27,P00810,5,Paris,Livré,,,0,4
O029008,2024-12-09,P00695,1,Lyon,Livré,,,0,12
O029009,2024-12-22,P00495,8,Lyon,Livré,,,0,12
