id_produit,catégorie,marque,prix,stock_minimum,date,entrepot,niveau_stock,stock_gap,month
P00378,Parfums,Essentielle Paris,144.71,35,2024-02-08,Paris,204,169,2
P00378,Parfums,Essentielle Paris,144.71,35,2024-04-03,Marseille,291,256,4
P00379,Parfums,Reflet d'or,324.32,77,2024-03-03,Marseille,112,35,3
P00379,Parfums,Reflet d'or,324.32,77,2024-11-24,Paris,203,126,11
P00380,Accessoires,Elixir Haute Beauté,279.19,95,2024-12-14,Lyon,85,-10,12
P00380,Accessoires,Elixir Haute Beauté,279.19,95,2024-02-26,Paris,110,15,2
P00381,Parfums,Luxe eclat,394.33,24,2024-04-11,Paris,154,130,4
P00382,Accessoires,Maison Pure,71.35,94,2024-08-25,Paris,77,-17,8
P00382,Accessoires,Maison Pure,71.35,94,2024-10-20,Lyon,271,177,10
P00383,Soins de la peau,Essentielle Paris,385.29,88,2024-09-22,Paris,47,-41,9
P00384,Soins capillaires,Reflet d'or,279.81,95,2024-12-30,Lyon,207,112,12
P00385,Accessoires,Elixir Haute Beauté,482.24,23,2024-02-06,Lyon,65,42,2
P00385,Accessoires,Elixir Haute Beauté,482.24,23,2024-02-02,Paris,280,257,2
P00386,Soins de la peau,Luxe eclat,184.1,36,2024-09-26,Paris,56,20,9
P00386,Soins de la peau,Luxe eclat,184.1,36,2024-12-02,Lyon,138,102,12
P00387,Parfums,Maison Pure,323.66,49,2024-09-17,Paris,297,248,9
P00388,Parfums,Essentielle Paris,467.37,67,2024-06-13,Lyon,239,172,6
P00388,Parfums,Essentielle Paris,467.37,67,2024-08-09,Paris,26,-41,8
P00389,Soins de la peau,Reflet d'or,69.2,37,2024-09-12,Lyon,92,55,9
P00389,Soins de la peau,Reflet d'or,69.2,37,2024-06-27,Paris,98,61,6
P00390,Parfums,Elixir Haute Beauté,469.87,35,2024-06-09,Marseille,56,21,6
P00390,Parfums,Elixir Haute Beauté,469.87,35,2024-07-02,Paris,126,91,7
P00391,Soins de la peau,Luxe eclat,350.19,72,2024-04-05,Lyon,159,87,4
P00391,Soins de la peau,Luxe eclat,350.19,72,2024-08-04,Paris,35,-37,8
P00392,Accessoires,Maison Pure,52.56,75,2024-01-27,Paris,44,-31,1
P00393,Accessoires,Essentielle Paris,164.46,34,2024-01-08,Lyon,149,115,1
P00393,Accessoires,Essentielle Paris,164.46,34,2024-09-04,Marseille,99,65,9
P00394,Soins de la peau,Reflet d'or,359.92,12,2024-10-23,Lyon,153,141,10
P00394,Soins de la peau,Reflet d'or,359.92,12,2024-07-04,Paris,289,277,7
P00395,Accessoires,Elixir Haute Beauté,52.33,81,2024-01-06,Marseille,82,1,1
P00395,Accessoires,Elixir Haute Beauté,52.33,81,2024-09-16,Lyon,36,-45,9
P00396,Accessoires,Luxe eclat,299.44,53,2024-03-16,Paris,123,70,3
P00397,Accessoires,Maison Pure,186.02,51,2024-06-23,Paris,86,35,6
P00398,Maquillage,Essentielle Paris,318.04,15,2024-06-08,Marseille,53,38,6
P00398,Maquillage,Essentielle Paris,318.04,15,2024-01-09,Paris,21,6,1
P00399,Soins capillaires,Reflet d'or,41.96,48,2024-11-11,Paris,172,124,11
P00400,Parfums,Elixir Haute Beauté,438.34,61,2024-09-08,Lyon,227,166,9
P00400,Parfums,Elixir Haute Beauté,438.34,61,2024-12-26,Paris,237,176,12
P00401,Maquillage,Luxe eclat,487.27,32,2024-03-06,Lyon,119,87,3
P00402,Accessoires,Maison Pure,485.06,98,2024-01-27,Lyon,169,71,1
P00403,Soins de la peau,Essentielle Paris,379.83,59,2024-02-19,Paris,138,79,2
P00404,Accessoires,Reflet d'or,82.44,52,2024-01-27,Lyon,282,230,1
P00404,Accessoires,Reflet d'or,82.44,52,2024-01-08,Paris,98,46,1
P00405,Soins capillaires,Elixir Haute Beauté,383.97,28,2024-10-08,Lyon,114,86,10
P00405,Soins capillaires,Elixir Haute Beauté,383.97,28,2024-07-06,Marseille,259,231,7
P00406,Accessoires,Luxe eclat,31.8,78,2024-05-18,Lyon,203,125,5
P00406,Accessoires,Luxe eclat,31.8,78,2024-02-01,Marseille,257,179,2
P00407,Soins de la peau,Maison Pure,30.62,60,2024-02-20,Lyon,6,-54,2
P00407,Soins de la peau,Maison Pure,30.62,60,2024-05-02,Paris,209,149,5
P00408,Soins capillaires,Essentielle Paris,175.33,20,2024-03-11,Paris,265,245,3
P00409,Accessoires,Reflet d'or,254.55,21,2024-08-24,Marseille,252,231,8
P00409,Accessoires,Reflet d'or,254.55,21,2024-02-01,Paris,139,118,2
P00410,Soins capillaires,Elixir Haute Beauté,389.8,83,2024-03-06,Paris,159,76,3
P00411,Parfums,Luxe eclat,347.98,17,2024-02-23,Lyon,161,144,2
P00411,Parfums,Luxe eclat,347.98,17,2024-06-13,Paris,65,48,6
P00412,Parfums,Maison Pure,234.03,33,2024-11-27,Marseille,276,243,11
P00412,Parfums,Maison Pure,234.03,33,2024-03-02,Paris,212,179,3
P00412,Parfums,Maison Pure,234.03,33,2024-10-16,Lyon,191,158,10
P00413,Accessoires,Essentielle Paris,151.34,50,2024-10-02,Paris,89,39,10
P00413,Accessoires,Essentielle Paris,151.34,50,2024-04-02,Lyon,115,65,4
P00414,Soins capillaires,Reflet d'or,498.62,45,2024-06-23,Lyon,250,205,6
P00414,Soins capillaires,Reflet d'or,498.62,45,2024-07-04,Paris,47,2,7
P00415,Soins de la peau,Elixir Haute Beauté,224.57,94,2024-06-03,Marseille,193,99,6
P00415,Soins de la peau,Elixir Haute Beauté,224.57,94,2024-09-25,Paris,146,52,9
P00416,Accessoires,Luxe eclat,236.67,81,2024-03-18,Paris,169,88,3
P00417,Parfums,Maison Pure,98.54,64,2024-11-15,Paris,76,12,11
P00417,Parfums,Maison Pure,98.54,64,2024-09-01,Lyon,206,142,9
P00418,Parfums,Essentielle Paris,401.51,18,2024-11-18,Marseille,216,198,11
P00419,Accessoires,Reflet d'or,352.97,56,2024-11-18,Paris,185,129,11
P00420,Soins capillaires,Elixir Haute Beauté,125.97,24,2024-03-01,Lyon,193,169,3
P00420,Soins capillaires,Elixir Haute Beauté,125.97,24,2024-04-19,Paris,53,29,4
P00421,Parfums,Luxe eclat,59.54,57,2024-05-24,Lyon,114,57,5
P00421,Parfums,Luxe eclat,59.54,57,2024-07-07,Paris,7,-50,7
P00422,Soins capillaires,Maison Pure,346.64,91,2024-08-12,Paris,224,133,8
P00423,Parfums,Essentielle Paris,334.17,51,2024-08-22,Paris,286,235,8
P00423,Parfums,Essentielle Paris,334.17,51,2024-11-22,Lyon,112,61,11
P00424,Parfums,Reflet d'or,151.16,69,2024-09-29,Marseille,84,15,9
P00424,Parfums,Reflet d'or,151.16,69,2024-05-24,Paris,152,83,5
P00425,Maquillage,Elixir Haute Beauté,476.41,93,2024-09-04,Marseille,104,11,9
P00425,Maquillage,Elixir Haute Beauté,476.41,93,2024-10-17,Paris,189,96,10
P00425,Maquillage,Elixir Haute Beauté,476.41,93,2024-06-02,Lyon,271,178,6
P00426,Parfums,Luxe eclat,92.51,79,2024-01-19,Paris,292,213,1
P00427,Soins de la peau,Maison Pure,227.52,21,2024-10-21,Paris,255,234,10
P00427,Soins de la peau,Maison Pure,227.52,21,2024-07-17,Lyon,5,-16,7
P00428,Accessoires,Essentielle Paris,472.94,11,2024-05-13,Marseille,92,81,5
P00428,Accessoires,Essentielle Paris,472.94,11,2024-05-08,Lyon,231,220,5
P00429,Accessoires,Reflet d'or,221.47,16,2024-03-26,Paris,66,50,3
P00429,Accessoires,Reflet d'or,221.47,16,2024-05-20,Lyon,4,-12,5
P00430,Soins capillaires,Elixir Haute Beauté,326.49,89,2024-07-01,Marseille,12,-77,7
P00430,Soins capillaires,Elixir Haute Beauté,326.49,89,2024-04-16,Lyon,223,134,4
P00431,Parfums,Luxe eclat,210.85,12,2024-12-09,Marseille,81,69,12
P00431,Parfums,Luxe eclat,210.85,12,2024-01-25,Paris,57,45,1
P00432,Soins de la peau,Maison Pure,151.62,12,2024-07-01,Marseille,220,208,7
P00432,Soins de la peau,Maison Pure,151.62,12,2024-07-02,Lyon,160,148,7
P00433,Soins capillaires,Essentielle Paris,492.31,36,2024-07-07,Paris,80,44,7
P00433,Soins capillaires,Essentielle Paris,492.31,36,2024-06-17,Lyon,31,-5,6
P00434,Maquillage,Reflet d'or,216.48,49,2024-10-04,Paris,118,69,10
P00435,Soins capillaires,Elixir Haute Beauté,449.17,42,2024-12-22,Paris,57,15,12
P00435,Soins capillaires,Elixir Haute Beauté,449.17,42,2024-10-30,Marseille,124,82,10
P00436,Soins capillaires,Luxe eclat,130.38,10,2024-10-09,Lyon,102,92,10
P00436,Soins capillaires,Luxe eclat,130.38,10,2024-10-30,Paris,79,69,10
P00437,Parfums,Maison Pure,122.29,17,2024-10-10,Lyon,251,234,10
P00437,Parfums,Maison Pure,122.29,17,2024-02-28,Paris,204,187,2
P00438,Maquillage,Essentielle Paris,34.94,41,2024-08-25,Marseille,44,3,8
P00438,Maquillage,Essentielle Paris,34.94,41,2024-07-23,Paris,135,94,7
P00439,Soins capillaires,Reflet d'or,332.8,57,2024-02-11,Paris,190,133,2
P00439,Soins capillaires,Reflet d'or,332.8,57,2024-06-15,Lyon,252,195,6
P00440,Soins de la peau,Elixir Haute Beauté,196.89,13,2024-09-18,Paris,299,286,9
P00441,Soins de la peau,Luxe eclat,434.89,79,2024-05-23,Marseille,93,14,5
P00442,Accessoires,Maison Pure,247.14,28,2024-01-19,Paris,260,232,1
P00443,Maquillage,Essentielle Paris,484.73,41,2024-01-10,Paris,11,-30,1
P00444,Maquillage,Reflet d'or,109.05,18,2024-08-07,Marseille,286,268,8
P00444,Maquillage,Reflet d'or,109.05,18,2024-09-03,Paris,23,5,9
P00445,Accessoires,Elixir Haute Beauté,436.94,21,2024-09-25,Paris,184,163,9
P00445,Accessoires,Elixir Haute Beauté,436.94,21,2024-12-04,Marseille,281,260,12
P00446,Soins capillaires,Luxe eclat,392.77,20,2024-06-20,Paris,186,166,6
P00447,Maquillage,Maison Pure,390.04,55,2024-04-04,Paris,235,180,4
P00447,Maquillage,Maison Pure,390.04,55,2024-07-12,Marseille,114,59,7
P00447,Maquillage,Maison Pure,390.04,55,2024-04-15,Lyon,299,244,4
P00448,Soins de la peau,Essentielle Paris,425.5,25,2024-12-30,Paris,277,252,12
P00449,Soins de la peau,Reflet d'or,385.29,10,2024-07-13,Paris,33,23,7
P00450,Parfums,Elixir Haute Beauté,320.59,72,2024-04-23,Paris,294,222,4
P00450,Parfums,Elixir Haute Beauté,320.59,72,2024-09-13,Lyon,291,219,9
P00451,Maquillage,Luxe eclat,83.0,30,2024-12-24,Lyon,247,217,12
P00451,Maquillage,Luxe eclat,83.0,30,2024-10-10,Paris,257,227,10
P00452,Soins capillaires,Maison Pure,35.61,39,2024-12-11,Lyon,86,47,12
P00452,Soins capillaires,Maison Pure,35.61,39,2024-02-27,Paris,223,184,2
P00453,Accessoires,Essentielle Paris,462.01,22,2024-11-08,Lyon,36,14,11
P00453,Accessoires,Essentielle Paris,462.01,22,2024-05-19,Paris,107,85,5
P00454,Accessoires,Reflet d'or,315.99,43,2024-04-22,Marseille,109,66,4
P00454,Accessoires,Reflet d'or,315.99,43,2024-12-01,Paris,197,154,12
P00455,Soins capillaires,Elixir Haute Beauté,402.34,13,2024-09-30,Paris,281,268,9
P00455,Soins capillaires,Elixir Haute Beauté,402.34,13,2024-06-19,Lyon,195,182,6
P00456,Parfums,Luxe eclat,251.13,37,2024-08-04,Lyon,67,30,8
P00456,Parfums,Luxe eclat,251.13,37,2024-05-03,Marseille,63,26,5
P00457,Accessoires,Maison Pure,76.31,68,2024-07-02,Lyon,108,40,7
P00457,Accessoires,Maison Pure,76.31,68,2024-07-30,Paris,291,223,7
P00457,Accessoires,Maison Pure,76.31,68,2024-11-23,Marseille,92,24,11
P00458,Maquillage,Essentielle Paris,80.09,36,2024-06-14,Paris,152,116,6
P00458,Maquillage,Essentielle Paris,80.09,36,2024-06-27,Marseille,128,92,6
P00459,Parfums,Reflet d'or,349.07,78,2024-10-03,Paris,152,74,10
P00459,Parfums,Reflet d'or,349.07,78,2024-12-22,Marseille,75,-3,12
P00460,Maquillage,Elixir Haute Beauté,226.55,34,2024-10-18,Marseille,150,116,10
P00460,Maquillage,Elixir Haute Beauté,226.55,34,2024-11-30,Lyon,156,122,11
P00460,Maquillage,Elixir Haute Beauté,226.55,34,2024-03-16,Paris,226,192,3
P00461,Soins de la peau,Luxe eclat,116.25,12,2024-07-16,Paris,87,75,7
P00462,Parfums,Maison Pure,255.97,77,2024-05-16,Lyon,2,-75,5
P00462,Parfums,Maison Pure,255.97,77,2024-03-26,Paris,255,178,3
P00463,Accessoires,Essentielle Paris,50.82,34,2024-06-27,Marseille,248,214,6
P00463,Accessoires,Essentielle Paris,50.82,34,2024-06-11,Paris,83,49,6
P00464,Parfums,Reflet d'or,299.35,29,2024-11-30,Paris,104,75,11
P00465,Parfums,Elixir Haute Beauté,149.12,43,2024-01-30,Paris,123,80,1
P00466,Parfums,Luxe eclat,402.83,35,2024-11-21,Marseille,284,249,11
P00467,Parfums,Maison Pure,168.97,14,2024-05-03,Paris,254,240,5
P00468,Maquillage,Essentielle Paris,238.51,70,2024-08-29,Paris,5,-65,8
P00468,Maquillage,Essentielle Paris,238.51,70,2024-05-06,Lyon,109,39,5
P00469,Soins de la peau,Reflet d'or,25.58,18,2024-03-06,Marseille,226,208,3
P00469,Soins de la peau,Reflet d'or,25.58,18,2024-07-10,Paris,80,62,7
P00470,Soins capillaires,Elixir Haute Beauté,54.77,59,2024-07-25,Paris,231,172,7
P00471,Parfums,Luxe eclat,208.4,15,2024-11-11,Paris,289,274,11
P00472,Accessoires,Maison Pure,250.37,92,2024-06-30,Paris,159,67,6
P00472,Accessoires,Maison Pure,250.37,92,2024-10-19,Lyon,113,21,10
P00473,Parfums,Essentielle Paris,308.01,69,2024-05-21,Paris,81,12,5
P00474,Accessoires,Reflet d'or,160.0,53,2024-06-17,Paris,177,124,6
P00474,Accessoires,Reflet d'or,160.0,53,2024-04-02,Lyon,234,181,4
P00475,Maquillage,Elixir Haute Beauté,353.59,20,2024-03-14,Marseille,97,77,3
P00475,Maquillage,Elixir Haute Beauté,353.59,20,2024-04-02,Lyon,165,145,4
P00475,Maquillage,Elixir Haute Beauté,353.59,20,2024-02-29,Paris,35,15,2
P00476,Accessoires,Luxe eclat,432.86,75,2024-10-23,Paris,222,147,10
P00477,Soins capillaires,Maison Pure,394.33,56,2024-12-13,Paris,236,180,12
P00477,Soins capillaires,Maison Pure,394.33,56,2024-01-10,Marseille,32,-24,1
P00478,Soins de la peau,Essentielle Paris,39.02,82,2024-01-07,Lyon,292,210,1
P00479,Accessoires,Reflet d'or,250.64,94,2024-10-04,Marseille,236,142,10
P00479,Accessoires,Reflet d'or,250.64,94,2024-11-02,Paris,264,170,11
P00479,Accessoires,Reflet d'or,250.64,94,2024-03-26,Lyon,284,190,3
P00480,Accessoires,Elixir Haute Beauté,70.37,97,2024-09-17,Lyon,269,172,9
P00480,Accessoires,Elixir Haute Beauté,70.37,97,2024-05-31,Paris,296,199,5
P00481,Soins de la peau,Luxe eclat,136.18,95,2024-03-08,Lyon,18,-77,3
P00481,Soins de la peau,Luxe eclat,136.18,95,2024-12-17,Paris,206,111,12
P00481,Soins de la peau,Luxe eclat,136.18,95,2024-04-22,Marseille,136,41,4
P00482,Soins capillaires,Maison Pure,493.6,12,2024-09-22,Paris,279,267,9
P00483,Parfums,Essentielle Paris,88.4,85,2024-01-08,Paris,261,176,1
P00484,Accessoires,Reflet d'or,259.47,39,2024-06-11,Lyon,195,156,6
P00484,Accessoires,Reflet d'or,259.47,39,2024-10-13,Marseille,249,210,10
P00485,Soins de la peau,Elixir Haute Beauté,316.71,99,2024-12-27,Lyon,69,-30,12
P00486,Maquillage,Luxe eclat,357.18,30,2024-06-17,Lyon,69,39,6
P00487,Soins de la peau,Maison Pure,288.63,37,2024-02-01,Lyon,219,182,2
P00487,Soins de la peau,Maison Pure,288.63,37,2024-04-14,Paris,11,-26,4
P00488,Maquillage,Essentielle Paris,24.69,99,2024-04-17,Lyon,126,27,4
P00488,Maquillage,Essentielle Paris,24.69,99,2024-11-04,Paris,100,1,11
P00488,Maquillage,Essentielle Paris,24.69,99,2024-07-13,Marseille,213,114,7
P00489,Soins capillaires,Reflet d'or,176.7,71,2024-12-25,Paris,272,201,12
P00490,Parfums,Elixir Haute Beauté,268.5,42,2024-02-13,Paris,164,122,2
P00491,Soins de la peau,Luxe eclat,62.18,94,2024-12-18,Lyon,192,98,12
P00491,Soins de la peau,Luxe eclat,62.18,94,2024-04-09,Marseille,197,103,4
P00492,Accessoires,Maison Pure,188.3,44,2024-01-28,Paris,268,224,1
P00493,Soins capillaires,Essentielle Paris,35.94,61,2024-02-22,Marseille,6,-55,2
P00493,Soins capillaires,Essentielle Paris,35.94,61,2024-04-20,Paris,224,163,4
P00494,Soins de la peau,Reflet d'or,57.72,43,2024-06-06,Paris,194,151,6
P00494,Soins de la peau,Reflet d'or,57.72,43,2024-02-20,Marseille,93,50,2
P00495,Accessoires,Elixir Haute Beauté,210.52,50,2024-08-01,Marseille,219,169,8
P00495,Accessoires,Elixir Haute Beauté,210.52,50,2024-09-15,Paris,254,204,9
P00496,Soins de la peau,Luxe eclat,83.7,60,2024-07-01,Paris,161,101,7
P00496,Soins de la peau,Luxe eclat,83.7,60,2024-05-12,Lyon,203,143,5
P00497,Maquillage,Maison Pure,292.42,56,2024-09-01,Marseille,247,191,9
P00497,Maquillage,Maison Pure,292.42,56,2024-08-04,Lyon,298,242,8
P00498,Soins de la peau,Essentielle Paris,350.94,91,2024-11-06,Marseille,180,89,11
P00498,Soins de la peau,Essentielle Paris,350.94,91,2024-10-15,Lyon,287,196,10
P00499,Soins de la peau,Reflet d'or,404.28,67,2024-10-16,Paris,30,-37,10
P00500,Soins de la peau,Elixir Haute Beauté,116.07,84,2024-10-15,Paris,131,47,10
P00501,Soins capillaires,Clarté Botanique,100.39,66,2024-12-30,Paris,279,213,12
P00502,Soins de la peau,Atelier Minéral,70.19,32,2024-09-08,Paris,199,167,9
P00503,Accessoires,Silhouette Paris,325.49,57,2024-02-04,Marseille,98,41,2
P00504,Maquillage,Natura Solaire,359.11,31,2024-08-10,Marseille,105,74,8
P00504,Maquillage,Natura Solaire,359.11,31,2024-01-28,Lyon,94,63,1
P00505,Maquillage,Les Essences Rares,35.16,26,2024-05-29,Paris,1,-25,5
P00505,Maquillage,Les Essences Rares,35.16,26,2024-03-27,Lyon,121,95,3
P00506,Soins de la peau,Maison Vitalis,469.38,78,2024-11-15,Paris,20,-58,11
P00506,Soins de la peau,Maison Vitalis,469.38,78,2024-12-16,Marseille,125,47,12
P00507,Soins capillaires,Aroma Sublime,44.95,20,2024-04-03,Marseille,288,268,4
P00507,Soins capillaires,Aroma Sublime,44.95,20,2024-10-31,Paris,22,2,10
P00508,Soins capillaires,Ãpure d'Azur,279.82,24,2024-04-02,Paris,107,83,4
P00508,Soins capillaires,Ãpure d'Azur,279.82,24,2024-04-22,Lyon,259,235,4
P00509,Accessoires,Ligne LumiÃ¨re,360.35,44,2024-12-11,Lyon,54,10,12
P00510,Soins de la peau,Soin Absolu,438.07,42,2024-01-29,Lyon,51,9,1
P00510,Soins de la peau,Soin Absolu,438.07,42,2024-06-22,Paris,90,48,6
P00511,Maquillage,Cosmétika,362.76,93,2024-05-31,Paris,119,26,5
P00512,Soins capillaires,Jardin dâIvoire,404.83,25,2024-10-14,Marseille,131,106,10
P00512,Soins capillaires,Jardin dâIvoire,404.83,25,2024-01-07,Paris,72,47,1
P00513,Soins de la peau,Beauté Origine,182.94,43,2024-08-13,Paris,18,-25,8
P00513,Soins de la peau,Beauté Origine,182.94,43,2024-08-26,Lyon,298,255,8
P00514,Soins capillaires,Orchidée Noire,411.12,75,2024-10-03,Paris,64,-11,10
P00514,Soins capillaires,Orchidée Noire,411.12,75,2024-05-10,Marseille,166,91,5
P00514,Soins capillaires,Orchidée Noire,411.12,75,2024-03-12,Lyon,100,25,3
P00515,Soins capillaires,LâAtelier du Teint,58.46,49,2024-12-15,Paris,81,32,12
P00516,Maquillage,Déesse Cosmétique,449.51,37,2024-01-05,Lyon,180,143,1
P00516,Maquillage,Déesse Cosmétique,449.51,37,2024-03-08,Paris,82,45,3
P00517,Parfums,Secret de Peau,282.84,56,2024-01-22,Marseille,221,165,1
P00517,Parfums,Secret de Peau,282.84,56,2024-08-27,Lyon,140,84,8
P00518,Accessoires,Rose & Lin,412.3,48,2024-07-21,Marseille,146,98,7
P00519,Accessoires,Le Bain Royal,237.11,79,2024-02-03,Paris,8,-71,2
P00520,Maquillage,Sérum de Lune,328.92,82,2024-04-05,Paris,130,48,4
P00520,Maquillage,Sérum de Lune,328.92,82,2024-09-24,Lyon,133,51,9
P00521,Soins capillaires,Aura Cristal,272.67,29,2024-11-27,Paris,168,139,11
P00521,Soins capillaires,Aura Cristal,272.67,29,2024-04-18,Marseille,2,-27,4
P00522,Soins de la peau,Infusion Précieuse,371.16,10,2024-05-08,Paris,87,77,5
P00523,Soins capillaires,Velours Naturel,59.18,81,2024-06-28,Paris,145,64,6
P00524,Maquillage,Ãveil Ãlégant,48.97,96,2024-02-01,Lyon,54,-42,2
P00524,Maquillage,Ãveil Ãlégant,48.97,96,2024-07-18,Paris,71,-25,7
P00525,Accessoires,Héritage Sensuel,138.61,72,2024-03-14,Lyon,55,-17,3
P00525,Accessoires,Héritage Sensuel,138.61,72,2024-02-02,Paris,279,207,2
P00526,Soins capillaires,Clarté Botanique,96.58,76,2024-07-28,Lyon,212,136,7
P00527,Accessoires,Atelier Minéral,438.46,13,2024-01-29,Paris,242,229,1
P00527,Accessoires,Atelier Minéral,438.46,13,2024-08-22,Lyon,91,78,8
P00528,Soins de la peau,Silhouette Paris,125.22,67,2024-02-20,Paris,263,196,2
P00529,Accessoires,Natura Solaire,488.42,34,2024-06-11,Paris,297,263,6
P00530,Accessoires,Les Essences Rares,181.71,56,2024-08-14,Marseille,80,24,8
P00530,Accessoires,Les Essences Rares,181.71,56,2024-10-08,Paris,115,59,10
P00531,Parfums,Maison Vitalis,107.42,47,2024-09-23,Paris,260,213,9
P00532,Parfums,Aroma Sublime,399.06,24,2024-06-29,Paris,262,238,6
P00533,Parfums,Ãpure d'Azur,336.18,72,2024-11-07,Paris,217,145,11
P00533,Parfums,Ãpure d'Azur,336.18,72,2024-03-16,Lyon,48,-24,3
P00534,Accessoires,Ligne LumiÃ¨re,259.13,30,2024-05-21,Marseille,240,210,5
P00534,Accessoires,Ligne LumiÃ¨re,259.13,30,2024-02-12,Lyon,77,47,2
P00535,Maquillage,Soin Absolu,286.57,66,2024-11-28,Paris,20,-46,11
P00535,Maquillage,Soin Absolu,286.57,66,2024-01-02,Lyon,139,73,1
P00536,Accessoires,Cosmétika,365.22,62,2024-07-22,Paris,45,-17,7
P00537,Maquillage,Jardin dâIvoire,129.66,55,2024-10-23,Paris,277,222,10
P00537,Maquillage,Jardin dâIvoire,129.66,55,2024-05-19,Lyon,198,143,5
P00538,Maquillage,Beauté Origine,498.24,23,2024-03-17,Lyon,183,160,3
P00539,Parfums,Orchidée Noire,487.9,85,2024-05-28,Paris,168,83,5
P00540,Soins capillaires,LâAtelier du Teint,332.16,26,2024-05-15,Marseille,88,62,5
P00541,Soins de la peau,Déesse Cosmétique,115.78,48,2024-04-15,Marseille,27,-21,4
P00541,Soins de la peau,Déesse Cosmétique,115.78,48,2024-05-16,Paris,254,206,5
P00542,Parfums,Secret de Peau,346.51,18,2024-06-27,Lyon,54,36,6
P00542,Parfums,Secret de Peau,346.51,18,2024-03-24,Paris,145,127,3
P00543,Parfums,Rose & Lin,54.66,86,2024-09-09,Paris,235,149,9
P00544,Soins capillaires,Le Bain Royal,34.71,88,2024-10-19,Marseille,153,65,10
P00545,Soins de la peau,Sérum de Lune,143.69,91,2024-02-23,Marseille,137,46,2
P00545,Soins de la peau,Sérum de Lune,143.69,91,2024-12-10,Lyon,164,73,12
P00546,Accessoires,Aura Cristal,242.06,15,2024-09-15,Lyon,284,269,9
P00547,Accessoires,Infusion Précieuse,436.77,32,2024-02-25,Paris,198,166,2
P00548,Parfums,Velours Naturel,369.04,68,2024-09-23,Paris,298,230,9
P00548,Parfums,Velours Naturel,369.04,68,2024-10-23,Lyon,284,216,10
P00549,Soins de la peau,Ãveil Ãlégant,376.5,55,2024-01-08,Paris,18,-37,1
P00550,Parfums,Héritage Sensuel,224.24,47,2024-06-21,Marseille,105,58,6
P00550,Parfums,Héritage Sensuel,224.24,47,2024-02-27,Lyon,103,56,2
P00551,Maquillage,Clarté Botanique,186.05,23,2024-05-14,Paris,31,8,5
P00551,Maquillage,Clarté Botanique,186.05,23,2024-02-09,Lyon,276,253,2
P00552,Parfums,Atelier Minéral,198.1,81,2024-01-10,Paris,95,14,1
P00552,Parfums,Atelier Minéral,198.1,81,2024-02-23,Marseille,174,93,2
P00553,Parfums,Silhouette Paris,494.07,71,2024-05-28,Marseille,108,37,5
P00553,Parfums,Silhouette Paris,494.07,71,2024-07-03,Paris,30,-41,7
P00554,Accessoires,Natura Solaire,39.25,44,2024-10-05,Marseille,72,28,10
P00554,Accessoires,Natura Solaire,39.25,44,2024-02-22,Paris,104,60,2
P00555,Accessoires,Les Essences Rares,436.18,28,2024-05-06,Paris,17,-11,5
P00555,Accessoires,Les Essences Rares,436.18,28,2024-10-09,Lyon,299,271,10
P00556,Accessoires,Maison Vitalis,297.76,39,2024-10-14,Paris,67,28,10
P00557,Maquillage,Aroma Sublime,230.54,87,2024-12-15,Paris,222,135,12
P00557,Maquillage,Aroma Sublime,230.54,87,2024-08-13,Marseille,106,19,8
P00558,Accessoires,Ãpure d'Azur,368.12,93,2024-04-01,Marseille,10,-83,4
P00558,Accessoires,Ãpure d'Azur,368.12,93,2024-11-15,Paris,80,-13,11
P00559,Soins de la peau,Ligne LumiÃ¨re,253.6,34,2024-07-08,Paris,30,-4,7
P00560,Soins capillaires,Soin Absolu,439.24,49,2024-11-04,Lyon,159,110,11
P00560,Soins capillaires,Soin Absolu,439.24,49,2024-01-22,Paris,261,212,1
P00561,Soins de la peau,Cosmétika,452.34,97,2024-03-05,Paris,11,-86,3
P00561,Soins de la peau,Cosmétika,452.34,97,2024-04-06,Lyon,280,183,4
P00562,Soins de la peau,Jardin dâIvoire,222.43,23,2024-05-29,Paris,119,96,5
P00562,Soins de la peau,Jardin dâIvoire,222.43,23,2024-12-24,Lyon,169,146,12
P00563,Accessoires,Beauté Origine,152.88,35,2024-06-27,Paris,203,168,6
P00564,Soins capillaires,Orchidée Noire,304.33,96,2024-11-22,Paris,240,144,11
P00565,Soins capillaires,LâAtelier du Teint,457.93,31,2024-12-23,Marseille,38,7,12
P00565,Soins capillaires,LâAtelier du Teint,457.93,31,2024-02-11,Lyon,108,77,2
P00566,Soins capillaires,Déesse Cosmétique,121.12,57,2024-08-29,Lyon,162,105,8
P00567,Maquillage,Secret de Peau,319.02,92,2024-02-05,Paris,0,-92,2
P00567,Maquillage,Secret de Peau,319.02,92,2024-06-21,Lyon,137,45,6
P00568,Accessoires,Rose & Lin,323.15,60,2024-12-14,Lyon,239,179,12
P00568,Accessoires,Rose & Lin,323.15,60,2024-10-15,Paris,209,149,10
P00569,Soins capillaires,Le Bain Royal,371.89,12,2024-07-17,Paris,83,71,7
P00569,Soins capillaires,Le Bain Royal,371.89,12,2024-08-28,Lyon,7,-5,8
P00570,Maquillage,Sérum de Lune,83.15,51,2024-06-02,Lyon,208,157,6
P00570,Maquillage,Sérum de Lune,83.15,51,2024-12-29,Paris,49,-2,12
