id_achat,date_achat,id_produit,quantité,id_fournisseur,prix_unitaire,délai_livraison_jours,nom_fournisseur,ville,pays,fiabilité,délai_moyen_jours,cout_total,delai_deviation,retard_jours,mois_achat,on_time_delivery
PO006229,2024-01-08,P00696,300,S008,84.48,8,Gaillard S.A.,Berlin,Allemagne,0.64,7,25344.0,1,1,1,0
PO006230,2024-12-25,P00812,75,S048,225.47,10,Lecomte,Amsterdam,Pays-Bas,0.65,4,16910.25,6,6,12,0
PO006231,2024-11-22,P00839,300,S038,55.65,2,Laurent Boyer S.A.R.L.,Copenhague,Danemark,0.98,6,16695.0,-4,0,11,1
PO006232,2024-04-21,P00255,50,S011,67.97,14,Leblanc,Rome,Italie,0.5,3,3398.5,11,11,4,0
PO006233,2024-06-27,P00151,200,S028,265.9,12,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,53179.99999999999,4,4,6,0
PO006234,2024-12-09,P00718,150,S039,201.88,8,Rocher,Helsinki,Finlande,0.76,13,30282.0,-5,0,12,1
PO006235,2024-12-24,P00506,300,S013,216.11,2,Gautier,Paris,France,0.84,7,64833.00000000001,-5,0,12,1
PO006236,2024-06-06,P00187,150,S008,108.12,11,Gaillard S.A.,Berlin,Allemagne,0.64,7,16218.0,4,4,6,0
PO006237,2024-09-01,P00173,50,S040,107.96,12,Fabre SA,Copenhague,Danemark,0.65,9,5398.0,3,3,9,0
PO006238,2024-01-01,P00258,200,S029,108.82,14,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,21764.0,8,8,1,0
PO006239,2024-05-25,P00383,100,S002,278.8,12,Morvan,Paris,France,0.86,9,27880.0,3,3,5,0
PO006240,2024-04-05,P00388,25,S008,89.91,14,Gaillard S.A.,Berlin,Allemagne,0.64,7,2247.75,7,7,4,0
PO006241,2024-06-17,P00534,10,S008,272.52,4,Gaillard S.A.,Berlin,Allemagne,0.64,7,2725.2,-3,0,6,1
PO006242,2024-02-22,P00083,50,S046,77.48,10,Roche,Rome,Italie,0.54,4,3874.0,6,6,2,0
PO006243,2024-03-28,P00805,150,S029,175.52,13,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,26328.0,7,7,3,0
PO006244,2024-02-08,P00937,100,S028,88.95,8,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,8895.0,0,0,2,1
PO006245,2024-02-09,P00903,75,S008,220.01,12,Gaillard S.A.,Berlin,Allemagne,0.64,7,16500.75,5,5,2,0
PO006246,2024-09-12,P00255,10,S008,297.78,10,Gaillard S.A.,Berlin,Allemagne,0.64,7,2977.7999999999997,3,3,9,0
PO006247,2024-08-21,P00697,50,S029,185.85,12,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,9292.5,6,6,8,0
PO006248,2024-04-29,P00947,25,S008,289.86,9,Gaillard S.A.,Berlin,Allemagne,0.64,7,7246.5,2,2,4,0
PO006249,2024-08-27,P00257,75,S008,70.55,13,Gaillard S.A.,Berlin,Allemagne,0.64,7,5291.25,6,6,8,0
PO006250,2024-08-12,P00130,500,S028,161.61,7,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,80805.0,-1,0,8,1
PO006251,2024-07-22,P00578,200,S029,84.65,8,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,16930.0,2,2,7,0
PO006252,2024-10-14,P00784,50,S029,265.98,4,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,13299.0,-2,0,10,1
PO006253,2024-03-18,P00421,75,S029,104.9,11,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,7867.5,5,5,3,0
PO006254,2024-10-16,P00880,75,S011,135.31,3,Leblanc,Rome,Italie,0.5,3,10148.25,0,0,10,1
PO006255,2024-02-28,P00950,25,S002,64.94,9,Morvan,Paris,France,0.86,9,1623.5,0,0,2,1
PO006256,2024-02-22,P00376,500,S028,269.01,5,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,134505.0,-3,0,2,1
PO006257,2024-03-24,P00819,50,S002,132.32,10,Morvan,Paris,France,0.86,9,6616.0,1,1,3,0
PO006258,2024-09-04,P00874,75,S028,191.28,14,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,14346.0,6,6,9,0
PO006259,2024-03-22,P00335,100,S008,162.6,11,Gaillard S.A.,Berlin,Allemagne,0.64,7,16260.0,4,4,3,0
PO006260,2024-10-31,P00754,25,S045,121.78,12,Lagarde,Berlin,Allemagne,0.53,4,3044.5,8,8,10,0
PO006261,2024-04-13,P00095,25,S006,281.17,7,Jean,Zurich,Suisse,0.68,8,7029.25,-1,0,4,1
PO006262,2024-05-10,P00149,25,S006,26.04,2,Jean,Zurich,Suisse,0.68,8,651.0,-6,0,5,1
PO006263,2024-10-22,P00078,50,S046,270.03,13,Roche,Rome,Italie,0.54,4,13501.499999999998,9,9,10,0
PO006264,2024-09-19,P00338,25,S012,271.83,8,Lucas,Stockholm,Suède,1.0,11,6795.75,-3,0,9,1
PO006265,2024-06-28,P00658,300,S028,160.34,12,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,48102.0,4,4,6,0
PO006266,2024-07-11,P00163,100,S037,277.89,4,Charles SARL,Helsinki,Finlande,0.54,8,27789.0,-4,0,7,1
PO006267,2024-10-07,P00282,200,S029,65.44,2,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,13088.0,-4,0,10,1
PO006268,2024-12-02,P00516,150,S029,56.35,9,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,8452.5,3,3,12,0
PO006269,2024-04-01,P00798,100,S038,203.01,6,Laurent Boyer S.A.R.L.,Copenhague,Danemark,0.98,6,20301.0,0,0,4,1
PO006270,2024-04-12,P00443,25,S008,216.65,7,Gaillard S.A.,Berlin,Allemagne,0.64,7,5416.25,0,0,4,1
PO006271,2024-02-02,P00744,100,S046,97.16,4,Roche,Rome,Italie,0.54,4,9716.0,0,0,2,1
PO006272,2024-03-28,P00816,25,S028,198.88,7,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,4972.0,-1,0,3,1
PO006273,2024-07-07,P00650,25,S029,13.36,3,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,334.0,-3,0,7,1
PO006274,2024-06-22,P00451,100,S028,199.83,10,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,19983.0,2,2,6,0
PO006275,2024-11-16,P00781,100,S012,79.83,12,Lucas,Stockholm,Suède,1.0,11,7983.0,1,1,11,0
PO006276,2024-05-29,P00889,25,S012,298.5,11,Lucas,Stockholm,Suède,1.0,11,7462.5,0,0,5,1
PO006277,2024-09-01,P00706,50,S006,153.6,9,Jean,Zurich,Suisse,0.68,8,7680.0,1,1,9,0
PO006278,2024-01-24,P00348,10,S008,284.33,5,Gaillard S.A.,Berlin,Allemagne,0.64,7,2843.2999999999997,-2,0,1,1
PO006279,2024-01-25,P00133,100,S028,86.48,9,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,8648.0,1,1,1,0
PO006280,2024-09-23,P00768,500,S028,143.01,4,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,71505.0,-4,0,9,1
PO006281,2024-11-02,P00591,100,S012,120.75,6,Lucas,Stockholm,Suède,1.0,11,12075.0,-5,0,11,1
PO006282,2024-05-24,P00138,150,S013,169.08,14,Gautier,Paris,France,0.84,7,25362.000000000004,7,7,5,0
PO006283,2024-11-04,P00853,75,S028,228.08,8,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,17106.0,0,0,11,1
PO006284,2024-01-22,P00474,10,S028,101.61,7,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,1016.1,-1,0,1,1
PO006285,2024-12-26,P00465,100,S048,218.16,14,Lecomte,Amsterdam,Pays-Bas,0.65,4,21816.0,10,10,12,0
PO006286,2024-12-03,P00700,50,S012,126.79,3,Lucas,Stockholm,Suède,1.0,11,6339.5,-8,0,12,1
PO006287,2024-02-03,P00774,50,S002,248.67,3,Morvan,Paris,France,0.86,9,12433.5,-6,0,2,1
PO006288,2024-12-31,P00289,100,S028,13.48,2,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,1348.0,-6,0,12,1
PO006289,2024-03-01,P00256,200,S005,211.33,5,Blanc,Dublin,Irlande,0.65,13,42266.0,-8,0,3,1
PO006290,2024-10-06,P00945,75,S002,113.65,3,Morvan,Paris,France,0.86,9,8523.75,-6,0,10,1
PO006291,2024-11-19,P00683,300,S002,210.31,3,Morvan,Paris,France,0.86,9,63093.0,-6,0,11,1
PO006292,2024-08-02,P00512,75,S048,231.15,7,Lecomte,Amsterdam,Pays-Bas,0.65,4,17336.25,3,3,8,0
PO006293,2024-02-22,P00717,25,S008,142.68,12,Gaillard S.A.,Berlin,Allemagne,0.64,7,3567.0,5,5,2,0
PO006294,2024-03-13,P00106,75,S029,122.61,13,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,9195.75,7,7,3,0
PO006295,2024-10-16,P00918,200,S008,203.78,10,Gaillard S.A.,Berlin,Allemagne,0.64,7,40756.0,3,3,10,0
PO006296,2024-06-25,P00804,75,S029,103.67,2,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,7775.25,-4,0,6,1
PO006297,2024-03-22,P00959,100,S028,297.08,6,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,29708.0,-2,0,3,1
PO006298,2024-08-04,P00556,75,S046,186.28,9,Roche,Rome,Italie,0.54,4,13971.0,5,5,8,0
PO006299,2024-06-25,P00219,75,S046,272.64,6,Roche,Rome,Italie,0.54,4,20448.0,2,2,6,0
PO006300,2024-08-20,P00274,50,S028,205.23,14,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,10261.5,6,6,8,0
PO006301,2024-01-16,P00264,25,S031,33.65,6,Faure S.A.R.L.,Oslo,Norvège,0.7,4,841.25,2,2,1,0
PO006302,2024-01-02,P00019,50,S008,297.64,8,Gaillard S.A.,Berlin,Allemagne,0.64,7,14882.0,1,1,1,0
PO006303,2024-01-08,P00084,50,S028,86.26,4,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,4313.0,-4,0,1,1
PO006304,2024-06-11,P00712,150,S010,170.89,7,Pelletier,Paris,France,0.98,3,25633.499999999996,4,4,6,0
PO006305,2024-10-16,P00465,150,S046,248.25,2,Roche,Rome,Italie,0.54,4,37237.5,-2,0,10,1
PO006306,2024-08-21,P00459,25,S028,112.47,14,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,2811.75,6,6,8,0
PO006307,2024-10-01,P00200,75,S029,117.78,9,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,8833.5,3,3,10,0
PO006308,2024-01-22,P00773,50,S049,160.21,4,Godard SA,Zurich,Suisse,0.62,13,8010.5,-9,0,1,1
PO006309,2024-05-14,P00245,75,S028,230.71,3,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,17303.25,-5,0,5,1
PO006310,2024-06-17,P00975,100,S047,132.04,4,Duhamel,Berlin,Allemagne,0.7,10,13204.0,-6,0,6,1
PO006311,2024-05-21,P00452,50,S008,145.29,10,Gaillard S.A.,Berlin,Allemagne,0.64,7,7264.5,3,3,5,0
PO006312,2024-04-15,P00409,200,S008,39.98,5,Gaillard S.A.,Berlin,Allemagne,0.64,7,7995.999999999999,-2,0,4,1
PO006313,2024-02-12,P00647,300,S012,78.16,9,Lucas,Stockholm,Suède,1.0,11,23448.0,-2,0,2,1
PO006314,2024-11-19,P00383,25,S028,35.47,7,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,886.75,-1,0,11,1
PO006315,2024-12-20,P00090,100,S028,155.73,8,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,15572.999999999998,0,0,12,1
PO006316,2024-06-14,P00276,10,S028,291.21,11,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,2912.1,3,3,6,0
PO006317,2024-07-07,P00096,10,S029,119.13,14,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,1191.3,8,8,7,0
PO006318,2024-10-02,P00482,300,S010,140.12,9,Pelletier,Paris,France,0.98,3,42036.0,6,6,10,0
PO006319,2024-05-06,P00788,100,S020,134.0,4,Baudry,Paris,France,0.57,8,13400.0,-4,0,5,1
PO006320,2024-02-14,P00816,50,S002,298.05,5,Morvan,Paris,France,0.86,9,14902.5,-4,0,2,1
PO006321,2024-08-08,P00433,100,S008,214.52,11,Gaillard S.A.,Berlin,Allemagne,0.64,7,21452.0,4,4,8,0
PO006322,2024-03-02,P00932,150,S017,268.26,12,Bodin,Rome,Italie,0.87,5,40239.0,7,7,3,0
PO006323,2024-11-07,P00787,200,S029,267.89,6,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,53578.0,0,0,11,1
PO006324,2024-03-02,P00510,10,S046,106.57,5,Roche,Rome,Italie,0.54,4,1065.6999999999998,1,1,3,0
PO006325,2024-09-28,P00861,150,S008,103.55,13,Gaillard S.A.,Berlin,Allemagne,0.64,7,15532.5,6,6,9,0
PO006326,2024-06-20,P00970,200,S038,171.74,6,Laurent Boyer S.A.R.L.,Copenhague,Danemark,0.98,6,34348.0,0,0,6,1
PO006327,2024-12-22,P00500,75,S028,229.78,2,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,17233.5,-6,0,12,1
PO006328,2024-01-04,P00335,75,S045,265.52,5,Lagarde,Berlin,Allemagne,0.53,4,19914.0,1,1,1,0
PO006329,2024-03-04,P00166,25,S028,225.08,3,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,5627.0,-5,0,3,1
PO006330,2024-05-19,P00174,25,S029,62.21,4,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,1555.25,-2,0,5,1
PO006331,2024-07-22,P00831,75,S028,115.34,11,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,8650.5,3,3,7,0
PO006332,2024-07-06,P00754,200,S008,179.96,10,Gaillard S.A.,Berlin,Allemagne,0.64,7,35992.0,3,3,7,0
PO006333,2024-10-06,P00202,150,S010,229.86,4,Pelletier,Paris,France,0.98,3,34479.0,1,1,10,0
PO006334,2024-12-28,P00068,75,S002,96.14,7,Morvan,Paris,France,0.86,9,7210.5,-2,0,12,1
PO006335,2024-08-04,P00987,150,S029,57.63,6,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,8644.5,0,0,8,1
PO006336,2024-01-25,P00529,150,S008,109.97,10,Gaillard S.A.,Berlin,Allemagne,0.64,7,16495.5,3,3,1,0
PO006337,2024-07-15,P00294,75,S029,229.39,12,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,17204.25,6,6,7,0
PO006338,2024-10-28,P00556,25,S048,172.83,12,Lecomte,Amsterdam,Pays-Bas,0.65,4,4320.75,8,8,10,0
PO006339,2024-06-16,P00655,50,S028,94.28,6,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,4714.0,-2,0,6,1
PO006340,2024-03-06,P00391,25,S028,24.98,13,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,624.5,5,5,3,0
PO006341,2024-01-03,P00279,10,S029,52.71,12,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,527.1,6,6,1,0
PO006342,2024-04-21,P00700,10,S008,176.76,3,Gaillard S.A.,Berlin,Allemagne,0.64,7,1767.6,-4,0,4,1
PO006343,2024-06-17,P00033,150,S008,177.58,5,Gaillard S.A.,Berlin,Allemagne,0.64,7,26637.000000000004,-2,0,6,1
PO006344,2024-10-15,P00026,10,S002,192.24,10,Morvan,Paris,France,0.86,9,1922.4,1,1,10,0
PO006345,2024-01-18,P00320,50,S008,139.64,13,Gaillard S.A.,Berlin,Allemagne,0.64,7,6981.999999999999,6,6,1,0
PO006346,2024-06-26,P00632,500,S043,189.2,10,Klein SA,Rome,Italie,0.9,14,94600.0,-4,0,6,1
PO006347,2024-10-08,P00844,150,S046,173.23,10,Roche,Rome,Italie,0.54,4,25984.5,6,6,10,0
PO006348,2024-03-22,P00571,150,S028,146.98,5,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,22047.0,-3,0,3,1
PO006349,2024-08-09,P00185,50,S012,10.31,7,Lucas,Stockholm,Suède,1.0,11,515.5,-4,0,8,1
PO006350,2024-02-14,P00107,100,S048,106.29,12,Lecomte,Amsterdam,Pays-Bas,0.65,4,10629.0,8,8,2,0
PO006351,2024-02-02,P00991,75,S028,298.55,3,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,22391.25,-5,0,2,1
PO006352,2024-12-31,P00623,100,S029,237.67,14,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,23767.0,8,8,12,0
PO006353,2024-05-25,P00419,50,S008,282.43,10,Gaillard S.A.,Berlin,Allemagne,0.64,7,14121.5,3,3,5,0
PO006354,2024-09-21,P00593,75,S048,255.82,5,Lecomte,Amsterdam,Pays-Bas,0.65,4,19186.5,1,1,9,0
PO006355,2024-11-17,P00486,500,S008,129.03,8,Gaillard S.A.,Berlin,Allemagne,0.64,7,64515.0,1,1,11,0
PO006356,2024-09-06,P00606,50,S012,128.64,12,Lucas,Stockholm,Suède,1.0,11,6431.999999999999,1,1,9,0
PO006357,2024-01-10,P00165,25,S028,99.72,2,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,2493.0,-6,0,1,1
PO006358,2024-05-04,P00679,50,S046,55.17,2,Roche,Rome,Italie,0.54,4,2758.5,-2,0,5,1
PO006359,2024-05-21,P00776,75,S029,194.58,8,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,14593.500000000002,2,2,5,0
PO006360,2024-08-23,P00583,10,S008,195.61,11,Gaillard S.A.,Berlin,Allemagne,0.64,7,1956.1000000000001,4,4,8,0
PO006361,2024-04-14,P00831,150,S028,160.26,12,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,24039.0,4,4,4,0
PO006362,2024-09-08,P00339,50,S028,90.23,14,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,4511.5,6,6,9,0
PO006363,2024-07-20,P00335,50,S028,98.21,5,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,4910.5,-3,0,7,1
PO006364,2024-05-22,P00325,100,S029,94.92,3,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,9492.0,-3,0,5,1
PO006365,2024-09-06,P00119,150,S008,150.69,4,Gaillard S.A.,Berlin,Allemagne,0.64,7,22603.5,-3,0,9,1
PO006366,2024-03-03,P00798,500,S008,197.21,5,Gaillard S.A.,Berlin,Allemagne,0.64,7,98605.0,-2,0,3,1
PO006367,2024-06-07,P00319,25,S002,106.87,14,Morvan,Paris,France,0.86,9,2671.75,5,5,6,0
PO006368,2024-12-24,P00881,50,S008,112.0,8,Gaillard S.A.,Berlin,Allemagne,0.64,7,5600.0,1,1,12,0
PO006369,2024-04-29,P00131,25,S029,184.61,13,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,4615.25,7,7,4,0
PO006370,2024-01-27,P00205,200,S029,120.82,13,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,24164.0,7,7,1,0
PO006371,2024-09-30,P00004,75,S029,183.88,14,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,13791.0,8,8,9,0
PO006372,2024-05-20,P00669,200,S012,177.63,14,Lucas,Stockholm,Suède,1.0,11,35526.0,3,3,5,0
PO006373,2024-09-25,P00659,500,S039,109.18,10,Rocher,Helsinki,Finlande,0.76,13,54590.0,-3,0,9,1
PO006374,2024-07-18,P00496,75,S008,38.11,12,Gaillard S.A.,Berlin,Allemagne,0.64,7,2858.25,5,5,7,0
PO006375,2024-06-05,P00446,25,S012,280.42,5,Lucas,Stockholm,Suède,1.0,11,7010.5,-6,0,6,1
PO006376,2024-01-19,P00057,50,S048,153.55,3,Lecomte,Amsterdam,Pays-Bas,0.65,4,7677.500000000001,-1,0,1,1
PO006377,2024-06-25,P00691,10,S029,82.45,5,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,824.5,-1,0,6,1
PO006378,2024-01-12,P00017,150,S010,158.44,10,Pelletier,Paris,France,0.98,3,23766.0,7,7,1,0
PO006379,2024-07-28,P00603,10,S002,208.14,12,Morvan,Paris,France,0.86,9,2081.3999999999996,3,3,7,0
PO006380,2024-10-22,P00094,75,S029,199.67,5,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,14975.249999999998,-1,0,10,1
PO006381,2024-09-07,P00124,25,S028,244.02,13,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,6100.5,5,5,9,0
PO006382,2024-06-17,P00314,10,S028,188.17,12,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,1881.6999999999998,4,4,6,0
PO006383,2024-11-10,P00237,50,S002,176.72,9,Morvan,Paris,France,0.86,9,8836.0,0,0,11,1
PO006384,2024-07-16,P00737,75,S012,85.84,9,Lucas,Stockholm,Suède,1.0,11,6438.0,-2,0,7,1
PO006385,2024-09-04,P00301,10,S029,287.06,11,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,2870.6,5,5,9,0
PO006386,2024-02-05,P00123,100,S028,37.02,11,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,3702.0000000000005,3,3,2,0
PO006387,2024-10-08,P00111,100,S008,266.08,3,Gaillard S.A.,Berlin,Allemagne,0.64,7,26608.0,-4,0,10,1
PO006388,2024-02-29,P00852,300,S029,199.06,2,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,59718.0,-4,0,2,1
PO006389,2024-04-25,P00119,200,S029,265.23,11,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,53046.0,5,5,4,0
PO006390,2024-03-26,P00301,75,S029,53.59,7,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,4019.2500000000005,1,1,3,0
PO006391,2024-08-07,P00040,150,S043,224.17,3,Klein SA,Rome,Italie,0.9,14,33625.5,-11,0,8,1
PO006392,2024-08-14,P00974,50,S046,75.34,6,Roche,Rome,Italie,0.54,4,3767.0,2,2,8,0
PO006393,2024-09-30,P00737,75,S008,94.32,2,Gaillard S.A.,Berlin,Allemagne,0.64,7,7073.999999999999,-5,0,9,1
PO006394,2024-08-08,P00487,50,S008,156.34,4,Gaillard S.A.,Berlin,Allemagne,0.64,7,7817.0,-3,0,8,1
PO006395,2024-04-06,P00242,50,S029,55.02,9,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,2751.0,3,3,4,0
PO006396,2024-12-01,P00789,100,S028,56.6,7,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,5660.0,-1,0,12,1
PO006397,2024-12-05,P00828,50,S008,32.4,3,Gaillard S.A.,Berlin,Allemagne,0.64,7,1620.0,-4,0,12,1
PO006398,2024-03-23,P00573,50,S008,186.73,11,Gaillard S.A.,Berlin,Allemagne,0.64,7,9336.5,4,4,3,0
PO006399,2024-02-25,P00689,50,S029,40.3,6,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,2014.9999999999998,0,0,2,1
PO006400,2024-05-06,P00824,200,S028,122.45,14,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,24490.0,6,6,5,0
PO006401,2024-03-17,P00370,25,S029,224.22,11,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,5605.5,5,5,3,0
PO006402,2024-07-08,P00156,50,S039,204.96,11,Rocher,Helsinki,Finlande,0.76,13,10248.0,-2,0,7,1
PO006403,2024-01-19,P00138,200,S029,111.74,8,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,22348.0,2,2,1,0
PO006404,2024-08-18,P00554,10,S029,72.81,9,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,728.1,3,3,8,0
PO006405,2024-02-01,P00471,300,S028,10.69,8,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,3207.0,0,0,2,1
PO006406,2024-12-02,P00560,200,S012,232.15,13,Lucas,Stockholm,Suède,1.0,11,46430.0,2,2,12,0
PO006407,2024-08-05,P00323,50,S029,235.98,12,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,11799.0,6,6,8,0
PO006408,2024-07-01,P00783,100,S028,193.47,9,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,19347.0,1,1,7,0
PO006409,2024-05-28,P00633,500,S046,260.38,10,Roche,Rome,Italie,0.54,4,130190.0,6,6,5,0
PO006410,2024-10-28,P00874,75,S028,206.21,12,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,15465.75,4,4,10,0
PO006411,2024-05-26,P00082,10,S029,136.67,3,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,1366.6999999999998,-3,0,5,1
PO006412,2024-09-29,P00718,200,S029,225.6,3,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,45120.0,-3,0,9,1
PO006413,2024-01-31,P00204,25,S029,45.71,13,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,1142.75,7,7,1,0
PO006414,2024-07-18,P00373,50,S028,283.38,11,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,14169.0,3,3,7,0
PO006415,2024-05-02,P00013,200,S008,86.3,6,Gaillard S.A.,Berlin,Allemagne,0.64,7,17260.0,-1,0,5,1
PO006416,2024-05-02,P00980,50,S028,208.18,5,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,10409.0,-3,0,5,1
PO006417,2024-12-14,P00212,100,S004,72.26,7,Philippe,Rome,Italie,0.57,9,7226.000000000001,-2,0,12,1
PO006418,2024-11-26,P00525,50,S008,109.9,13,Gaillard S.A.,Berlin,Allemagne,0.64,7,5495.0,6,6,11,0
PO006419,2024-04-03,P00374,150,S008,84.62,11,Gaillard S.A.,Berlin,Allemagne,0.64,7,12693.0,4,4,4,0
PO006420,2024-10-20,P00730,25,S010,147.2,8,Pelletier,Paris,France,0.98,3,3679.9999999999995,5,5,10,0
PO006421,2024-09-10,P00731,50,S004,188.47,13,Philippe,Rome,Italie,0.57,9,9423.5,4,4,9,0
PO006422,2024-12-01,P00760,50,S022,137.17,6,Langlois Vallée SA,Dublin,Irlande,0.88,9,6858.499999999999,-3,0,12,1
PO006423,2024-02-05,P00551,25,S002,35.7,4,Morvan,Paris,France,0.86,9,892.5000000000001,-5,0,2,1
PO006424,2024-12-01,P00276,50,S008,196.06,7,Gaillard S.A.,Berlin,Allemagne,0.64,7,9803.0,0,0,12,1
PO006425,2024-10-09,P00715,50,S008,214.51,6,Gaillard S.A.,Berlin,Allemagne,0.64,7,10725.5,-1,0,10,1
PO006426,2024-04-07,P00282,300,S046,26.01,14,Roche,Rome,Italie,0.54,4,7803.000000000001,10,10,4,0
PO006427,2024-07-29,P00183,75,S028,287.96,2,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,21597.0,-6,0,7,1
PO006428,2024-08-26,P00812,75,S033,175.38,11,Mercier Dupuy S.A.S.,Stockholm,Suède,0.67,14,13153.5,-3,0,8,1
PO006429,2024-08-23,P00688,75,S028,41.67,5,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,3125.25,-3,0,8,1
PO006430,2024-02-18,P00291,500,S010,137.7,4,Pelletier,Paris,France,0.98,3,68850.0,1,1,2,0
PO006431,2024-07-27,P00100,100,S036,209.1,14,Moreau Dubois S.A.S.,Stockholm,Suède,0.97,10,20910.0,4,4,7,0
PO006432,2024-03-28,P00389,100,S046,88.39,2,Roche,Rome,Italie,0.54,4,8839.0,-2,0,3,1
PO006433,2024-11-19,P00168,50,S048,213.63,13,Lecomte,Amsterdam,Pays-Bas,0.65,4,10681.5,9,9,11,0
PO006434,2024-06-12,P00893,75,S008,250.95,3,Gaillard S.A.,Berlin,Allemagne,0.64,7,18821.25,-4,0,6,1
PO006435,2024-02-05,P00597,25,S014,39.05,11,Guillon,Rome,Italie,0.91,7,976.2499999999999,4,4,2,0
PO006436,2024-05-29,P00463,100,S029,247.26,8,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,24726.0,2,2,5,0
