id_commande,date_commande,id_produit,quantité,entrepôt,statut,date_retour,motif
O028807,2024-12-27,P00182,3,Lyon,Expédié,null,null
O028809,2024-10-06,P00620,10,Marseille,Expédié,null,null
O028810,2024-12-04,P00340,2,Lyon,Livré,null,null
O028813,2024-01-06,P00656,1,Lyon,Expédié,null,null
O028814,2024-12-17,P00839,5,Marseille,Livré,null,null
O028816,2024-12-02,P00319,12,Marseille,Livré,null,null
O028817,2024-03-05,P00938,5,Marseille,Expédié,null,null
O028818,2024-12-01,P00108,3,Lyon,Livré,null,null
O028819,2024-12-30,P00802,1,Marseille,Expédié,null,null
O028820,2024-01-09,P00759,1,Marseille,Livré,null,null
O028821,2024-02-20,P00466,5,Marseille,Livré,null,null
O028822,2024-12-08,P00463,1,Paris,Livré,2024-12-13,Produit abîmé
O028823,2024-10-25,P00654,10,Marseille,Expédié,null,null
O028824,2024-09-07,P00604,3,Lyon,Livré,null,null
O028826,2024-11-13,P00378,3,Paris,Expédié,null,null
O028827,2024-04-19,P00515,8,Paris,Expédié,null,null
O028828,2024-01-09,P00188,8,Marseille,Expédié,null,null
O028829,2024-08-26,P00921,5,Marseille,Livré,2024-09-10,Client insatisfait
O028830,2024-03-01,P00254,12,Paris,Livré,null,null
O028831,2024-12-23,P00707,20,Marseille,Livré,null,null
O028833,2024-12-05,P00193,15,Lyon,Livré,null,null
O028834,2024-07-10,P00510,10,Paris,Livré,null,null
O028835,2024-10-09,P00687,5,Paris,Livré,null,null
O028836,2024-12-17,P00526,5,Marseille,Expédié,null,null
O028837,2024-09-27,P00461,1,Lyon,Expédié,null,null
O028838,2024-11-27,P00377,2,Marseille,Livré,null,null
O028839,2024-12-28,P00296,1,Paris,Expédié,null,null
O028840,2024-11-24,P00149,1,Lyon,Livré,null,null
O028841,2024-01-17,P00414,2,Marseille,Livré,null,null
O028843,2024-07-05,P00984,1,Paris,Livré,null,null
O028844,2024-02-18,P00488,12,Marseille,Livré,null,null
O028845,2024-01-18,P00729,8,Lyon,Livré,null,null
O028847,2024-12-27,P00981,1,Paris,Livré,null,null
O028848,2024-09-01,P00897,1,Paris,Expédié,null,null
O028849,2024-05-16,P00924,8,Paris,Livré,null,null
O028850,2024-01-30,P00028,8,Marseille,Expédié,null,null
O028851,2024-10-09,P00370,15,Paris,Expédié,null,null
O028852,2024-04-16,P00414,20,Marseille,Livré,null,null
O028853,2024-12-27,P00002,15,Marseille,Livré,null,null
O028854,2024-06-09,P00057,2,Lyon,Livré,null,null
O028855,2024-12-11,P00973,2,Paris,Livré,null,null
O028856,2024-03-25,P00449,8,Lyon,Expédié,2024-04-05,Client insatisfait
O028857,2024-10-27,P00960,2,Paris,Livré,null,null
O028858,2024-11-05,P00128,8,Marseille,Livré,null,null
O028859,2024-12-04,P00605,3,Lyon,Livré,null,null
O028860,2024-11-02,P00158,8,Paris,Expédié,null,null
O028861,2024-01-03,P00856,2,Paris,Expédié,null,null
O028862,2024-08-28,P00762,3,Lyon,Livré,null,null
O028864,2024-11-21,P00476,3,Lyon,Livré,null,null
O028865,2024-12-16,P00182,15,Lyon,Expédié,2024-12-29,Mauvaise référence
O028866,2024-01-02,P00695,2,Paris,Expédié,null,null
O028867,2024-01-14,P00319,12,Lyon,Livré,null,null
O028868,2024-01-17,P00202,8,Lyon,Livré,null,null
O028869,2024-02-24,P00202,8,Lyon,Expédié,null,null
O028870,2024-02-18,P00070,8,Lyon,Livré,null,null
O028872,2024-05-17,P00843,5,Marseille,Livré,null,null
O028873,2024-04-23,P00470,1,Lyon,Expédié,null,null
O028874,2024-04-25,P00334,1,Lyon,Livré,null,null
O028875,2024-11-03,P00759,10,Marseille,Livré,null,null
O028876,2024-10-10,P00759,8,Paris,Livré,null,null
O028878,2024-12-06,P00532,1,Lyon,Livré,null,null
O028879,2024-11-21,P00509,5,Lyon,Expédié,null,null
O028880,2024-11-12,P00620,2,Marseille,Livré,null,null
O028881,2024-08-27,P00688,1,Paris,Livré,null,null
O028883,2024-02-20,P00170,3,Marseille,Livré,null,null
O028884,2024-11-09,P00558,2,Lyon,Livré,null,null
O028885,2024-12-30,P00732,1,Lyon,Livré,null,null
O028886,2024-05-23,P00152,3,Lyon,Livré,null,null
O028887,2024-03-23,P00764,3,Paris,Expédié,null,null
O028888,2024-08-08,P00362,1,Marseille,Livré,null,null
O028889,2024-10-12,P00791,2,Lyon,Livré,null,null
O028890,2024-06-26,P00858,2,Marseille,Expédié,null,null
O028891,2024-11-14,P00221,1,Marseille,Livré,null,null
O028892,2024-10-30,P00767,1,Marseille,Expédié,2024-11-24,Client insatisfait
O028894,2024-05-10,P00192,1,Lyon,Livré,null,null
O028895,2024-10-02,P00170,1,Paris,Expédié,null,null
O028896,2024-04-12,P00828,8,Marseille,Expédié,null,null
O028898,2024-12-14,P00620,2,Lyon,Livré,null,null
O028899,2024-08-12,P00658,1,Lyon,Livré,null,null
O028900,2024-12-27,P00035,1,Paris,Livré,null,null
O028901,2024-09-18,P00301,2,Paris,Expédié,null,null
O028902,2024-10-02,P00466,8,Lyon,Livré,null,null
O028903,2024-03-28,P00011,2,Lyon,Livré,2024-04-11,Client insatisfait
O028904,2024-09-07,P00957,1,Paris,Expédié,null,null
O028905,2024-02-02,P00029,2,Lyon,Livré,2024-02-11,Mauvaise référence
O028906,2024-11-28,P00210,3,Lyon,Expédié,null,null
O028907,2024-02-14,P00136,1,Lyon,Expédié,2024-03-12,Client insatisfait
O028908,2024-02-03,P00377,5,Marseille,Expédié,null,null
O028909,2024-05-05,P00503,2,Paris,Livré,null,null
O028910,2024-10-11,P00890,1,Marseille,Livré,null,null
O028911,2024-01-08,P00228,5,Paris,Livré,null,null
O028912,2024-09-28,P00691,5,Paris,Livré,null,null
O028914,2024-01-19,P00576,5,Paris,Livré,null,null
O028915,2024-08-15,P00740,2,Marseille,Livré,null,null
O028916,2024-07-31,P00488,3,Paris,Livré,null,null
O028917,2024-09-23,P00417,2,Paris,Livré,null,null
O028918,2024-10-14,P00014,5,Lyon,Livré,null,null
O028919,2024-04-14,P00526,3,Paris,Livré,null,null
O028921,2024-01-03,P00921,1,Lyon,Livré,null,null
O028922,2024-11-10,P00252,5,Lyon,Livré,null,null
O028923,2024-12-31,P00948,5,Marseille,Expédié,null,null
O028925,2024-12-29,P00046,2,Marseille,Expédié,null,null
O028927,2024-03-01,P00629,10,Marseille,Livré,null,null
O028929,2024-12-29,P00467,10,Paris,Livré,null,null
O028930,2024-12-27,P00886,1,Paris,Livré,null,null
O028932,2024-11-13,P00912,12,Lyon,Expédié,null,null
O028933,2024-05-09,P00220,2,Paris,Livré,null,null
O028934,2024-01-02,P00143,8,Lyon,Livré,null,null
O028935,2024-10-31,P00467,8,Paris,Livré,null,null
O028936,2024-06-09,P00881,3,Paris,Livré,null,null
O028937,2024-12-04,P00387,2,Marseille,Expédié,null,null
O028938,2024-08-24,P00478,12,Marseille,Livré,null,null
O028939,2024-10-10,P00792,1,Marseille,Livré,null,null
O028940,2024-11-04,P00014,2,Paris,Livré,null,null
O028941,2024-12-02,P00017,2,Marseille,Livré,null,null
O028942,2024-11-20,P00620,10,Paris,Livré,null,null
O028943,2024-07-26,P00250,12,Marseille,Livré,null,null
O028944,2024-01-21,P00671,1,Lyon,Livré,null,null
O028946,2024-01-20,P00330,10,Paris,Livré,null,null
O028947,2024-12-11,P00603,2,Marseille,Livré,null,null
O028948,2024-12-09,P00170,15,Paris,Livré,null,null
O028949,2024-11-17,P00979,3,Marseille,Livré,null,null
O028950,2024-01-01,P00516,1,Marseille,Livré,null,null
O028951,2024-11-15,P00594,1,Lyon,Livré,null,null
O028952,2024-02-01,P00452,1,Lyon,Livré,2024-02-26,Livraison incomplète
O028954,2024-11-03,P00334,1,Lyon,Expédié,null,null
O028955,2024-12-14,P00090,8,Paris,Expédié,null,null
O028957,2024-11-03,P00765,1,Marseille,Expédié,null,null
O028958,2024-11-16,P00414,15,Paris,Expédié,null,null
O028959,2024-02-01,P00202,5,Paris,Expédié,null,null
O028960,2024-03-28,P00729,5,Paris,Livré,null,null
O028961,2024-12-02,P00613,1,Lyon,Livré,null,null
O028962,2024-01-22,P00729,12,Lyon,Expédié,null,null
O028963,2024-12-22,P00629,5,Marseille,Livré,null,null
O028965,2024-04-29,P00334,10,Paris,Livré,null,null
O028966,2024-05-26,P00541,15,Lyon,Expédié,null,null
O028968,2024-12-22,P00231,1,Lyon,Livré,null,null
O028969,2024-06-19,P00619,1,Paris,Expédié,null,null
O028970,2024-12-01,P00752,8,Marseille,Livré,null,null
O028971,2024-03-08,P00341,10,Lyon,Livré,null,null
O028972,2024-01-07,P00462,3,Marseille,Livré,null,null
O028973,2024-04-20,P00791,2,Lyon,Livré,null,null
O028974,2024-10-21,P00924,5,Paris,Livré,null,null
O028975,2024-12-30,P00226,2,Marseille,Expédié,null,null
O028976,2024-12-12,P00778,1,Lyon,Expédié,null,null
O028977,2024-01-15,P00839,3,Lyon,Expédié,null,null
O028978,2024-03-06,P00733,1,Paris,Expédié,null,null
O028979,2024-09-29,P00691,3,Marseille,Livré,null,null
O028980,2024-12-01,P00630,15,Marseille,Livré,null,null
O028981,2024-10-26,P00226,10,Marseille,Expédié,null,null
O028983,2024-02-21,P00612,15,Marseille,Expédié,null,null
O028984,2024-01-17,P00881,8,Lyon,Livré,null,null
O028985,2024-02-10,P00002,2,Lyon,Livré,null,null
O028987,2024-11-17,P00893,8,Paris,Livré,2024-12-07,Livraison incomplète
O028988,2024-12-26,P00001,12,Lyon,Expédié,null,null
O028989,2024-01-28,P00158,15,Paris,Livré,null,null
O028990,2024-03-07,P00250,5,Lyon,Expédié,null,null
O028991,2024-11-02,P00024,1,Lyon,Livré,null,null
O028992,2024-07-31,P00587,1,Paris,Livré,null,null
O028993,2024-03-12,P00170,1,Paris,Livré,2024-03-20,Mauvaise référence
O028994,2024-11-02,P00527,15,Lyon,Livré,null,null
O028995,2024-10-11,P00772,3,Marseille,Livré,null,null
O028996,2024-01-15,P00671,10,Paris,Livré,null,null
O028997,2024-11-13,P00604,3,Paris,Livré,null,null
O028998,2024-03-16,P00671,5,Lyon,Expédié,null,null
O028999,2024-08-20,P00873,1,Marseille,Livré,null,null
O029001,2024-03-03,P00526,1,Marseille,Livré,2024-03-30,Produit abîmé
O029003,2024-12-18,P00449,2,Paris,Expédié,null,null
O029004,2024-04-27,P00810,5,Paris,Livré,null,null
O029008,2024-12-09,P00695,1,Lyon,Livré,null,null
O029009,2024-12-22,P00495,8,Lyon,Livré,null,null
O029010,2024-12-18,P00712,2,Lyon,Livré,2025-01-08,Produit abîmé
O029012,2024-12-23,P00240,8,Paris,Livré,2025-01-21,Client insatisfait
O029013,2024-11-24,P00037,1,Lyon,Livré,null,null
O029014,2024-02-18,P00044,5,Lyon,Livré,null,null
O029015,2024-11-28,P00009,2,Marseille,Expédié,null,null
O029016,2024-01-31,P00106,8,Paris,Expédié,null,null
O029017,2024-12-28,P00631,2,Marseille,Livré,null,null
O029020,2024-02-26,P00478,5,Lyon,Livré,null,null
O029021,2024-12-13,P00518,12,Lyon,Livré,null,null
O029022,2024-12-24,P00886,1,Paris,Livré,null,null
O029023,2024-02-06,P00488,1,Lyon,Livré,2024-02-28,Client insatisfait
O029024,2024-12-21,P00890,8,Marseille,Expédié,null,null
O029025,2024-03-03,P00080,5,Paris,Expédié,null,null
O029026,2024-04-12,P00284,2,Marseille,Livré,null,null
O029027,2024-03-20,P00226,3,Marseille,Livré,null,null
O029028,2024-04-08,P00953,1,Marseille,Livré,null,null
O029029,2024-12-04,P00524,1,Marseille,Livré,null,null
O029030,2024-12-21,P00445,2,Paris,Livré,2025-01-08,Produit abîmé
O029031,2024-12-13,P00334,10,Paris,Livré,null,null
O029032,2024-12-13,P00923,3,Marseille,Livré,null,null
O029033,2024-05-08,P00568,3,Marseille,Livré,null,null
O029034,2024-08-02,P00222,10,Paris,Livré,null,null
O029035,2024-12-27,P00704,2,Paris,Livré,null,null
O029036,2024-02-06,P00728,5,Marseille,Livré,null,null
O029037,2024-12-13,P00387,10,Lyon,Expédié,null,null
O029039,2024-11-04,P00671,1,Paris,Expédié,null,null
O029040,2024-05-09,P00250,2,Lyon,Expédié,null,null
O029041,2024-02-07,P00257,15,Paris,Livré,null,null
O029042,2024-12-27,P00981,20,Marseille,Livré,null,null
O029043,2024-12-03,P00133,1,Lyon,Livré,null,null
O029044,2024-06-29,P00024,1,Paris,Expédié,null,null
O029045,2024-12-27,P00755,2,Paris,Livré,null,null
O029046,2024-10-03,P00648,2,Marseille,Expédié,null,null
O029047,2024-11-01,P00080,2,Marseille,Livré,null,null
O029048,2024-02-05,P00652,5,Marseille,Livré,null,null
O029051,2024-11-21,P00881,12,Marseille,Livré,null,null
O029053,2024-04-02,P00515,2,Lyon,Expédié,null,null
O029054,2024-01-17,P00610,10,Paris,Expédié,null,null
O029055,2024-02-07,P00212,1,Marseille,Livré,null,null
O029057,2024-03-03,P00810,1,Marseille,Livré,null,null
O029058,2024-11-30,P00017,3,Marseille,Livré,null,null
O029059,2024-08-18,P00075,1,Lyon,Expédié,null,null
O029061,2024-08-21,P00751,2,Paris,Expédié,null,null
O029062,2024-06-12,P00326,12,Lyon,Livré,null,null
O029063,2024-12-10,P00008,1,Paris,Expédié,2024-12-22,Livraison incomplète
O029064,2024-10-03,P00603,5,Marseille,Expédié,null,null
O029065,2024-12-02,P00234,2,Paris,Livré,null,null
O029066,2024-12-26,P00968,1,Lyon,Livré,null,null
O029067,2024-05-11,P00957,3,Marseille,Livré,null,null
O029068,2024-11-05,P00712,10,Paris,Expédié,null,null
O029069,2024-12-16,P00226,2,Paris,Livré,null,null
O029070,2024-12-26,P00435,5,Paris,Expédié,null,null
O029071,2024-11-02,P00643,12,Paris,Livré,null,null
O029072,2024-12-02,P00551,8,Paris,Livré,null,null
O029073,2024-11-29,P00919,1,Marseille,Livré,2024-12-15,Produit abîmé
O029074,2024-12-13,P00009,8,Marseille,Expédié,2025-01-02,Mauvaise référence
O029075,2024-01-16,P00159,3,Marseille,Livré,null,null
O029077,2024-05-12,P00912,8,Lyon,Livré,null,null
O029078,2024-12-19,P00669,3,Lyon,Livré,null,null
O029079,2024-11-20,P00594,1,Marseille,Expédié,null,null
O029080,2024-01-20,P00253,3,Marseille,Expédié,null,null
O029081,2024-10-15,P00738,3,Lyon,Livré,2024-10-25,Mauvaise référence
O029084,2024-01-26,P00973,3,Lyon,Livré,null,null
O029086,2024-11-29,P00738,10,Paris,Livré,null,null
O029087,2024-01-30,P00193,12,Lyon,Expédié,null,null
O029088,2024-01-29,P00738,3,Lyon,Livré,null,null
O029089,2024-09-14,P00296,3,Marseille,Livré,null,null
O029090,2024-12-26,P00170,3,Lyon,Expédié,null,null
O029091,2024-03-14,P00158,3,Lyon,Expédié,2024-03-30,Client insatisfait
O029092,2024-01-02,P00746,15,Lyon,Livré,null,null
O029093,2024-11-28,P00035,5,Marseille,Livré,null,null
O029095,2024-11-08,P00738,2,Marseille,Livré,null,null
O029096,2024-10-07,P00516,3,Marseille,Expédié,null,null
O029097,2024-09-01,P00754,5,Lyon,Expédié,2024-09-21,Produit abîmé
O029098,2024-12-15,P00155,5,Paris,Livré,null,null
O029099,2024-02-05,P00594,3,Lyon,Livré,null,null
O029100,2024-09-29,P00172,1,Lyon,Expédié,null,null
O029101,2024-01-25,P00047,1,Marseille,Livré,null,null
O029102,2024-09-21,P00877,2,Marseille,Livré,null,null
O029103,2024-01-15,P00334,2,Marseille,Livré,null,null
O029105,2024-12-13,P00211,1,Paris,Livré,null,null
O029106,2024-02-22,P00047,8,Lyon,Livré,null,null
O029107,2024-02-25,P00063,2,Marseille,Livré,null,null
O029108,2024-09-05,P00373,12,Paris,Livré,null,null
O029109,2024-10-04,P00669,1,Lyon,Livré,null,null
O029110,2024-12-08,P00654,1,Paris,Livré,null,null
O029111,2024-12-31,P00343,3,Paris,Livré,null,null
O029112,2024-12-20,P00529,1,Lyon,Livré,2025-01-02,Client insatisfait
O029115,2024-12-10,P00846,12,Lyon,Livré,null,null
O029116,2024-04-28,P00973,1,Lyon,Livré,2024-05-27,Client insatisfait
O029117,2024-03-23,P00535,2,Marseille,Livré,null,null
O029118,2024-12-20,P00968,12,Paris,Livré,null,null
O029119,2024-11-10,P00890,2,Paris,Expédié,null,null
O029120,2024-05-18,P00361,1,Marseille,Livré,null,null
O029121,2024-08-15,P00535,2,Lyon,Livré,null,null
O029122,2024-11-15,P00467,3,Marseille,Livré,null,null
O029123,2024-10-06,P00281,1,Marseille,Livré,null,null
O029124,2024-12-03,P00610,3,Lyon,Livré,null,null
O029125,2024-12-26,P00876,10,Marseille,Livré,null,null
O029127,2024-11-29,P00228,10,Lyon,Livré,null,null
O029129,2024-10-26,P00967,1,Paris,Expédié,null,null
O029130,2024-12-01,P00654,1,Lyon,Livré,null,null
O029131,2024-10-02,P00414,2,Lyon,Livré,null,null
O029132,2024-12-17,P00254,3,Marseille,Livré,null,null
O029133,2024-12-30,P00674,2,Paris,Livré,null,null
O029135,2024-11-02,P00121,10,Paris,Livré,null,null
O029136,2024-06-24,P00568,5,Paris,Livré,null,null
O029137,2024-12-11,P00371,1,Lyon,Livré,null,null
O029139,2024-11-04,P00024,5,Marseille,Expédié,null,null
O029140,2024-09-28,P00968,1,Paris,Livré,2024-10-07,Livraison incomplète
O029142,2024-08-12,P00222,2,Paris,Expédié,null,null
O029144,2024-02-10,P00370,1,Paris,Livré,null,null
O029145,2024-11-09,P00686,1,Marseille,Expédié,null,null
O029146,2024-11-09,P00865,5,Paris,Livré,null,null
O029147,2024-12-31,P00943,3,Paris,Livré,null,null
O029148,2024-12-24,P00226,1,Paris,Livré,null,null
O029149,2024-10-19,P00535,20,Lyon,Livré,2024-11-18,Mauvaise référence
O029150,2024-01-29,P00121,2,Paris,Livré,null,null
O029151,2024-11-24,P00615,1,Paris,Livré,null,null
O029154,2024-09-28,P00489,1,Marseille,Expédié,null,null
O029155,2024-12-15,P00610,3,Paris,Expédié,null,null
O029156,2024-12-30,P00778,15,Lyon,Expédié,null,null
O029157,2024-05-05,P00755,3,Lyon,Livré,null,null
O029158,2024-11-29,P00780,15,Paris,Expédié,null,null
O029159,2024-12-13,P00738,2,Marseille,Livré,null,null
O029160,2024-10-26,P00049,2,Lyon,Expédié,null,null
O029162,2024-03-23,P00551,3,Paris,Expédié,null,null
O029163,2024-11-16,P00923,5,Marseille,Livré,2024-12-05,Livraison incomplète
O029165,2024-02-26,P00252,2,Marseille,Expédié,null,null
O029166,2024-10-05,P00610,10,Lyon,Expédié,null,null
O029167,2024-12-20,P00968,1,Paris,Livré,2024-12-28,Client insatisfait
O029168,2024-10-06,P00910,2,Paris,Livré,null,null
O029169,2024-02-17,P00629,3,Marseille,Livré,null,null
O029171,2024-11-30,P00039,5,Lyon,Livré,null,null
O029172,2024-12-10,P00170,2,Paris,Livré,null,null
O029174,2024-12-23,P00387,2,Marseille,Livré,null,null
O029175,2024-03-30,P00893,3,Marseille,Livré,null,null
O029176,2024-12-18,P00610,5,Lyon,Expédié,null,null
O029177,2024-11-16,P00009,8,Marseille,Expédié,null,null
O029178,2024-01-07,P00012,8,Marseille,Livré,null,null
O029179,2024-04-15,P00467,2,Marseille,Livré,null,null
O029180,2024-02-27,P00070,20,Paris,Livré,null,null
O029181,2024-12-20,P00194,10,Marseille,Livré,null,null
O029182,2024-12-13,P00149,2,Lyon,Livré,2025-01-05,Livraison incomplète
O029183,2024-10-17,P00326,1,Paris,Livré,null,null
O029184,2024-02-27,P00159,2,Paris,Expédié,null,null
O029185,2024-02-05,P00981,3,Paris,Expédié,null,null
O029186,2024-02-16,P00002,10,Marseille,Livré,null,null
O029188,2024-06-26,P00135,8,Lyon,Expédié,null,null
O029190,2024-10-08,P00630,10,Marseille,Livré,null,null
O029192,2024-02-01,P00118,2,Paris,Livré,null,null
O029193,2024-04-06,P00510,3,Lyon,Expédié,2024-05-03,Mauvaise référence
O029194,2024-08-20,P00371,2,Paris,Livré,null,null
O029195,2024-11-18,P00188,1,Paris,Livré,null,null
O029196,2024-12-05,P00615,5,Lyon,Expédié,null,null
O029197,2024-11-19,P00879,1,Paris,Expédié,null,null
O029198,2024-10-27,P00518,5,Marseille,Livré,null,null
O029199,2024-12-31,P00467,5,Marseille,Livré,null,null
O029200,2024-12-19,P00535,8,Marseille,Livré,null,null
O029201,2024-11-29,P00890,1,Paris,Livré,null,null
O029202,2024-01-31,P00843,8,Paris,Livré,null,null
O029203,2024-08-02,P00371,20,Lyon,Livré,null,null
O029204,2024-10-16,P00032,10,Marseille,Livré,null,null
O029205,2024-10-13,P00414,8,Lyon,Livré,null,null
O029206,2024-10-21,P00063,5,Lyon,Livré,2024-11-17,Client insatisfait
O029207,2024-11-16,P00136,2,Marseille,Livré,null,null
O029208,2024-11-04,P00252,8,Paris,Livré,2024-11-27,Client insatisfait
O029209,2024-04-12,P00541,8,Marseille,Livré,null,null
O029210,2024-10-13,P00170,5,Lyon,Expédié,null,null
O029211,2024-01-24,P00090,8,Marseille,Livré,null,null
O029212,2024-09-05,P00551,2,Marseille,Expédié,null,null
O029213,2024-12-12,P00633,1,Lyon,Livré,null,null
O029214,2024-12-10,P00009,3,Lyon,Livré,null,null
O029215,2024-10-18,P00039,2,Marseille,Expédié,null,null
O029216,2024-11-12,P00068,2,Lyon,Expédié,null,null
O029217,2024-01-03,P00184,1,Paris,Livré,null,null
O029218,2024-02-26,P00014,2,Marseille,Livré,null,null
O029220,2024-01-21,P00254,8,Lyon,Expédié,null,null
O029221,2024-12-17,P00473,3,Paris,Expédié,null,null
O029222,2024-05-07,P00707,1,Marseille,Livré,null,null
O029224,2024-12-15,P00507,3,Lyon,Livré,null,null
O029227,2024-05-23,P00881,2,Lyon,Expédié,null,null
O029228,2024-05-05,P00886,3,Lyon,Livré,null,null
O029229,2024-07-16,P00063,2,Marseille,Expédié,null,null
O029230,2024-01-30,P00002,12,Marseille,Expédié,null,null
O029231,2024-12-03,P00008,1,Marseille,Livré,null,null
O029232,2024-12-06,P00518,5,Paris,Expédié,null,null
O029234,2024-08-18,P00366,10,Paris,Livré,null,null
O029235,2024-10-10,P00466,15,Marseille,Livré,null,null
O029236,2024-05-21,P00455,1,Paris,Livré,null,null
O029239,2024-01-06,P00959,3,Paris,Livré,null,null
O029240,2024-12-01,P00488,1,Lyon,Expédié,null,null
O029241,2024-01-06,P00658,3,Marseille,Livré,null,null
O029242,2024-12-09,P00933,1,Marseille,Livré,null,null
O029244,2024-12-25,P00740,10,Paris,Expédié,null,null
O029245,2024-01-09,P00767,1,Marseille,Livré,null,null
O029248,2024-11-17,P00133,3,Marseille,Livré,null,null
O029250,2024-10-19,P00143,3,Marseille,Expédié,null,null
O029251,2024-12-07,P00184,15,Marseille,Livré,null,null
O029252,2024-10-09,P00919,5,Lyon,Expédié,null,null
O029253,2024-01-26,P00726,2,Paris,Livré,null,null
O029254,2024-11-07,P00571,1,Marseille,Expédié,null,null
O029255,2024-05-14,P00831,1,Paris,Expédié,2024-05-23,Client insatisfait
O029256,2024-12-29,P00377,8,Marseille,Livré,null,null
O029257,2024-12-02,P00478,5,Marseille,Livré,null,null
O029258,2024-04-29,P00319,5,Lyon,Livré,null,null
O029259,2024-10-27,P00025,1,Paris,Livré,null,null
O029260,2024-05-20,P00417,8,Paris,Expédié,null,null
O029261,2024-12-25,P00943,5,Marseille,Livré,null,null
O029262,2024-10-30,P00962,15,Paris,Livré,null,null
O029263,2024-02-06,P00307,3,Lyon,Livré,null,null
O029264,2024-11-29,P00671,2,Paris,Expédié,null,null
O029265,2024-04-06,P00931,2,Lyon,Livré,2024-05-02,Mauvaise référence
O029266,2024-12-16,P00923,1,Paris,Livré,2024-12-22,Mauvaise référence
O029267,2024-11-12,P00473,8,Marseille,Expédié,null,null
O029268,2024-11-07,P00473,5,Lyon,Expédié,null,null
O029269,2024-12-29,P00012,1,Paris,Livré,null,null
O029270,2024-08-02,P00857,1,Marseille,Expédié,null,null
O029271,2024-10-10,P00047,1,Lyon,Livré,null,null
O029272,2024-01-27,P00603,12,Marseille,Livré,2024-02-25,Livraison incomplète
O029273,2024-12-28,P00506,1,Lyon,Expédié,null,null
O029275,2024-12-26,P00872,2,Lyon,Livré,null,null
O029276,2024-10-24,P00873,2,Lyon,Expédié,null,null
O029277,2024-11-24,P00256,2,Lyon,Livré,null,null
O029278,2024-11-07,P00136,5,Lyon,Livré,null,null
O029279,2024-09-18,P00923,10,Paris,Expédié,null,null
O029280,2024-10-08,P00330,1,Marseille,Expédié,null,null
O029281,2024-01-15,P00710,5,Marseille,Livré,2024-02-09,Mauvaise référence
O029282,2024-03-28,P00654,2,Lyon,Expédié,null,null
O029283,2024-10-19,P00047,20,Paris,Expédié,null,null
O029284,2024-02-21,P00449,2,Lyon,Expédié,null,null
O029285,2024-02-19,P00025,1,Marseille,Expédié,null,null
O029286,2024-01-03,P00693,3,Paris,Expédié,null,null
O029287,2024-12-22,P00924,1,Paris,Livré,null,null
O029288,2024-01-13,P00258,1,Marseille,Livré,null,null
O029289,2024-11-02,P00413,5,Lyon,Expédié,null,null
O029290,2024-02-22,P00025,8,Marseille,Livré,null,null
O029291,2024-11-01,P00742,3,Lyon,Expédié,null,null
O029293,2024-12-18,P00355,5,Paris,Expédié,null,null
O029294,2024-11-28,P00733,3,Paris,Livré,null,null
O029295,2024-12-22,P00008,5,Marseille,Livré,null,null
O029296,2024-02-16,P00536,3,Marseille,Livré,null,null
O029297,2024-11-28,P00143,5,Lyon,Expédié,null,null
O029298,2024-09-21,P00905,1,Paris,Expédié,null,null
O029299,2024-04-11,P00258,2,Paris,Livré,null,null
O029300,2024-11-19,P00795,2,Lyon,Livré,null,null
O029301,2024-03-13,P00473,2,Lyon,Livré,null,null
O029302,2024-12-29,P00900,8,Lyon,Expédié,null,null
O029303,2024-05-30,P00906,2,Marseille,Expédié,null,null
O029304,2024-01-23,P00184,1,Marseille,Expédié,null,null
O029305,2024-11-01,P00653,2,Paris,Expédié,null,null
O029306,2024-01-16,P00809,1,Lyon,Expédié,null,null
O029307,2024-11-23,P00806,8,Marseille,Livré,null,null
O029309,2024-11-13,P00963,3,Paris,Livré,null,null
O029310,2024-01-03,P00791,5,Lyon,Livré,null,null
O029311,2024-01-24,P00413,2,Marseille,Livré,null,null
O029312,2024-09-28,P00654,10,Paris,Livré,null,null
O029313,2024-11-30,P00831,20,Paris,Expédié,null,null
O029315,2024-06-09,P00612,5,Paris,Livré,null,null
O029317,2024-10-08,P00876,10,Marseille,Livré,null,null
O029318,2024-01-19,P00615,3,Marseille,Livré,2024-01-25,Mauvaise référence
O029319,2024-08-05,P00843,12,Marseille,Expédié,null,null
O029320,2024-01-16,P00510,10,Paris,Expédié,null,null
O029322,2024-11-26,P00565,20,Marseille,Livré,null,null
O029324,2024-10-08,P00743,5,Marseille,Livré,null,null
O029325,2024-09-16,P00871,8,Paris,Expédié,null,null
O029326,2024-12-15,P00398,3,Paris,Expédié,2024-12-27,Produit abîmé
O029327,2024-04-13,P00671,2,Lyon,Livré,null,null
O029328,2024-03-30,P00802,2,Lyon,Expédié,null,null
O029329,2024-03-27,P00462,12,Paris,Livré,null,null
O029330,2024-09-15,P00403,1,Paris,Livré,null,null
O029331,2024-12-06,P00143,3,Paris,Livré,null,null
O029332,2024-02-23,P00305,2,Marseille,Livré,null,null
O029333,2024-10-05,P00343,2,Paris,Livré,null,null
O029334,2024-09-01,P00619,10,Paris,Expédié,null,null
O029335,2024-12-02,P00631,10,Marseille,Livré,null,null
O029336,2024-04-18,P00144,3,Lyon,Livré,null,null
O029338,2024-01-25,P00055,2,Paris,Expédié,2024-02-05,Produit abîmé
O029339,2024-04-17,P00518,3,Lyon,Livré,null,null
